observationAbout,observationDate,value,variableMeasured
country/USA,2010,734133,dcid:Count_Person_EducationalAttainmentBachelorsDegree_Male
country/USA,2010,519883,dcid:Count_Person_EducationalAttainmentBachelorsDegree_Male_WhiteAlone
country/USA,2010,59119,dcid:Count_Person_EducationalAttainmentBachelorsDegree_Male_Black
country/USA,2010,60742,dcid:Count_Person_EducationalAttainmentBachelorsDegree_Male_HispanicOrLatino
country/USA,2010,55290,dcid:Count_Person_EducationalAttainmentBachelorsDegree_Male_AsianOrPacificIslander
country/USA,2010,53590,dcid:Count_Person_EducationalAttainmentBachelorsDegree_Male_Asian
country/USA,2010,1700,dcid:Count_Person_EducationalAttainmentBachelorsDegree_Male_HawaiianNativeOrPacificIslander
country/USA,2010,4798,dcid:Count_Person_EducationalAttainmentBachelorsDegree_Male_AmericanIndianOrAlaskaNative
country/USA,2010,8123,dcid:Count_Person_EducationalAttainmentBachelorsDegree_Male_TwoOrMoreRaces
country/USA,2010,26178,dcid:Count_Person_EducationalAttainmentBachelorsDegree_Male_NonUSResident
country/USA,2010,14675,dcid:Count_Person_BachelorOfAgricultureAndNaturalResourcesMajor_EducationalAttainmentBachelorsDegree_Male
country/USA,2010,12705,dcid:Count_Person_BachelorOfAgricultureAndNaturalResourcesMajor_EducationalAttainmentBachelorsDegree_Male_WhiteAlone
country/USA,2010,394,dcid:Count_Person_BachelorOfAgricultureAndNaturalResourcesMajor_EducationalAttainmentBachelorsDegree_Male_Black
country/USA,2010,658,dcid:Count_Person_BachelorOfAgricultureAndNaturalResourcesMajor_EducationalAttainmentBachelorsDegree_Male_HispanicOrLatino
country/USA,2010,474,dcid:Count_Person_BachelorOfAgricultureAndNaturalResourcesMajor_EducationalAttainmentBachelorsDegree_Male_AsianOrPacificIslander
country/USA,2010,453,dcid:Count_Person_BachelorOfAgricultureAndNaturalResourcesMajor_EducationalAttainmentBachelorsDegree_Male_Asian
country/USA,2010,21,dcid:Count_Person_BachelorOfAgricultureAndNaturalResourcesMajor_EducationalAttainmentBachelorsDegree_Male_HawaiianNativeOrPacificIslander
country/USA,2010,119,dcid:Count_Person_BachelorOfAgricultureAndNaturalResourcesMajor_EducationalAttainmentBachelorsDegree_Male_AmericanIndianOrAlaskaNative
country/USA,2010,118,dcid:Count_Person_BachelorOfAgricultureAndNaturalResourcesMajor_EducationalAttainmentBachelorsDegree_Male_TwoOrMoreRaces
country/USA,2010,207,dcid:Count_Person_BachelorOfAgricultureAndNaturalResourcesMajor_EducationalAttainmentBachelorsDegree_Male_NonUSResident
country/USA,2010,5696,dcid:Count_Person_BachelorOfArchitectureAndRelatedServicesMajor_EducationalAttainmentBachelorsDegree_Male
country/USA,2010,3981,dcid:Count_Person_BachelorOfArchitectureAndRelatedServicesMajor_EducationalAttainmentBachelorsDegree_Male_WhiteAlone
country/USA,2010,295,dcid:Count_Person_BachelorOfArchitectureAndRelatedServicesMajor_EducationalAttainmentBachelorsDegree_Male_Black
country/USA,2010,726,dcid:Count_Person_BachelorOfArchitectureAndRelatedServicesMajor_EducationalAttainmentBachelorsDegree_Male_HispanicOrLatino
country/USA,2010,393,dcid:Count_Person_BachelorOfArchitectureAndRelatedServicesMajor_EducationalAttainmentBachelorsDegree_Male_AsianOrPacificIslander
country/USA,2010,384,dcid:Count_Person_BachelorOfArchitectureAndRelatedServicesMajor_EducationalAttainmentBachelorsDegree_Male_Asian
