Year,StatVar,Quantity
2018,Offense_Count_CriminalIncidents_IsHateCrime,8496
2018,Offense_Count_CriminalIncidents_IsHateCrime_OffenderRaceWhiteAlone,3511
2018,Offense_Count_CriminalIncidents_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone,1605
2018,Offense_Count_CriminalIncidents_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone,64
2018,Offense_Count_CriminalIncidents_IsHateCrime_OffenderRaceAsianAlone,95
2018,Offense_Count_CriminalIncidents_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone,19
2018,Offense_Count_CriminalIncidents_IsHateCrime_OffenderRaceTwoOrMoreRaces,285
2018,Offense_Count_CriminalIncidents_IsHateCrime_OffenderRaceUnknownRace_UnknownOffender,718
2018,Offense_Count_CriminalIncidents_IsHateCrime_OffenderEthnicityHispanicOrLatino,412
2018,Offense_Count_CriminalIncidents_IsHateCrime_OffenderEthnicityNotHispanicOrLatino,1847
2018,Offense_Count_CriminalIncidents_IsHateCrime_OffenderEthnicityMultipleEthnicity,51
2018,Offense_Count_CriminalIncidents_IsHateCrime_OffenderEthnicityUnknownEthnicity_UnknownOffender,3065
2018,Offense_Count_CriminalIncidents_IsHateCrime_UnknownOffender,2199
2018,Offense_Count_CriminalIncidents_CrimeAgainstPerson_IsHateCrime,5566
2018,Offense_Count_CriminalIncidents_CrimeAgainstPerson_IsHateCrime_OffenderRaceWhiteAlone,2772
2018,Offense_Count_CriminalIncidents_CrimeAgainstPerson_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone,1311
2018,Offense_Count_CriminalIncidents_CrimeAgainstPerson_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone,49
2018,Offense_Count_CriminalIncidents_CrimeAgainstPerson_IsHateCrime_OffenderRaceAsianAlone,78
2018,Offense_Count_CriminalIncidents_CrimeAgainstPerson_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone,13
2018,Offense_Count_CriminalIncidents_CrimeAgainstPerson_IsHateCrime_OffenderRaceTwoOrMoreRaces,231
2018,Offense_Count_CriminalIncidents_CrimeAgainstPerson_IsHateCrime_OffenderRaceUnknownRace_UnknownOffender,285
2018,Offense_Count_CriminalIncidents_CrimeAgainstPerson_IsHateCrime_OffenderEthnicityHispanicOrLatino,331
2018,Offense_Count_CriminalIncidents_CrimeAgainstPerson_IsHateCrime_OffenderEthnicityNotHispanicOrLatino,1485
2018,Offense_Count_CriminalIncidents_CrimeAgainstPerson_IsHateCrime_OffenderEthnicityMultipleEthnicity,41
2018,Offense_Count_CriminalIncidents_CrimeAgainstPerson_IsHateCrime_OffenderEthnicityUnknownEthnicity_UnknownOffender,2351
2018,Offense_Count_CriminalIncidents_CrimeAgainstPerson_IsHateCrime_UnknownOffender,827
2018,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime,24
2018,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime_OffenderRaceWhiteAlone,18
2018,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone,4
2018,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone,0
2018,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime_OffenderRaceAsianAlone,0
2018,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone,0
2018,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime_OffenderRaceTwoOrMoreRaces,1
2018,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime_OffenderRaceUnknownRace_UnknownOffender,0
2018,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime_OffenderEthnicityHispanicOrLatino,1
2018,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime_OffenderEthnicityNotHispanicOrLatino,19
2018,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime_OffenderEthnicityMultipleEthnicity,0
2018,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime_OffenderEthnicityUnknownEthnicity_UnknownOffender,3
2018,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime_UnknownOffender,1
2018,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime,22
2018,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime_OffenderRaceWhiteAlone,11
2018,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone,8
2018,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone,1
2018,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime_OffenderRaceAsianAlone,0
2018,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone,0
2018,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime_OffenderRaceTwoOrMoreRaces,0
2018,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime_OffenderRaceUnknownRace_UnknownOffender,0
2018,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime_OffenderEthnicityHispanicOrLatino,2
2018,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime_OffenderEthnicityNotHispanicOrLatino,6
2018,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime_OffenderEthnicityMultipleEthnicity,0
2018,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime_OffenderEthnicityUnknownEthnicity_UnknownOffender,12
2018,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime_UnknownOffender,2
2018,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime,1026
2018,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime_OffenderRaceWhiteAlone,532
2018,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone,289
2018,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone,9
2018,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime_OffenderRaceAsianAlone,15
2018,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone,4
2018,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime_OffenderRaceTwoOrMoreRaces,51
2018,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime_OffenderRaceUnknownRace_UnknownOffender,60
2018,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime_OffenderEthnicityHispanicOrLatino,107
2018,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime_OffenderEthnicityNotHispanicOrLatino,326
2018,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime_OffenderEthnicityMultipleEthnicity,10
2018,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime_OffenderEthnicityUnknownEthnicity_UnknownOffender,396
2018,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime_UnknownOffender,66
2018,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime,1895
2018,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime_OffenderRaceWhiteAlone,966
2018,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone,534
2018,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone,19
2018,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime_OffenderRaceAsianAlone,32
2018,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone,7
2018,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime_OffenderRaceTwoOrMoreRaces,95
2018,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime_OffenderRaceUnknownRace_UnknownOffender,115
2018,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime_OffenderEthnicityHispanicOrLatino,133
2018,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime_OffenderEthnicityNotHispanicOrLatino,488
2018,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime_OffenderEthnicityMultipleEthnicity,13
2018,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime_OffenderEthnicityUnknownEthnicity_UnknownOffender,858
2018,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime_UnknownOffender,127
2018,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime,2560
2018,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime_OffenderRaceWhiteAlone,1216
2018,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone,468
2018,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone,20
2018,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime_OffenderRaceAsianAlone,31
2018,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone,2
2018,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime_OffenderRaceTwoOrMoreRaces,83
2018,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime_OffenderRaceUnknownRace_UnknownOffender,110
2018,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime_OffenderEthnicityHispanicOrLatino,87
2018,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime_OffenderEthnicityNotHispanicOrLatino,624
2018,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime_OffenderEthnicityMultipleEthnicity,18
2018,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime_OffenderEthnicityUnknownEthnicity_UnknownOffender,1067
2018,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime_UnknownOffender,630
2018,Offense_Count_CriminalIncidents_OtherCrimesAgainstPerson_IsHateCrime,39
2018,Offense_Count_CriminalIncidents_OtherCrimesAgainstPerson_IsHateCrime_OffenderRaceWhiteAlone,29
2018,Offense_Count_CriminalIncidents_OtherCrimesAgainstPerson_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone,8
2018,Offense_Count_CriminalIncidents_OtherCrimesAgainstPerson_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone,0
