Year,Place,StatVar,Quantity
2021,country/USA,dcid:Count_HousingUnit,0100000US
2021,geoId/01,dcid:Count_HousingUnit,0400000US01
2021,geoId/02,dcid:Count_HousingUnit,0400000US02
2021,country/USA,dcid:Count_HousingUnit_OccupiedHousingUnit,124010992
2021,geoId/01,dcid:Count_HousingUnit_OccupiedHousingUnit,1902983
2021,geoId/02,dcid:Count_HousingUnit_OccupiedHousingUnit,260561
2021,country/USA,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,196755
2021,geoId/01,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,5852
2021,geoId/02,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,1334
2021,country/USA,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,90254560
2021,geoId/01,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,1311911
2021,geoId/02,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,185456
2021,country/USA,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceWhiteAlone,179059
2021,geoId/01,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceWhiteAlone,5235
2021,geoId/02,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceWhiteAlone,1535
2021,country/USA,dcid:Count_HousingUnit_HouseholderRaceBlackOrAfricanAmericanAlone,15219807
2021,geoId/01,dcid:Count_HousingUnit_HouseholderRaceBlackOrAfricanAmericanAlone,494828
2021,geoId/02,dcid:Count_HousingUnit_HouseholderRaceBlackOrAfricanAmericanAlone,8458
2021,country/USA,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceBlackOrAfricanAmericanAlone,25217
2021,geoId/01,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceBlackOrAfricanAmericanAlone,3507
2021,geoId/02,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceBlackOrAfricanAmericanAlone,616
2021,country/USA,dcid:Count_HousingUnit_HouseholderRaceAmericanIndianOrAlaskaNativeAlone,867539
2021,geoId/01,dcid:Count_HousingUnit_HouseholderRaceAmericanIndianOrAlaskaNativeAlone,8425
2021,geoId/02,dcid:Count_HousingUnit_HouseholderRaceAmericanIndianOrAlaskaNativeAlone,28524
2021,country/USA,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceAmericanIndianOrAlaskaNativeAlone,5404
2021,geoId/01,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceAmericanIndianOrAlaskaNativeAlone,598
2021,geoId/02,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceAmericanIndianOrAlaskaNativeAlone,802
2021,country/USA,dcid:Count_HousingUnit_HouseholderRaceAsianAlone,6147465
2021,geoId/01,dcid:Count_HousingUnit_HouseholderRaceAsianAlone,23264
2021,geoId/02,dcid:Count_HousingUnit_HouseholderRaceAsianAlone,12898
2021,country/USA,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceAsianAlone,16650
2021,geoId/01,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceAsianAlone,731
2021,geoId/02,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceAsianAlone,645
2021,country/USA,dcid:Count_HousingUnit_HouseholderRaceNativeHawaiianOrOtherPacificIslanderAlone,168880
2021,geoId/01,dcid:Count_HousingUnit_HouseholderRaceNativeHawaiianOrOtherPacificIslanderAlone,429
2021,geoId/02,dcid:Count_HousingUnit_HouseholderRaceNativeHawaiianOrOtherPacificIslanderAlone,2267
2021,country/USA,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceNativeHawaiianOrOtherPacificIslanderAlone,2524
2021,geoId/01,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceNativeHawaiianOrOtherPacificIslanderAlone,124
2021,geoId/02,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceNativeHawaiianOrOtherPacificIslanderAlone,253
2021,country/USA,dcid:Count_HousingUnit_HouseholderRaceSomeOtherRaceAlone,5092721
2021,geoId/01,dcid:Count_HousingUnit_HouseholderRaceSomeOtherRaceAlone,21628
2021,geoId/02,dcid:Count_HousingUnit_HouseholderRaceSomeOtherRaceAlone,4239
2021,country/USA,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceSomeOtherRaceAlone,18698
2021,geoId/01,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceSomeOtherRaceAlone,1122
2021,geoId/02,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceSomeOtherRaceAlone,529
2021,country/USA,dcid:Count_HousingUnit_HouseholderRaceTwoOrMoreRaces,6260020
2021,geoId/01,dcid:Count_HousingUnit_HouseholderRaceTwoOrMoreRaces,42498
2021,geoId/02,dcid:Count_HousingUnit_HouseholderRaceTwoOrMoreRaces,18719
2021,country/USA,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceTwoOrMoreRaces,23348
2021,geoId/01,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceTwoOrMoreRaces,1518
2021,geoId/02,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceTwoOrMoreRaces,1036
2021,country/USA,dcid:Count_HousingUnit_HouseholderRaceHispanicOrLatino,17152600
2021,geoId/01,dcid:Count_HousingUnit_HouseholderRaceHispanicOrLatino,59402
2021,geoId/02,dcid:Count_HousingUnit_HouseholderRaceHispanicOrLatino,15760
2021,country/USA,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceHispanicOrLatino,35091
2021,geoId/01,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceHispanicOrLatino,1328
2021,geoId/02,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceHispanicOrLatino,599
2021,country/USA,dcid:Count_HousingUnit_HouseholderRaceWhiteAloneNotHispanicOrLatino,81910755
2021,geoId/01,dcid:Count_HousingUnit_HouseholderRaceWhiteAloneNotHispanicOrLatino,1285271
2021,geoId/02,dcid:Count_HousingUnit_HouseholderRaceWhiteAloneNotHispanicOrLatino,177644
2021,country/USA,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceWhiteAloneNotHispanicOrLatino,142021
2021,geoId/01,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceWhiteAloneNotHispanicOrLatino,4837
2021,geoId/02,dcid:MarginOfError_Count_HousingUnit_HouseholderRaceWhiteAloneNotHispanicOrLatino,1437
2021,country/USA,dcid:Count_HousingUnit_HouseholderAge35OrLessYears_OccupiedHousingUnit,23249064
2021,geoId/01,dcid:Count_HousingUnit_HouseholderAge35OrLessYears_OccupiedHousingUnit,341027
2021,geoId/02,dcid:Count_HousingUnit_HouseholderAge35OrLessYears_OccupiedHousingUnit,58925
2021,country/USA,dcid:MarginOfError_Count_HousingUnit_HouseholderAge35OrLessYears_OccupiedHousingUnit,68913
2021,geoId/01,dcid:MarginOfError_Count_HousingUnit_HouseholderAge35OrLessYears_OccupiedHousingUnit,3300
2021,geoId/02,dcid:MarginOfError_Count_HousingUnit_HouseholderAge35OrLessYears_OccupiedHousingUnit,1114
2021,country/USA,dcid:Count_HousingUnit_HouseholderAge35To44Years_OccupiedHousingUnit,21474677
2021,geoId/01,dcid:Count_HousingUnit_HouseholderAge35To44Years_OccupiedHousingUnit,305092
2021,geoId/02,dcid:Count_HousingUnit_HouseholderAge35To44Years_OccupiedHousingUnit,47649
2021,country/USA,dcid:MarginOfError_Count_HousingUnit_HouseholderAge35To44Years_OccupiedHousingUnit,26384
2021,geoId/01,dcid:MarginOfError_Count_HousingUnit_HouseholderAge35To44Years_OccupiedHousingUnit,3179
2021,geoId/02,dcid:MarginOfError_Count_HousingUnit_HouseholderAge35To44Years_OccupiedHousingUnit,796
2021,country/USA,dcid:Count_HousingUnit_HouseholderAge45To54Years_OccupiedHousingUnit,22462157
2021,geoId/01,dcid:Count_HousingUnit_HouseholderAge45To54Years_OccupiedHousingUnit,339353
