Year,Place,StatVar,Quantity
2023,geoId/sch0400004,dcid:Count_HousingUnit_OccupiedHousingUnit,2110.0
2023,geoId/sch0400005,dcid:Count_HousingUnit_OccupiedHousingUnit,1323.0
2023,geoId/sch0400022,dcid:Count_HousingUnit_OccupiedHousingUnit,657.0
2023,geoId/sch0400480,dcid:Count_HousingUnit_OccupiedHousingUnit,122.0
2023,geoId/sch0400600,dcid:Count_HousingUnit_OccupiedHousingUnit,27519.0
2023,geoId/sch0400630,dcid:Count_HousingUnit_OccupiedHousingUnit,342.0
2023,geoId/sch0400750,dcid:Count_HousingUnit_OccupiedHousingUnit,36.0
2023,geoId/sch0400840,dcid:Count_HousingUnit_OccupiedHousingUnit,490.0
2023,geoId/sch0400870,dcid:Count_HousingUnit_OccupiedHousingUnit,271.0
2023,geoId/sch0400960,dcid:Count_HousingUnit_OccupiedHousingUnit,18944.0
2023,geoId/sch0401050,dcid:Count_HousingUnit_OccupiedHousingUnit,15204.0
2023,geoId/sch0401080,dcid:Count_HousingUnit_OccupiedHousingUnit,2579.0
2023,geoId/sch0401230,dcid:Count_HousingUnit_OccupiedHousingUnit,72.0
2023,geoId/sch0401260,dcid:Count_HousingUnit_OccupiedHousingUnit,167.0
2023,geoId/sch0401290,dcid:Count_HousingUnit_OccupiedHousingUnit,591.0
2023,geoId/sch0401380,dcid:Count_HousingUnit_OccupiedHousingUnit,14678.0
2023,geoId/sch0401500,dcid:Count_HousingUnit_OccupiedHousingUnit,20026.0
2023,geoId/sch0401650,dcid:Count_HousingUnit_OccupiedHousingUnit,1117.0
2023,geoId/sch0401680,dcid:Count_HousingUnit_OccupiedHousingUnit,33531.0
2023,geoId/sch0401710,dcid:Count_HousingUnit_OccupiedHousingUnit,24879.0
2023,geoId/sch0401920,dcid:Count_HousingUnit_OccupiedHousingUnit,587.0
2023,geoId/sch0402130,dcid:Count_HousingUnit_OccupiedHousingUnit,86.0
2023,geoId/sch0402190,dcid:Count_HousingUnit_OccupiedHousingUnit,908.0
2023,geoId/sch0402220,dcid:Count_HousingUnit_OccupiedHousingUnit,963.0
2023,geoId/sch0402250,dcid:Count_HousingUnit_OccupiedHousingUnit,17148.0
2023,geoId/sch0402370,dcid:Count_HousingUnit_OccupiedHousingUnit,14598.0
2023,geoId/sch0402400,dcid:Count_HousingUnit_OccupiedHousingUnit,15163.0
2023,geoId/sch0402430,dcid:Count_HousingUnit_OccupiedHousingUnit,26187.0
2023,geoId/sch0402460,dcid:Count_HousingUnit_OccupiedHousingUnit,71.0
2023,geoId/sch0402490,dcid:Count_HousingUnit_OccupiedHousingUnit,204.0
2023,geoId/sch0402710,dcid:Count_HousingUnit_OccupiedHousingUnit,23.0
2023,geoId/sch0402760,dcid:Count_HousingUnit_OccupiedHousingUnit,243.0
2023,geoId/sch0402790,dcid:Count_HousingUnit_OccupiedHousingUnit,2070.0
2023,geoId/sch0402820,dcid:Count_HousingUnit_OccupiedHousingUnit,242.0
2023,geoId/sch0403060,dcid:Count_HousingUnit_OccupiedHousingUnit,11144.0
2023,geoId/sch0403240,dcid:Count_HousingUnit_OccupiedHousingUnit,8688.0
2023,geoId/sch0403420,dcid:Count_HousingUnit_OccupiedHousingUnit,36842.0
2023,geoId/sch0403660,dcid:Count_HousingUnit_OccupiedHousingUnit,867.0
2023,geoId/sch0403900,dcid:Count_HousingUnit_OccupiedHousingUnit,188.0
2023,geoId/sch0403960,dcid:Count_HousingUnit_OccupiedHousingUnit,13145.0
2023,geoId/sch0404170,dcid:Count_HousingUnit_OccupiedHousingUnit,572.0
2023,geoId/sch0404200,dcid:Count_HousingUnit_OccupiedHousingUnit,57.0
2023,geoId/sch0404230,dcid:Count_HousingUnit_OccupiedHousingUnit,66349.0
2023,geoId/sch0404290,dcid:Count_HousingUnit_OccupiedHousingUnit,16543.0
2023,geoId/sch0404320,dcid:Count_HousingUnit_OccupiedHousingUnit,14723.0
2023,geoId/sch0404380,dcid:Count_HousingUnit_OccupiedHousingUnit,38713.0
2023,geoId/sch0404440,dcid:Count_HousingUnit_OccupiedHousingUnit,15995.0
2023,geoId/sch0404500,dcid:Count_HousingUnit_OccupiedHousingUnit,31651.0
2023,geoId/sch0404530,dcid:Count_HousingUnit_OccupiedHousingUnit,650.0
2023,geoId/sch0404770,dcid:Count_HousingUnit_OccupiedHousingUnit,2239.0
2023,geoId/sch0404860,dcid:Count_HousingUnit_OccupiedHousingUnit,150.0
2023,geoId/sch0404920,dcid:Count_HousingUnit_OccupiedHousingUnit,258.0
2023,geoId/sch0405100,dcid:Count_HousingUnit_OccupiedHousingUnit,46.0
2023,geoId/sch0405190,dcid:Count_HousingUnit_OccupiedHousingUnit,10217.0
2023,geoId/sch0405220,dcid:Count_HousingUnit_OccupiedHousingUnit,483.0
2023,geoId/sch0405340,dcid:Count_HousingUnit_OccupiedHousingUnit,834.0
2023,geoId/sch0405400,dcid:Count_HousingUnit_OccupiedHousingUnit,3011.0
2023,geoId/sch0405430,dcid:Count_HousingUnit_OccupiedHousingUnit,572.0
2023,geoId/sch0400004,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,276.0
2023,geoId/sch0400005,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,276.0
2023,geoId/sch0400022,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,169.0
2023,geoId/sch0400480,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,58.0
2023,geoId/sch0400600,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,1069.0
2023,geoId/sch0400630,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,105.0
2023,geoId/sch0400750,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,12.0
2023,geoId/sch0400840,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,123.0
2023,geoId/sch0400870,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,58.0
2023,geoId/sch0400960,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,788.0
2023,geoId/sch0401050,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,599.0
2023,geoId/sch0401080,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,482.0
2023,geoId/sch0401230,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,59.0
2023,geoId/sch0401260,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,71.0
2023,geoId/sch0401290,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,172.0
2023,geoId/sch0401380,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,762.0
2023,geoId/sch0401500,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,640.0
2023,geoId/sch0401650,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,261.0
2023,geoId/sch0401680,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,1036.0
2023,geoId/sch0401710,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,793.0
2023,geoId/sch0401920,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,125.0
2023,geoId/sch0402130,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,30.0
2023,geoId/sch0402190,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,169.0
2023,geoId/sch0402220,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,195.0
2023,geoId/sch0402250,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,617.0
2023,geoId/sch0402370,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,684.0
2023,geoId/sch0402400,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,666.0
2023,geoId/sch0402430,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,735.0
2023,geoId/sch0402460,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,46.0
2023,geoId/sch0402490,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,57.0
2023,geoId/sch0402710,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,31.0
2023,geoId/sch0402760,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,55.0
2023,geoId/sch0402790,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,281.0
2023,geoId/sch0402820,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,81.0
2023,geoId/sch0403060,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,692.0
2023,geoId/sch0403240,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,586.0
2023,geoId/sch0403420,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,891.0
2023,geoId/sch0403660,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,163.0
2023,geoId/sch0403900,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,68.0
2023,geoId/sch0403960,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,729.0
2023,geoId/sch0404170,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,112.0
2023,geoId/sch0404200,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,39.0
2023,geoId/sch0404230,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,1241.0
2023,geoId/sch0404290,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,656.0
2023,geoId/sch0404320,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,711.0
2023,geoId/sch0404380,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,1098.0
2023,geoId/sch0404440,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,788.0
2023,geoId/sch0404500,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,1371.0
2023,geoId/sch0404530,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,159.0
2023,geoId/sch0404770,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,295.0
2023,geoId/sch0404860,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,35.0
2023,geoId/sch0404920,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,86.0
2023,geoId/sch0405100,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,33.0
2023,geoId/sch0405190,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,525.0
2023,geoId/sch0405220,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,116.0
2023,geoId/sch0405340,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,170.0
2023,geoId/sch0405400,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,231.0
2023,geoId/sch0405430,dcid:MarginOfError_Count_HousingUnit_OccupiedHousingUnit,151.0
2023,geoId/sch0400004,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,1861.0
2023,geoId/sch0400005,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,1255.0
2023,geoId/sch0400022,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,583.0
2023,geoId/sch0400480,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,102.0
2023,geoId/sch0400600,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,11162.0
2023,geoId/sch0400630,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,300.0
2023,geoId/sch0400750,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,35.0
2023,geoId/sch0400840,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,318.0
2023,geoId/sch0400870,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,240.0
2023,geoId/sch0400960,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,9813.0
2023,geoId/sch0401050,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,7564.0
2023,geoId/sch0401080,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,2294.0
2023,geoId/sch0401230,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,72.0
2023,geoId/sch0401260,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,128.0
2023,geoId/sch0401290,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,579.0
2023,geoId/sch0401380,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,9556.0
2023,geoId/sch0401500,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,16346.0
2023,geoId/sch0401650,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,1076.0
2023,geoId/sch0401680,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,12345.0
2023,geoId/sch0401710,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,17168.0
2023,geoId/sch0401920,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,557.0
2023,geoId/sch0402130,dcid:Count_HousingUnit_HouseholderRaceWhiteAlone,72.0
