Unit ID,Institution Name,Year,Associate's Degree,Bachelor's Degree,Master's Degree,Doctor's Degree - Research/Scholarship,Doctor's Degree - Professional Practice,Doctor's Degree - Other
216445,Triangle Tech Inc-Greensburg,2019.,66.,,,,,
216436,Triangle Tech Inc-Pittsburgh,2019.,83.,,,,,
443377,Triangle Tech Inc-Sunbury,2019.,42.,,,,,
216463,Trinity Episcopal School for Ministry,2019.,0.,0.,40.,0.,0.,5.
213631,United Lutheran Seminary,2019.,0.,0.,36.,1.,0.,0.
215062,University of Pennsylvania,2019.,0.,"2,931.","4,185.",540.,668.,0.
484783,University of Phoenix-Pennsylvania,2019.,0.,28.,0.,0.,0.,0.
215266,University of Pittsburgh-Bradford,2019.,33.,212.,0.,0.,0.,0.
215275,University of Pittsburgh-Greensburg,2019.,0.,249.,0.,0.,0.,0.
215284,University of Pittsburgh-Johnstown,2019.,16.,483.,0.,0.,0.,0.
215293,University of Pittsburgh-Pittsburgh Campus,2019.,30.,"4,713.","2,137.",391.,606.,0.
215309,University of Pittsburgh-Titusville,2019.,56.,,,,,
215929,University of Scranton,2019.,2.,858.,557.,0.,41.,0.
215132,University of the Sciences,2019.,0.,291.,145.,17.,228.,0.
216542,University of Valley Forge,2019.,6.,140.,34.,0.,0.,0.
216524,Ursinus College,2019.,0.,322.,0.,0.,0.,0.
216551,Valley Forge Military College,2019.,71.,,,,,
213914,Vet Tech Institute,2019.,172.,,,,,
216597,Villanova University,2019.,2.,"1,802.","1,305.",19.,219.,0.
216667,Washington & Jefferson College,2019.,0.,310.,3.,0.,0.,0.
216694,Waynesburg University,2019.,0.,298.,131.,4.,8.,0.
216764,West Chester University of Pennsylvania,2019.,0.,"3,340.",936.,14.,10.,0.
216807,Westminster College,2019.,0.,253.,11.,0.,0.,0.
216816,Westminster Theological Seminary,2019.,0.,0.,109.,2.,8.,0.
216825,Westmoreland County Community College,2019.,561.,,,,,
216852,Widener University,2019.,14.,753.,563.,42.,240.,0.
216931,Wilkes University,2019.,0.,541.,969.,17.,143.,0.
216940,Williamson College of the Trades,2019.,72.,,,,,
217013,Wilson College,2019.,3.,125.,95.,0.,0.,0.
442064,Won Institute of Graduate Studies,2019.,0.,0.,8.,0.,0.,0.
217040,Yeshivath Beth Moshe,2019.,0.,2.,0.,0.,0.,0.
217059,York College of Pennsylvania,2019.,13.,849.,80.,0.,2.,0.
375939,YTI Career Institute-Altoona,2019.,45.,,,,,
217077,YTI Career Institute-York,2019.,216.,,,,,
210571,Albright College,2018.,0.,491.,7.,0.,0.,0.
210669,Allegheny College,2018.,0.,388.,0.,0.,0.,0.
210599,All-State Career School,2018.,0.,,,,,
474997,All-State Career School-Health Sciences,2018.,12.,,,,,
210775,Alvernia University,2018.,17.,420.,177.,2.,28.,0.
210809,American College of Financial Services,2018.,0.,0.,67.,8.,0.,0.
211088,Arcadia University,2018.,0.,575.,347.,7.,171.,0.
211149,Bidwell Training Center Inc,2018.,13.,,,,,
211158,Bloomsburg University of Pennsylvania,2018.,0.,"1,821.",247.,0.,15.,0.
210492,Bryn Athyn College of the New Church,2018.,4.,47.,4.,0.,0.,0.
211273,Bryn Mawr College,2018.,0.,326.,80.,15.,0.,0.
211291,Bucknell University,2018.,0.,852.,16.,0.,0.,0.
211307,Bucks County Community College,2018.,821.,,,,,
211343,Butler County Community College,2018.,496.,,,,,
444103,Byzantine Catholic Seminary of Saints Cyril and Methodius,2018.,0.,0.,1.,0.,0.,0.
211352,Cabrini University,2018.,0.,273.,289.,0.,0.,0.
215114,Cairn University-Langhorne,2018.,0.,151.,118.,0.,0.,0.
211361,California University of Pennsylvania,2018.,895.,"1,379.",964.,0.,0.,0.
211431,Carlow University,2018.,0.,305.,302.,0.,15.,0.
211440,Carnegie Mellon University,2018.,0.,"1,459.","3,336.",322.,0.,0.
211468,Cedar Crest College,2018.,0.,312.,50.,0.,0.,0.
211477,Central Penn College,2018.,151.,239.,14.,0.,0.,0.
369668,Central Pennsylvania Institute of Science and Technology,2018.,0.,,,,,
211556,Chatham University,2018.,0.,196.,371.,0.,132.,0.
211583,Chestnut Hill College,2018.,0.,337.,159.,0.,17.,0.
211608,Cheyney University of Pennsylvania,2018.,0.,152.,24.,0.,0.,0.
211644,Clarion University of Pennsylvania,2018.,162.,882.,358.,0.,2.,0.
211024,Clarks Summit University,2018.,18.,138.,85.,2.,1.,0.
212975,Commonwealth Technical Institute,2018.,55.,,,,,
210605,Community College of Allegheny County,2018.,"1,935.",,,,,
211079,Community College of Beaver County,2018.,318.,,,,,
215239,Community College of Philadelphia,2018.,"1,731.",,,,,
211893,Curtis Institute of Music,2018.,0.,26.,6.,0.,0.,0.
211909,Dean Institute of Technology,2018.,44.,,,,,
211927,Delaware County Community College,2018.,"1,207.",,,,,
211981,Delaware Valley University,2018.,7.,398.,75.,15.,0.,0.
210739,DeSales University,2018.,0.,495.,278.,0.,34.,0.
482608,DeVry University-Pennsylvania,2018.,14.,56.,36.,0.,0.,0.
212009,Dickinson College,2018.,0.,530.,0.,0.,0.,0.
212045,Douglas Education Center,2018.,114.,,,,,
212054,Drexel University,2018.,0.,"3,424.","2,280.",231.,465.,0.
212106,Duquesne University,2018.,0.,"1,364.",700.,100.,360.,0.
212133,Eastern University,2018.,86.,381.,360.,18.,8.,0.
212115,East Stroudsburg University of Pennsylvania,2018.,1.,"1,269.",254.,0.,5.,0.
212160,Edinboro University of Pennsylvania,2018.,121.,846.,468.,0.,0.,0.
212197,Elizabethtown College,2018.,0.,362.,55.,0.,0.,0.
480134,Elizabethtown College School of Continuing and Professional Studies,2018.,25.,108.,43.,0.,0.,0.
212434,Erie Institute of Technology Inc,2018.,47.,,,,,
212443,Evangelical Theological Seminary,2018.,0.,0.,27.,0.,0.,0.
216418,Fortis Institute-Erie,2018.,81.,,,,,
249609,Fortis Institute-Forty Fort,2018.,13.,,,,,
385503,Fortis Institute-Scranton,2018.,68.,,,,,
212577,Franklin and Marshall College,2018.,0.,555.,0.,0.,0.,0.
212601,Gannon University,2018.,24.,562.,480.,7.,49.,0.
456542,Geisinger Commonwealth School of Medicine,2018.,0.,0.,105.,0.,99.,0.
212656,Geneva College,2018.,9.,368.,61.,0.,0.,0.
212674,Gettysburg College,2018.,0.,604.,0.,0.,0.,0.
212771,Gratz College,2018.,0.,44.,72.,2.,0.,0.
213181,Great Lakes Institute of Technology,2018.,63.,,,,,
212805,Grove City College,2018.,0.,587.,0.,0.,0.,0.
212832,Gwynedd Mercy University,2018.,28.,551.,191.,37.,2.,0.
212869,Harcum College,2018.,422.,,,,,
212878,Harrisburg Area Community College,2018.,"1,960.",,,,,
446640,Harrisburg University of Science and Technology,2018.,0.,49.,700.,0.,0.,0.
212911,Haverford College,2018.,0.,318.,0.,0.,0.,0.
212984,Holy Family University,2018.,15.,472.,343.,0.,0.,0.
212993,Hussian College School of Art,2018.,0.,12.,0.,0.,0.,0.
213011,Immaculata University,2018.,6.,377.,173.,45.,29.,0.
213020,Indiana University of Pennsylvania-Main Campus,2018.,7.,"2,235.",653.,89.,11.,0.
461218,Institute of Medical Careers,2018.,34.,,,,,
448691,International Institute for Restorative Practices,2018.,0.,0.,19.,0.,0.,0.
419341,Jna Institute of Culinary Arts,2018.,17.,,,,,
213233,Johnson College,2018.,137.,,,,,
213251,Juniata College,2018.,0.,355.,8.,0.,0.,0.
213303,Keystone College,2018.,17.,234.,27.,0.,0.,0.
213321,King's College,2018.,0.,385.,111.,0.,0.,0.
213349,Kutztown University of Pennsylvania,2018.,0.,"1,524.",275.,0.,6.,0.
213376,Lackawanna College,2018.,342.,0.,0.,0.,0.,0.
213385,Lafayette College,2018.,0.,634.,0.,0.,0.,0.
407629,Lake Erie College of Osteopathic Medicine,2018.,0.,0.,160.,0.,954.,0.
213400,Lancaster Bible College,2018.,51.,243.,79.,10.,0.,0.
418533,Lancaster County Career and Technology Center,2018.,14.,,,,,
213446,Lancaster Theological Seminary,2018.,0.,0.,10.,0.,4.,0.
213473,Lansdale School of Business,2018.,42.,,,,,
213358,La Roche University,2018.,12.,305.,59.,0.,3.,0.
213367,La Salle University,2018.,52.,828.,576.,0.,43.,0.
250027,Laurel Business Institute,2018.,57.,,,,,
408729,Laurel Technical Institute,2018.,34.,,,,,
215992,Laurel Technical Institute,2018.,40.,,,,,
213507,Lebanon Valley College,2018.,0.,404.,63.,0.,34.,0.
213525,Lehigh Carbon Community College,2018.,802.,,,,,
213543,Lehigh University,2018.,0.,"1,308.",648.,113.,0.,0.
213570,Lincoln Technical Institute-Allentown,2018.,32.,,,,,
213589,Lincoln Technical Institute-Philadelphia,2018.,7.,,,,,
213598,Lincoln University,2018.,0.,260.,126.,0.,0.,0.
213613,Lock Haven University,2018.,64.,749.,161.,0.,0.,0.
213659,Luzerne County Community College,2018.,690.,,,,,
213668,Lycoming College,2018.,0.,263.,0.,0.,0.,0.
213774,Manor College,2018.,132.,0.,0.,0.,0.,0.
213783,Mansfield University of Pennsylvania,2018.,36.,457.,36.,0.,0.,0.
213826,Marywood University,2018.,0.,385.,442.,10.,10.,0.
213987,Mercyhurst University,2018.,0.,551.,168.,0.,0.,0.
480189,Mercyhurst University-North East Campus,2018.,224.,,,,,
213996,Messiah College,2018.,0.,645.,147.,0.,0.,0.
214041,Millersville University of Pennsylvania,2018.,82.,"1,368.",259.,0.,6.,0.
214069,Misericordia University,2018.,0.,558.,213.,0.,76.,0.
211130,Missio Theological Seminary,2018.,0.,0.,50.,0.,0.,10.
214111,Montgomery County Community College,2018.,"1,314.",,,,,
214148,Moore College of Art and Design,2018.,0.,81.,14.,0.,0.,0.
214157,Moravian College,2018.,0.,450.,99.,0.,0.,0.
214166,Mount Aloysius College,2018.,130.,205.,28.,0.,0.,0.
214175,Muhlenberg College,2018.,0.,578.,0.,0.,0.,0.
214272,Neumann University,2018.,2.,443.,167.,13.,27.,0.
214290,New Castle School of Trades,2018.,280.,,,,,
214379,Northampton County Area Community College,2018.,"1,204.",,,,,
214528,Orleans Technical College,2018.,9.,,,,,
214883,Peirce College,2018.,91.,162.,26.,0.,0.,0.
214892,Penn Commercial Business/Technical School,2018.,37.,,,,,
214944,Pennco Tech-Bristol,2018.,32.,,,,,
214971,Pennsylvania Academy of the Fine Arts,2018.,0.,24.,42.,0.,0.,0.
215053,Pennsylvania College of Art and Design,2018.,0.,44.,0.,0.,0.,0.
442356,Pennsylvania College of Health Sciences,2018.,250.,130.,37.,0.,0.,0.
366252,Pennsylvania College of Technology,2018.,806.,651.,0.,0.,0.,0.
414911,Pennsylvania Highlands Community College,2018.,246.,,,,,
261861,Pennsylvania Institute of Health and Technology,2018.,31.,,,,,
214582,Pennsylvania Institute of Technology,2018.,73.,,,,,
214661,Pennsylvania State System of Higher Education-Central Office,2018.,,,,,,
214616,Pennsylvania State University-College of Medicine,2018.,0.,0.,55.,37.,144.,0.
212018,Pennsylvania State University-Dickinson Law,2018.,0.,0.,1.,0.,62.,0.
214777,Pennsylvania State University-Main Campus,2018.,7.,"11,563.","1,360.",668.,124.,0.
214801,Pennsylvania State University-Penn State Abington,2018.,17.,673.,0.,0.,0.,0.
214689,Pennsylvania State University-Penn State Altoona,2018.,13.,313.,0.,0.,0.,0.
214698,Pennsylvania State University-Penn State Beaver,2018.,0.,92.,0.,0.,0.,0.
214704,Pennsylvania State University-Penn State Berks,2018.,39.,424.,0.,0.,0.,0.
214731,Pennsylvania State University-Penn State Brandywine,2018.,3.,160.,0.,0.,0.,0.
214740,Pennsylvania State University-Penn State DuBois,2018.,65.,36.,0.,0.,0.,0.
214591,Pennsylvania State University-Penn State Erie-Behrend College,2018.,28.,749.,70.,0.,0.,0.
214759,Pennsylvania State University-Penn State Fayette- Eberly,2018.,23.,109.,0.,0.,0.,0.
214786,Pennsylvania State University-Penn State Greater Allegheny,2018.,1.,72.,0.,0.,0.,0.
214607,Pennsylvania State University-Penn State Great Valley,2018.,0.,0.,157.,0.,0.,0.
214713,Pennsylvania State University-Penn State Harrisburg,2018.,4.,779.,226.,6.,0.,0.
214768,Pennsylvania State University-Penn State Hazleton,2018.,49.,56.,0.,0.,0.,0.
214670,Pennsylvania State University-Penn State Lehigh Valley,2018.,1.,106.,0.,0.,0.,0.
214795,Pennsylvania State University-Penn State Mont Alto,2018.,68.,73.,0.,0.,0.,0.
214625,Pennsylvania State University-Penn State New Kensington,2018.,30.,75.,0.,0.,0.,0.
214810,Pennsylvania State University-Penn State Schuylkill,2018.,30.,82.,0.,0.,0.,0.
214652,Pennsylvania State University-Penn State Scranton,2018.,2.,135.,0.,0.,0.,0.
214634,Pennsylvania State University-Penn State Shenango,2018.,44.,47.,0.,0.,0.,0.
214643,Pennsylvania State University-Penn State Wilkes-Barre,2018.,2.,76.,0.,0.,0.,0.
214829,Pennsylvania State University-Penn State York,2018.,13.,73.,1.,0.,0.,0.
479956,Pennsylvania State University-World Campus,2018.,202.,"1,396.","1,672.",0.,10.,0.
215123,Philadelphia College of Osteopathic Medicine,2018.,0.,0.,271.,0.,432.,94.
444811,PITC Institute,2018.,0.,,,,,
216782,Pittsburgh Career Institute,2018.,93.,,,,,
215381,Pittsburgh Institute of Aeronautics,2018.,86.,,,,,
215390,Pittsburgh Institute of Mortuary Science Inc,2018.,86.,,,,,
215415,Pittsburgh Technical College,2018.,584.,11.,0.,0.,0.,0.
215424,Pittsburgh Theological Seminary,2018.,0.,0.,29.,20.,0.,0.
213534,Platt College-Berks Technical Institute,2018.,290.,,,,,
456579,Platt College-McCann-Allentown,2018.,121.,,,,,
438221,Platt College-McCann-Lewisburg,2018.,86.,,,,,
215442,Point Park University,2018.,3.,669.,311.,14.,0.,0.
215585,Reading Area Community College,2018.,441.,,,,,
215619,Reconstructionist Rabbinical College,2018.,0.,0.,8.,0.,0.,0.
215628,Reformed Presbyterian Theological Seminary,2018.,0.,0.,24.,0.,2.,0.
215655,Robert Morris University,2018.,0.,978.,337.,28.,29.,0.
215682,Rosedale Technical College,2018.,178.,,,,,
215691,Rosemont College,2018.,0.,122.,132.,0.,0.,0.
216047,Saint Charles Borromeo Seminary-Overbrook,2018.,0.,15.,51.,0.,0.,0.
215743,Saint Francis University,2018.,5.,386.,300.,0.,26.,0.
215770,Saint Joseph's University,2018.,1.,"1,259.","1,157.",14.,0.,0.
215798,Saint Vincent College,2018.,0.,362.,59.,0.,4.,0.
215813,Saint Vincent Seminary,2018.,0.,0.,8.,0.,0.,0.
214564,Salus University,2018.,0.,0.,197.,4.,157.,54.
215947,Seton Hill University,2018.,0.,319.,123.,0.,0.,0.
216010,Shippensburg University of Pennsylvania,2018.,0.,"1,188.",364.,0.,2.,0.
216038,Slippery Rock University of Pennsylvania,2018.,0.,"1,764.",423.,6.,52.,0.
216083,South Hills School of Business & Technology,2018.,178.,,,,,
443784,Strayer University-Pennsylvania,2018.,55.,180.,119.,0.,0.,0.
216278,Susquehanna University,2018.,0.,471.,0.,0.,0.,0.
216287,Swarthmore College,2018.,0.,439.,0.,0.,0.,0.
216311,Talmudical Yeshiva of Philadelphia,2018.,0.,17.,0.,0.,0.,0.
216339,Temple University,2018.,0.,"6,252.","1,980.",217.,900.,0.
216296,Thaddeus Stevens College of Technology,2018.,358.,,,,,
216348,Theological Seminary of the Reformed Episcopal Church,2018.,0.,0.,5.,0.,0.,0.
215637,The Restaurant School at Walnut Hill College,2018.,100.,67.,0.,0.,0.,0.
215105,The University of the Arts,2018.,0.,325.,93.,0.,0.,0.
214023,The Workforce Institute's City College,2018.,8.,,,,,
216357,Thiel College,2018.,2.,152.,0.,0.,0.,0.
216366,Thomas Jefferson University,2018.,53.,"1,005.",910.,15.,387.,1.
448859,Triangle Tech Inc-Bethlehem,2018.,60.,,,,,
216454,Triangle Tech Inc-Dubois,2018.,82.,,,,,
216427,Triangle Tech Inc-Erie,2018.,69.,,,,,
216445,Triangle Tech Inc-Greensburg,2018.,97.,,,,,
216436,Triangle Tech Inc-Pittsburgh,2018.,90.,,,,,
443377,Triangle Tech Inc-Sunbury,2018.,50.,,,,,
216463,Trinity Episcopal School for Ministry,2018.,0.,0.,39.,0.,0.,4.
213631,United Lutheran Seminary,2018.,0.,0.,44.,0.,0.,0.
215062,University of Pennsylvania,2018.,0.,"2,808.","3,950.",549.,674.,0.
484783,University of Phoenix-Pennsylvania,2018.,0.,55.,3.,0.,0.,0.
215266,University of Pittsburgh-Bradford,2018.,42.,256.,0.,0.,0.,0.
215275,University of Pittsburgh-Greensburg,2018.,0.,232.,0.,0.,0.,0.
215284,University of Pittsburgh-Johnstown,2018.,21.,483.,0.,0.,0.,0.
215293,University of Pittsburgh-Pittsburgh Campus,2018.,33.,"4,668.","2,138.",419.,621.,0.
215309,University of Pittsburgh-Titusville,2018.,81.,,,,,
215929,University of Scranton,2018.,1.,901.,555.,0.,52.,0.
215132,University of the Sciences,2018.,0.,327.,121.,29.,285.,0.
216542,University of Valley Forge,2018.,5.,127.,28.,0.,0.,0.
216524,Ursinus College,2018.,0.,384.,0.,0.,0.,0.
216551,Valley Forge Military College,2018.,43.,,,,,
213914,Vet Tech Institute,2018.,193.,,,,,
216597,Villanova University,2018.,0.,"1,751.","1,200.",32.,168.,0.
216667,Washington & Jefferson College,2018.,0.,295.,3.,0.,0.,0.
216694,Waynesburg University,2018.,0.,270.,135.,1.,4.,0.
216764,West Chester University of Pennsylvania,2018.,0.,"3,290.",845.,20.,20.,0.
216807,Westminster College,2018.,0.,235.,13.,0.,0.,0.
216816,Westminster Theological Seminary,2018.,0.,0.,89.,7.,4.,0.
216825,Westmoreland County Community College,2018.,628.,,,,,
216852,Widener University,2018.,31.,728.,542.,60.,239.,0.
216931,Wilkes University,2018.,0.,570.,907.,9.,156.,0.
216940,Williamson College of the Trades,2018.,75.,,,,,
217013,Wilson College,2018.,2.,103.,109.,0.,0.,0.
442064,Won Institute of Graduate Studies,2018.,0.,0.,17.,0.,0.,0.
217040,Yeshivath Beth Moshe,2018.,0.,3.,0.,0.,0.,0.
217059,York College of Pennsylvania,2018.,9.,901.,49.,0.,4.,0.
375939,YTI Career Institute-Altoona,2018.,112.,,,,,
217077,YTI Career Institute-York,2018.,274.,,,,,
210571,Albright College,2017.,0.,563.,9.,0.,0.,0.
210669,Allegheny College,2017.,0.,465.,0.,0.,0.,0.
210599,All-State Career School,2017.,0.,,,,,
474997,All-State Career School-Health Sciences,2017.,8.,,,,,
210775,Alvernia University,2017.,15.,487.,155.,9.,0.,0.
210809,American College of Financial Services,2017.,0.,0.,51.,0.,0.,0.
211088,Arcadia University,2017.,0.,521.,345.,8.,128.,0.
211149,Bidwell Training Center Inc,2017.,17.,,,,,
211158,Bloomsburg University of Pennsylvania,2017.,0.,"1,838.",243.,0.,9.,0.
210492,Bryn Athyn College of the New Church,2017.,10.,63.,1.,0.,0.,0.
211273,Bryn Mawr College,2017.,0.,332.,79.,19.,0.,0.
211291,Bucknell University,2017.,0.,867.,21.,0.,0.,0.
211307,Bucks County Community College,2017.,873.,,,,,
211343,Butler County Community College,2017.,522.,,,,,
444103,Byzantine Catholic Seminary of Saints Cyril and Methodius,2017.,0.,0.,3.,0.,0.,0.
211352,Cabrini University,2017.,0.,274.,427.,0.,0.,0.
215114,Cairn University-Langhorne,2017.,0.,142.,75.,0.,0.,0.
211361,California University of Pennsylvania,2017.,63.,"1,378.","1,099.",0.,0.,0.
211431,Carlow University,2017.,0.,326.,276.,0.,27.,0.
211440,Carnegie Mellon University,2017.,0.,"1,351.","2,943.",288.,0.,0.
211468,Cedar Crest College,2017.,0.,292.,92.,0.,0.,0.
211477,Central Penn College,2017.,175.,218.,19.,0.,0.,0.
369668,Central Pennsylvania Institute of Science and Technology,2017.,0.,,,,,
211556,Chatham University,2017.,0.,188.,370.,0.,168.,0.
211583,Chestnut Hill College,2017.,0.,330.,130.,0.,16.,0.
211608,Cheyney University of Pennsylvania,2017.,0.,148.,16.,0.,0.,0.
211644,Clarion University of Pennsylvania,2017.,141.,873.,333.,0.,0.,7.
211024,Clarks Summit University,2017.,25.,154.,90.,5.,5.,0.
212975,Commonwealth Technical Institute,2017.,37.,,,,,
210605,Community College of Allegheny County,2017.,"1,857.",,,,,
211079,Community College of Beaver County,2017.,349.,,,,,
215239,Community College of Philadelphia,2017.,"1,796.",,,,,
211893,Curtis Institute of Music,2017.,0.,22.,2.,0.,0.,0.
211909,Dean Institute of Technology,2017.,47.,,,,,
211927,Delaware County Community College,2017.,"1,187.",,,,,
211981,Delaware Valley University,2017.,8.,385.,71.,0.,0.,0.
210739,DeSales University,2017.,0.,523.,269.,0.,12.,0.
482608,DeVry University-Pennsylvania,2017.,4.,86.,36.,0.,0.,0.
212009,Dickinson College,2017.,0.,530.,0.,0.,0.,0.
212045,Douglas Education Center,2017.,90.,,,,,
212054,Drexel University,2017.,2.,"3,735.","2,422.",226.,472.,0.
212106,Duquesne University,2017.,0.,"1,539.",711.,78.,377.,0.
212133,Eastern University,2017.,113.,447.,306.,15.,1.,0.
212115,East Stroudsburg University of Pennsylvania,2017.,1.,"1,271.",242.,0.,0.,2.
212160,Edinboro University of Pennsylvania,2017.,97.,902.,459.,0.,0.,0.
212197,Elizabethtown College,2017.,0.,399.,46.,0.,0.,0.
480134,Elizabethtown College School of Continuing and Professional Studies,2017.,28.,104.,49.,0.,0.,0.
212434,Erie Institute of Technology Inc,2017.,43.,,,,,
212443,Evangelical Theological Seminary,2017.,0.,0.,24.,0.,0.,0.
216418,Fortis Institute-Erie,2017.,75.,,,,,
249609,Fortis Institute-Forty Fort,2017.,14.,,,,,
385503,Fortis Institute-Scranton,2017.,81.,,,,,
212577,Franklin and Marshall College,2017.,0.,575.,0.,0.,0.,0.
212601,Gannon University,2017.,30.,537.,530.,8.,51.,0.
456542,Geisinger Commonwealth School of Medicine,2017.,0.,0.,69.,0.,87.,0.
212656,Geneva College,2017.,12.,361.,104.,0.,0.,0.
212674,Gettysburg College,2017.,0.,578.,0.,0.,0.,0.
212771,Gratz College,2017.,0.,25.,72.,2.,0.,0.
213181,Great Lakes Institute of Technology,2017.,58.,,,,,
212805,Grove City College,2017.,0.,607.,0.,0.,0.,0.
212832,Gwynedd Mercy University,2017.,99.,458.,195.,0.,23.,0.
212869,Harcum College,2017.,429.,,,,,
212878,Harrisburg Area Community College,2017.,"1,728.",,,,,
446640,Harrisburg University of Science and Technology,2017.,0.,41.,364.,0.,0.,0.
212911,Haverford College,2017.,0.,296.,0.,0.,0.,0.
212984,Holy Family University,2017.,14.,414.,176.,7.,0.,0.
212993,Hussian College School of Art,2017.,0.,13.,0.,0.,0.,0.
213011,Immaculata University,2017.,9.,427.,169.,67.,18.,0.
213020,Indiana University of Pennsylvania-Main Campus,2017.,3.,"2,270.",663.,109.,15.,0.
461218,Institute of Medical Careers,2017.,16.,,,,,
448691,International Institute for Restorative Practices,2017.,0.,0.,16.,0.,0.,0.
419341,Jna Institute of Culinary Arts,2017.,13.,,,,,
213233,Johnson College,2017.,144.,,,,,
213251,Juniata College,2017.,0.,338.,5.,0.,0.,0.
213303,Keystone College,2017.,31.,227.,39.,0.,0.,0.
213321,King's College,2017.,1.,393.,136.,0.,0.,0.
213349,Kutztown University of Pennsylvania,2017.,0.,"1,713.",214.,0.,0.,0.
213376,Lackawanna College,2017.,327.,0.,0.,0.,0.,0.
213385,Lafayette College,2017.,0.,606.,0.,0.,0.,0.
407629,Lake Erie College of Osteopathic Medicine,2017.,0.,0.,135.,0.,933.,0.
213400,Lancaster Bible College,2017.,29.,299.,85.,4.,0.,0.
418533,Lancaster County Career and Technology Center,2017.,3.,,,,,
213446,Lancaster Theological Seminary,2017.,0.,0.,21.,0.,5.,0.
213473,Lansdale School of Business,2017.,64.,,,,,
213358,La Roche University,2017.,18.,310.,50.,0.,5.,0.
213367,La Salle University,2017.,36.,763.,616.,0.,23.,0.
250027,Laurel Business Institute,2017.,45.,,,,,
408729,Laurel Technical Institute,2017.,29.,,,,,
215992,Laurel Technical Institute,2017.,31.,,,,,
213507,Lebanon Valley College,2017.,0.,394.,51.,0.,38.,0.
213525,Lehigh Carbon Community College,2017.,755.,,,,,
213543,Lehigh University,2017.,0.,"1,225.",589.,101.,0.,0.
213570,Lincoln Technical Institute-Allentown,2017.,45.,,,,,
213589,Lincoln Technical Institute-Philadelphia,2017.,9.,,,,,
213598,Lincoln University,2017.,0.,279.,126.,0.,0.,0.
213613,Lock Haven University,2017.,89.,884.,176.,0.,0.,0.
213659,Luzerne County Community College,2017.,751.,,,,,
213668,Lycoming College,2017.,0.,256.,0.,0.,0.,0.
213774,Manor College,2017.,115.,,,,,
213783,Mansfield University of Pennsylvania,2017.,33.,454.,43.,0.,0.,0.
213826,Marywood University,2017.,0.,445.,445.,15.,8.,0.
213987,Mercyhurst University,2017.,0.,526.,129.,0.,0.,0.
480189,Mercyhurst University-North East Campus,2017.,162.,,,,,
213996,Messiah College,2017.,0.,606.,151.,0.,0.,0.
214041,Millersville University of Pennsylvania,2017.,40.,"1,493.",277.,0.,0.,0.
214069,Misericordia University,2017.,0.,514.,218.,0.,55.,0.
211130,Missio Theological Seminary,2017.,0.,0.,48.,0.,0.,12.
214111,Montgomery County Community College,2017.,"1,364.",,,,,
214148,Moore College of Art and Design,2017.,0.,85.,21.,0.,0.,0.
214157,Moravian College,2017.,0.,421.,80.,0.,0.,0.
214166,Mount Aloysius College,2017.,184.,217.,27.,0.,0.,0.
214175,Muhlenberg College,2017.,1.,581.,0.,0.,0.,0.
214272,Neumann University,2017.,4.,536.,213.,13.,25.,0.
214290,New Castle School of Trades,2017.,214.,,,,,
214379,Northampton County Area Community College,2017.,"1,233.",,,,,
214528,Orleans Technical College,2017.,11.,,,,,
214883,Peirce College,2017.,99.,181.,17.,0.,0.,0.
214892,Penn Commercial Business/Technical School,2017.,51.,,,,,
214944,Pennco Tech-Bristol,2017.,27.,,,,,
214971,Pennsylvania Academy of the Fine Arts,2017.,0.,32.,38.,0.,0.,0.
215053,Pennsylvania College of Art and Design,2017.,0.,27.,0.,0.,0.,0.
442356,Pennsylvania College of Health Sciences,2017.,308.,115.,0.,0.,0.,0.
366252,Pennsylvania College of Technology,2017.,831.,607.,0.,0.,0.,0.
414911,Pennsylvania Highlands Community College,2017.,264.,,,,,
261861,Pennsylvania Institute of Health and Technology,2017.,40.,,,,,
214582,Pennsylvania Institute of Technology,2017.,78.,,,,,
214661,Pennsylvania State System of Higher Education-Central Office,2017.,,,,,,
214616,Pennsylvania State University-College of Medicine,2017.,0.,0.,62.,21.,135.,0.
212018,Pennsylvania State University-Dickinson Law,2017.,0.,0.,2.,0.,61.,0.
214777,Pennsylvania State University-Main Campus,2017.,6.,"11,174.","1,411.",695.,114.,0.
214801,Pennsylvania State University-Penn State Abington,2017.,19.,700.,0.,0.,0.,0.
214689,Pennsylvania State University-Penn State Altoona,2017.,21.,322.,0.,0.,0.,0.
214698,Pennsylvania State University-Penn State Beaver,2017.,0.,69.,0.,0.,0.,0.
214704,Pennsylvania State University-Penn State Berks,2017.,41.,374.,0.,0.,0.,0.
214731,Pennsylvania State University-Penn State Brandywine,2017.,5.,165.,0.,0.,0.,0.
214740,Pennsylvania State University-Penn State DuBois,2017.,70.,42.,0.,0.,0.,0.
214591,Pennsylvania State University-Penn State Erie-Behrend College,2017.,27.,731.,72.,0.,0.,0.
214759,Pennsylvania State University-Penn State Fayette- Eberly,2017.,25.,88.,0.,0.,0.,0.
214786,Pennsylvania State University-Penn State Greater Allegheny,2017.,0.,58.,0.,0.,0.,0.
214607,Pennsylvania State University-Penn State Great Valley,2017.,0.,0.,204.,0.,0.,0.
214713,Pennsylvania State University-Penn State Harrisburg,2017.,5.,751.,254.,14.,0.,0.
214768,Pennsylvania State University-Penn State Hazleton,2017.,54.,54.,0.,0.,0.,0.
