census_location_id,TRU,columnName,Value,StatisticalVariable,Year,Region
COI2011-00-000-00000-000000-0000-000000,Total,No_HH,249501663,Count_Household,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,No_HH,168612897,Count_Household_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,No_HH,80888766,Count_Household_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,No_HH,2119718,Count_Household,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,No_HH,1553433,Count_Household_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,No_HH,566285,Count_Household_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,TOT_P,1210854977,Count_Person,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,TOT_P,833748852,Count_Person_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,TOT_P,377106125,Count_Person_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,TOT_P,12541302,Count_Person,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,TOT_P,9108060,Count_Person_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,TOT_P,3433242,Count_Person_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,TOT_M,623270258,Count_Person_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,TOT_M,427781058,Count_Person_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,TOT_M,195489200,Count_Person_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,TOT_M,6640662,Count_Person_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,TOT_M,4774477,Count_Person_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,TOT_M,1866185,Count_Person_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,TOT_F,587584719,Count_Person_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,TOT_F,405967794,Count_Person_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,TOT_F,181616925,Count_Person_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,TOT_F,5900640,Count_Person_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,TOT_F,4333583,Count_Person_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,TOT_F,1567057,Count_Person_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,P_06,164515253,Count_Person_YearsUpto6,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,P_06,121322865,Count_Person_YearsUpto6_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,P_06,43192388,Count_Person_YearsUpto6_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,P_06,2018905,Count_Person_YearsUpto6,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,P_06,1593008,Count_Person_YearsUpto6_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,P_06,425897,Count_Person_YearsUpto6_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,M_06,85752254,Count_Person_YearsUpto6_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,M_06,63084449,Count_Person_YearsUpto6_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,M_06,22667805,Count_Person_YearsUpto6_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,M_06,1084355,Count_Person_YearsUpto6_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,M_06,854141,Count_Person_YearsUpto6_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,M_06,230214,Count_Person_YearsUpto6_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,F_06,78762999,Count_Person_YearsUpto6_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,F_06,58238416,Count_Person_YearsUpto6_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,F_06,20524583,Count_Person_YearsUpto6_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,F_06,934550,Count_Person_YearsUpto6_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,F_06,738867,Count_Person_YearsUpto6_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,F_06,195683,Count_Person_YearsUpto6_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,P_SC,201378372,Count_Person,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,P_SC,153850848,Count_Person_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,P_SC,47527524,Count_Person_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,P_SC,924991,Count_Person,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,P_SC,751026,Count_Person_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,P_SC,173965,Count_Person_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,M_SC,103535314,Count_Person_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,M_SC,79118287,Count_Person_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,M_SC,24417027,Count_Person_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,M_SC,486232,Count_Person_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,M_SC,392981,Count_Person_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,M_SC,93251,Count_Person_Urban_Male,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,F_SC,97843058,Count_Person_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,F_SC,74732561,Count_Person_Rural_Female,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,F_SC,23110497,Count_Person_Urban_Female,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,F_SC,438759,Count_Person_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,F_SC,358045,Count_Person_Rural_Female,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,F_SC,80714,Count_Person_Urban_Female,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,P_ST,104545716,Count_Person,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,P_ST,94083844,Count_Person_Rural,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,P_ST,10461872,Count_Person_Urban,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,P_ST,1493299,Count_Person,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,P_ST,1406833,Count_Person_Rural,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,P_ST,86466,Count_Person_Urban,2011,dcid:wikidataId/Q66278313
COI2011-00-000-00000-000000-0000-000000,Total,M_ST,52547215,Count_Person_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Rural,M_ST,47263733,Count_Person_Rural_Male,2011,dcid:country/IND
COI2011-00-000-00000-000000-0000-000000,Urban,M_ST,5283482,Count_Person_Urban_Male,2011,dcid:country/IND
COI2011-01-000-00000-000000-0000-000000,Total,M_ST,776257,Count_Person_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Rural,M_ST,730075,Count_Person_Rural_Male,2011,dcid:wikidataId/Q66278313
COI2011-01-000-00000-000000-0000-000000,Urban,M_ST,46182,Count_Person_Urban_Male,2011,dcid:wikidataId/Q66278313
