statvar,dcid
Count_Person_BLS_Employed_NAICS/JOLTS_000000,Count_Person_Employed_TotalNonfarm
Count_Person_Employed_PrivatelyOwnedEstablishmentEstablishment,
Count_Person_Employed_NAICSGoodsProducing,Count_Person_Employed_GoodsProducing
Count_Person_BLS_Employed_NAICS/JOLTS_110099,Count_Person_Employed_MiningAndLogging
Count_Person_BLS_Employed_NAICS/1133,Count_Person_Employed_Logging
Count_Person_Employed_NAICSMiningQuarryingOilGasExtraction,Count_Person_Employed_MiningQuarryingOilGasExtraction
Count_Person_BLS_Employed_NAICS/211,Count_Person_Employed_OilAndGasExtraction
Count_Person_BLS_Employed_NAICS/212,Count_Person_Employed_MiningExceptOilAndGas
Count_Person_BLS_Employed_NAICS/2121,Count_Person_Employed_CoalMining
Count_Person_BLS_Employed_NAICS/2122,Count_Person_Employed_MetalOreMining
Count_Person_BLS_Employed_NAICS/2123,Count_Person_Employed_NonmetallicMineralMiningAndQuarrying
Count_Person_BLS_Employed_NAICS/213,Count_Person_Employed_SupportActivitiesForMining
Count_Person_Employed_NAICSConstruction,Count_Person_Employed_Construction
Count_Person_BLS_Employed_NAICS/236,Count_Person_Employed_ConstructionOfBuildings
Count_Person_BLS_Employed_NAICS/23611,Count_Person_Employed_ResidentialBuildingConstruction
Count_Person_BLS_Employed_NAICS/2362,Count_Person_Employed_NonresidentialBuildingConstruction
Count_Person_BLS_Employed_NAICS/237,Count_Person_Employed_HeavyAndCivilEngineeringConstruction
Count_Person_BLS_Employed_NAICS/238,Count_Person_Employed_SpecialtyTradeContractors
Count_Person_BLS_Employed_NAICS/238_Resident,Count_Person_Employed_Resident_SpecialtyTradeContractors
Count_Person_BLS_Employed_NAICS/238_NonResident,Count_Person_Employed_NonResident_SpecialtyTradeContractors
Count_Person_Employed_NAICSManufacturing,Count_Person_Employed_Manufacturing
Count_Person_BLS_Employed_NAICS/JOLTS_320000,Count_Person_Employed_DurableGoodsManufacturing
Count_Person_BLS_Employed_NAICS/321,Count_Person_Employed_WoodProductManufacturing
Count_Person_BLS_Employed_NAICS/327,Count_Person_Employed_NonmetallicMineralProductManufacturing
Count_Person_BLS_Employed_NAICS/331,Count_Person_Employed_PrimaryMetalManufacturing
Count_Person_BLS_Employed_NAICS/332,Count_Person_Employed_FabricatedMetalProductManufacturing
Count_Person_BLS_Employed_NAICS/333,Count_Person_Employed_MachineryManufacturing
Count_Person_BLS_Employed_NAICS/334,Count_Person_Employed_ComputerAndElectronicProductManufacturing
Count_Person_BLS_Employed_NAICS/3341,Count_Person_Employed_ComputerAndPeripheralEquipmentMfg
Count_Person_BLS_Employed_NAICS/3342,Count_Person_Employed_CommunicationsEquipmentManufacturing
