,SV,time,geo,observation
0,Count_Person_Male_HazardousAlcoholConsumption_Cities_AsAFractionOf_Count_Person_Male_Cities,2014,BE,4.7
1,Count_Person_Total_HazardousAlcoholConsumption_Cities_AsAFractionOf_Count_Person_Total_Cities,2014,BE,4.2
2,Count_Person_Female_HazardousAlcoholConsumption_TownsAndSuburbs_AsAFractionOf_Count_Person_Female_TownsAndSuburbs,2014,BE,3.7
3,Count_Person_Male_HazardousAlcoholConsumption_TownsAndSuburbs_AsAFractionOf_Count_Person_Male_TownsAndSuburbs,2014,BE,3.8
4,Count_Person_Total_HazardousAlcoholConsumption_TownsAndSuburbs_AsAFractionOf_Count_Person_Total_TownsAndSuburbs,2014,BE,3.7
5,Count_Person_Female_HazardousAlcoholConsumption_RuralAreas_AsAFractionOf_Count_Person_Female_RuralAreas,2014,BE,3.5
6,Count_Person_Male_HazardousAlcoholConsumption_RuralAreas_AsAFractionOf_Count_Person_Male_RuralAreas,2014,BE,4.1
7,Count_Person_Total_HazardousAlcoholConsumption_RuralAreas_AsAFractionOf_Count_Person_Total_RuralAreas,2014,BE,3.8
8,Count_Person_Female_HazardousAlcoholConsumption_Total_AsAFractionOf_Count_Person_Female_Total,2014,BE,3.7
9,Count_Person_Male_HazardousAlcoholConsumption_Total_AsAFractionOf_Count_Person_Male_Total,2014,BE,4.3
10,Count_Person_Total_HazardousAlcoholConsumption_Total_AsAFractionOf_Count_Person_Total_Total,2014,BE,4.0
11,Count_Person_Male_HazardousAlcoholConsumption_Cities_AsAFractionOf_Count_Person_Male_Cities,2014,BG,2.1 
12,Count_Person_Total_HazardousAlcoholConsumption_Cities_AsAFractionOf_Count_Person_Total_Cities,2014,BG,1.6 
13,Count_Person_Female_HazardousAlcoholConsumption_TownsAndSuburbs_AsAFractionOf_Count_Person_Female_TownsAndSuburbs,2014,BG,0.3 
14,Count_Person_Male_HazardousAlcoholConsumption_TownsAndSuburbs_AsAFractionOf_Count_Person_Male_TownsAndSuburbs,2014,BG,1.9 
