,SV,geo,time,observation
0,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,AT,2019,6.7 
1,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,BE,2019,7.4 u
2,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,BG,2019,3.3 
3,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,CY,2019,4.1 
4,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,CZ,2019,2.8 
5,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,DE,2019,7.8 
6,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,DK,2019,2.1 
7,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,EE,2019,1.6 
8,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,EL,2019,9.4 
9,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,ES,2019,4.0 
10,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,FI,2019,1.0 
11,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,FR,2019,4.3 
12,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,HR,2019,10.3 
13,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,HU,2019,8.0 
14,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,IE,2019,4.8 
15,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,IS,2019,1.1 
16,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,IT,2019,2.5 
17,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,LT,2019,1.0 
18,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,LU,2019,4.7 
19,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,LV,2019,2.0 
20,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,MT,2019,7.5 
21,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,NL,2019,4.2 
22,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,NO,2019,1.6 
23,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,PL,2019,6.2 
24,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,PT,2019,1.3 
25,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,RO,2019,0.2 
26,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,RS,2019,13.9 u
27,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,SE,2019,1.6 
28,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,SI,2019,4.0 
29,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,SK,2019,3.9 
30,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,TR,2019,4.3 
31,Count_Person_FirstQuintile_Female_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Female,UK,2019,: 
32,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,AT,2019,15.5 
33,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,BE,2019,10.0 u
34,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,BG,2019,17.9 
35,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,CY,2019,19.5 
36,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,CZ,2019,10.5 
37,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,DE,2019,17.7 
38,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,DK,2019,6.1 
39,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,EE,2019,12.1 
40,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,EL,2019,21.7 
41,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,ES,2019,9.7 
42,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,FI,2019,6.3 
43,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,FR,2019,8.0 
44,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,HR,2019,18.5 
45,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,HU,2019,15.1 
46,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,IE,2019,9.2 
47,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,IS,2019,1.4 
48,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,IT,2019,9.3 
49,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,LT,2019,13.2 
50,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,LU,2019,8.4 
51,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,LV,2019,20.5 
52,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,MT,2019,13.5 
53,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,NL,2019,5.8 
54,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,NO,2019,4.0 
55,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,PL,2019,21.1 
56,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,PT,2019,7.0 
57,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,RO,2019,9.0 
58,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,RS,2019,23.0 u
59,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,SE,2019,4.2 
60,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,SI,2019,11.0 
61,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,SK,2019,8.7 
62,Count_Person_FirstQuintile_Male_Daily_Smokers_20OrMoreCigarettesPerDay_AsAFractionOf_Count_Person_FirstQuintile_Male,TR,2019,26.4 
