SV,geo,time,observation
Count_Person_Female_BingeDrinking_Percentile0To20_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Percentile0To20,BE,2019,2.9 
Count_Person_Female_BingeDrinking_Percentile0To20_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Percentile0To20,BG,2019,0.1 
Count_Person_Female_BingeDrinking_Percentile0To20_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Percentile0To20,CY,2019,0 
Count_Person_Female_BingeDrinking_Percentile0To20_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Percentile0To20,CZ,2019,1.1 
Count_Person_Female_BingeDrinking_Percentile0To20_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Percentile0To20,DE,2019,2.2 
Count_Person_Female_BingeDrinking_Percentile0To20_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Percentile0To20,DK,2019,5.6 
Count_Person_Female_BingeDrinking_Percentile0To20_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Percentile0To20,EE,2019,1.2 
Count_Person_Female_BingeDrinking_Percentile0To20_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Percentile0To20,EL,2019,0 
Count_Person_Female_BingeDrinking_Percentile0To20_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Percentile0To20,ES,2019,0.9 
Count_Person_Female_BingeDrinking_Percentile0To20_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Percentile0To20,FI,2019,: 
Count_Person_Female_BingeDrinking_Percentile0To20_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Percentile0To20,FR,2019,2.1 
Count_Person_Female_BingeDrinking_Percentile0To20_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Percentile0To20,HR,2019,0.8 
Count_Person_Female_BingeDrinking_Percentile0To20_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Percentile0To20,HU,2019,0.9 
Count_Person_Female_BingeDrinking_Percentile0To20_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Percentile0To20,IE,2019,3.5 
Count_Person_Female_BingeDrinking_Percentile0To20_AtLeastOnceAWeek_AsAFractionOf_Count_Person_Female_Percentile0To20,IS,2019,0.7 
