,SV,geo,time,observation
0,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,AT,2019,76.1 
1,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,BE,2019,76.7 
2,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,BG,2019,81.5 
3,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,CY,2019,83.7 
4,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,CZ,2019,77.7 
5,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,DE,2019,69.5 
6,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,DK,2019,75.5 
7,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,EE,2019,82.8 
8,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,EL,2019,70.8 
9,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,ES,2019,77.3 
10,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,FI,2019,85.0 
11,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,FR,2019,77.0 
12,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,HR,2019,81.3 
13,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,HU,2019,67.0 
14,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,IE,2019,80.3 
15,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,IS,2019,87.5 
16,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,IT,2019,81.8 
17,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,LT,2019,89.9 
18,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,LU,2019,79.3 
19,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,LV,2019,85.1 
20,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,MT,2019,74.9 
21,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,NL,2019,70.9 
22,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,NO,2019,81.8 
23,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,PL,2019,80.4 
24,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,PT,2019,88.8 
25,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,RO,2019,89.8 
26,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,RS,2019,67.3 
27,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,SE,2019,84.8 
28,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,SI,2019,79.8 
29,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,SK,2019,76.1 
30,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,TR,2019,86.2 
31,Count_Person_FirstQuintile_Female_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Female,UK,2019,: 
32,Count_Person_FirstQuintile_Male_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Male,AT,2019,62.3 
33,Count_Person_FirstQuintile_Male_Smoking_TobaccoProducts_NonSmoker_AsAFractionOf_Count_Person_FirstQuintile_Male,BE,2019,61.7 
