Country,Variable,Year,Value
Austria,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1990,5
Austria,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2000,
Austria,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2005,
Austria,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2010,
Austria,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2015,
Austria,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2016,
Austria,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,
Austria,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2018,
Austria,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,
Austria,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,
Austria,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2021,
Spain,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,93
Spain,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,98
Spain,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,96.52
Spain,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,96.52
Hungary,Total public sewerage (% of resident population connected to a wastewater collecting system),1970,28
Hungary,Total public sewerage (% of resident population connected to a wastewater collecting system),1980,40
Hungary,Total public sewerage (% of resident population connected to a wastewater collecting system),1990,42.9
Hungary,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,50.9
Hungary,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,64.8
Hungary,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,72.4
Hungary,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,78.56
Hungary,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,80.65
Hungary,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,81.371
Hungary,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,82.004
Hungary,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,82.576
Hungary,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,82.78
Hungary,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,99.996
Japan,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1970,16
Japan,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1980,30
Japan,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1990,42
Japan,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2000,54
Japan,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2005,55.2564
Japan,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,54.9
Japan,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,50.8
Japan,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,50.4
Japan,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,49.3
Japan,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,49.1
Japan,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,46.5
Japan,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,45.1
Japan,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2021,45.1
France,Public total treatment (connected to a wastewater treatment plant),1990,69
France,Public total treatment (connected to a wastewater treatment plant),2010,82
France,Public total treatment (connected to a wastewater treatment plant),2015,82
France,Public total treatment (connected to a wastewater treatment plant),2016,82
France,Public total treatment (connected to a wastewater treatment plant),2017,82
France,Public total treatment (connected to a wastewater treatment plant),2018,82
France,Public total treatment (connected to a wastewater treatment plant),2019,82
France,Public total treatment (connected to a wastewater treatment plant),2020,82
Latvia,Total connected to wastewater treatment,2000,65.93
Latvia,Total connected to wastewater treatment,2005,64.81
Latvia,Total connected to wastewater treatment,2010,65.44
Latvia,Total connected to wastewater treatment,2015,75.08
Latvia,Total connected to wastewater treatment,2016,73.34
Latvia,Total connected to wastewater treatment,2017,78.07
Latvia,Total connected to wastewater treatment,2018,76.16
Latvia,Total connected to wastewater treatment,2019,78.56
Latvia,Total connected to wastewater treatment,2020,77.47
Latvia,Total connected to wastewater treatment,2021,77.28
Costa Rica,Population connected to independent treatment,2016,76.5998
Costa Rica,Population connected to independent treatment,2017,74.5505
Costa Rica,Population connected to independent treatment,2018,75.3581
Costa Rica,Population connected to independent treatment,2019,76.5818
Costa Rica,Population connected to independent treatment,2020,76.6608
Costa Rica,Population connected to independent treatment,2021,74.3563
England and Wales,Public total treatment (connected to a wastewater treatment plant),2005,99.4
Portugal,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1990,9.4
Portugal,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2005,10.9
Portugal,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,6.97
Finland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1970,26
Finland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1980,4
Finland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1990,
Finland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2000,
Finland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2005,
Finland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2010,
Finland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2015,
Finland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2016,
Finland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2017,
Finland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2018,
Finland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2019,
Finland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2020,
Finland,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2021,
United States,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2000,4.5
Ireland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1980,11
Ireland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1990,21
Ireland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,40.73
Ireland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,40.24
Ireland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,37.91
Ireland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,37.94
Ireland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,37.54
Ireland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,35.86
Ireland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2021,32.38
New Zealand,Public total treatment (connected to a wastewater treatment plant),1990,80
New Zealand,Public total treatment (connected to a wastewater treatment plant),2000,80.8
New Zealand,Public total treatment (connected to a wastewater treatment plant),2005,81.3
New Zealand,Public total treatment (connected to a wastewater treatment plant),2010,81.8
New Zealand,Public total treatment (connected to a wastewater treatment plant),2015,84.1
New Zealand,Public total treatment (connected to a wastewater treatment plant),2016,84.1
Netherlands,Total connected to wastewater treatment,1990,98
Netherlands,Total connected to wastewater treatment,2000,100
Netherlands,Total connected to wastewater treatment,2005,100
Netherlands,Total connected to wastewater treatment,2010,100
Netherlands,Total connected to wastewater treatment,2015,100
Netherlands,Total connected to wastewater treatment,2016,100
Netherlands,Total connected to wastewater treatment,2017,100
Netherlands,Total connected to wastewater treatment,2018,100
Netherlands,Total connected to wastewater treatment,2019,100
Netherlands,Total connected to wastewater treatment,2020,100
Netherlands,Total connected to wastewater treatment,2021,100
Slovak Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1980,13.3
Slovak Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1990,7.6
Slovak Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2000,4.2
Slovak Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2005,1.9
Slovak Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2010,1.5
Slovak Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2015,0.7
Slovak Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2016,0.6
Slovak Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2017,0.5
Slovak Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2018,0.5
Slovak Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2019,0.4
Slovak Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2020,0.4
Slovak Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2021,0.4
Canada,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,0.1
Canada,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,
Canada,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,
Germany,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2005,
Germany,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2010,
Germany,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2015,0.015
Germany,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2016,0.015
Germany,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,0.0127
Germany,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2018,0.0105
Germany,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,0.0083
Switzerland,Population connected to independent treatment,2000,2.8
Switzerland,Population connected to independent treatment,2005,2.1
Switzerland,Population connected to independent treatment,2010,1.7
Israel,Public total treatment (connected to a wastewater treatment plant),1980,57.7
Israel,Public total treatment (connected to a wastewater treatment plant),1990,76.7
Israel,Public total treatment (connected to a wastewater treatment plant),2000,86.6
Israel,Public total treatment (connected to a wastewater treatment plant),2005,92.9
Israel,Public total treatment (connected to a wastewater treatment plant),2010,95.5
Israel,Public total treatment (connected to a wastewater treatment plant),2015,96.8
Israel,Public total treatment (connected to a wastewater treatment plant),2016,96.8
Israel,Public total treatment (connected to a wastewater treatment plant),2017,96.7
Israel,Public total treatment (connected to a wastewater treatment plant),2018,96.8
Israel,Public total treatment (connected to a wastewater treatment plant),2019,96.9
Israel,Public total treatment (connected to a wastewater treatment plant),2020,97
Israel,Public total treatment (connected to a wastewater treatment plant),2021,97
Portugal,Total public sewerage (% of resident population connected to a wastewater collecting system),1980,35.3
Portugal,Total public sewerage (% of resident population connected to a wastewater collecting system),1990,55.3
Portugal,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,74
Portugal,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,83
Portugal,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,84
Portugal,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,91.89
Portugal,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,85
Portugal,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,86
Portugal,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,85
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2000,1.4
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,10.9
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,16.3
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,26
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,33.51
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,41.99
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,43.51
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,43.64
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,43.85
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2021,32.86
Estonia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2000,
Estonia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2005,
Estonia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2010,2
Estonia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,
Estonia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,
Estonia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,
Estonia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,
Estonia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2019,
Estonia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2020,
Estonia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2021,
Greece,Population connected to independent treatment,2010,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2000,81
Sweden,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,81
Sweden,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,82
Sweden,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,83
Sweden,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,83
Sweden,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,83
Sweden,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,84
Sweden,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,84
Sweden,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,85
Korea,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2000,0.6
Korea,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2005,0.5
Korea,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2010,0.5
Korea,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,
Korea,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,
Korea,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,
Korea,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,
Korea,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2019,
Korea,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2020,
Korea,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2021,
Switzerland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1970,35
Switzerland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1980,32
Switzerland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1990,28
Switzerland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2000,22
Switzerland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2005,20
Switzerland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,20
Denmark,Total public sewerage (% of resident population connected to a wastewater collecting system),1970,88
Denmark,Total public sewerage (% of resident population connected to a wastewater collecting system),1990,86.1
Denmark,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,87.8
Denmark,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,90
Denmark,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,90.9
Denmark,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,91.2
Denmark,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,91.6
Denmark,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,91.6
Denmark,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,91.8
Denmark,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,92
Belgium,Public total treatment (connected to a wastewater treatment plant),1970,3.8
Belgium,Public total treatment (connected to a wastewater treatment plant),1980,22.9
Belgium,Public total treatment (connected to a wastewater treatment plant),2000,41.1
Belgium,Public total treatment (connected to a wastewater treatment plant),2005,54.4
Belgium,Public total treatment (connected to a wastewater treatment plant),2010,75
Belgium,Public total treatment (connected to a wastewater treatment plant),2015,81.935
Belgium,Public total treatment (connected to a wastewater treatment plant),2016,82.8389
Belgium,Public total treatment (connected to a wastewater treatment plant),2017,83.3278
Belgium,Public total treatment (connected to a wastewater treatment plant),2018,84.3394
Belgium,Public total treatment (connected to a wastewater treatment plant),2019,84.2521
Belgium,Public total treatment (connected to a wastewater treatment plant),2020,83.5783
Belgium,Public total treatment (connected to a wastewater treatment plant),2021,84.0247
France,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,13.2
France,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,14.2528
France,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,12.486
France,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,10.6856
France,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,11.0664
France,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,10.9589
France,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,11.0379
Latvia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2000,0.77
Latvia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,8.36
Latvia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,16.12
Latvia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,56.81
Latvia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,56.34
Latvia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,60.17
Latvia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,58.49
Latvia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,60.58
Latvia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,58.59
Latvia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2021,58.56
Brazil,Population connected to independent treatment,2005,21.33
Brazil,Population connected to independent treatment,2015,16.14
Brazil,Population connected to independent treatment,2016,14.16
Brazil,Population connected to independent treatment,2019,20.18
Japan,Public total treatment (connected to a wastewater treatment plant),1970,16
Japan,Public total treatment (connected to a wastewater treatment plant),1980,30
Japan,Public total treatment (connected to a wastewater treatment plant),1990,44
Japan,Public total treatment (connected to a wastewater treatment plant),2000,62
Japan,Public total treatment (connected to a wastewater treatment plant),2005,69.2564
Japan,Public total treatment (connected to a wastewater treatment plant),2010,75.1
Japan,Public total treatment (connected to a wastewater treatment plant),2015,77.8
Japan,Public total treatment (connected to a wastewater treatment plant),2016,78.3
Japan,Public total treatment (connected to a wastewater treatment plant),2017,78.8
Japan,Public total treatment (connected to a wastewater treatment plant),2018,79.3
Japan,Public total treatment (connected to a wastewater treatment plant),2019,79.7
Japan,Public total treatment (connected to a wastewater treatment plant),2020,80.1
Japan,Public total treatment (connected to a wastewater treatment plant),2021,80.6
Czech Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1980,20.5
Czech Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1990,20.9
Czech Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2000,8.4
Czech Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2005,3.7
Czech Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2010,5.3
Czech Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2015,3.5
Czech Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2016,3.4
Czech Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2017,3.2
Czech Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2018,3.1
Czech Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2019,2.8
Czech Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2020,2.7
Czech Republic,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2021,2.7
Iceland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1990,
United Kingdom,Public total treatment (connected to a wastewater treatment plant),2010,99.5
Chile,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,93.3
Chile,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,94.98
Chile,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,95.9
Chile,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,99.85
Chile,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,99.93
Chile,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,99.97
Chile,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,99.98
Chile,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,99.98
Chile,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,99.98
Chile,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,99.98
Norway,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1970,1
Norway,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1980,7
Norway,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1990,13
Norway,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2010,40.2111
Norway,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2015,39.3014
Norway,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2016,34.7593
Norway,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,31.4839
Norway,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2018,24.2709
Norway,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,25.2318
Norway,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,25.6405
Norway,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2021,25.9145
Netherlands,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1980,13.5
Netherlands,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1990,2
Netherlands,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2000,
Netherlands,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2005,
Netherlands,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2010,
Netherlands,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2015,
Netherlands,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2016,
Netherlands,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2017,
Netherlands,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2018,
Netherlands,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2019,
Netherlands,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2020,
Netherlands,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2021,
Canada,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2015,13.7
Canada,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2016,13.7
Canada,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,13.6
Mexico,Total public sewerage (% of resident population connected to a wastewater collecting system),1990,50.1
Mexico,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,59.2
Mexico,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,67.6
Mexico,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,70.57
Australia,Public total treatment (connected to a wastewater treatment plant),2010,92.79
Australia,Public total treatment (connected to a wastewater treatment plant),2015,92.38
Australia,Public total treatment (connected to a wastewater treatment plant),2016,92.48
Australia,Public total treatment (connected to a wastewater treatment plant),2017,92.69
Australia,Public total treatment (connected to a wastewater treatment plant),2018,92.64
Australia,Public total treatment (connected to a wastewater treatment plant),2019,92.8561
Australia,Public total treatment (connected to a wastewater treatment plant),2020,92.86
Australia,Public total treatment (connected to a wastewater treatment plant),2021,92.8561
France,Population connected to independent treatment,1990,11
France,Population connected to independent treatment,2010,18
France,Population connected to independent treatment,2015,18
France,Population connected to independent treatment,2016,18
France,Population connected to independent treatment,2017,18
France,Population connected to independent treatment,2018,18
France,Population connected to independent treatment,2019,18
France,Population connected to independent treatment,2020,18
Costa Rica,Public total treatment (connected to a wastewater treatment plant),2016,7.6433
Costa Rica,Public total treatment (connected to a wastewater treatment plant),2017,7.5984
Costa Rica,Public total treatment (connected to a wastewater treatment plant),2018,7.5344
Costa Rica,Public total treatment (connected to a wastewater treatment plant),2019,7.4238
Costa Rica,Public total treatment (connected to a wastewater treatment plant),2020,7.2375
Costa Rica,Public total treatment (connected to a wastewater treatment plant),2021,7.092
Hungary,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1970,
Hungary,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1980,
Hungary,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1990,
Hungary,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2000,
Hungary,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2005,
Hungary,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2010,
Hungary,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,
Hungary,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,
Hungary,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,-0.001
Hungary,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,-0.001
Hungary,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2019,
Hungary,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2020,-0.001
Hungary,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2021,13.608
Poland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2000,30.1
Poland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2005,20.8
Poland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,14.9
Poland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,13.7
Poland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,13.7
Poland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,14
Poland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,14
Poland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,14.13
Poland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,14.2588
Poland,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2021,14.3
Türkiye,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2000,
Türkiye,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2005,
Türkiye,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2010,
