observationAbout,observationDate,value,variableMeasured,unit,scalingFactor
country/NGA,1991,90.4,dcid:Count_Person_YearsUpto14_Male_Rural_AsAFractionOf_Count_Person_15To64Years_Male_Rural,Percent,100
country/NGA,1991,90.9,dcid:Count_Person_YearsUpto14_Male_Urban_AsAFractionOf_Count_Person_15To64Years_Male_Urban,Percent,100
country/NGA,1991,86.8,dcid:Count_Person_YearsUpto14_Male_AsAFractionOf_Count_Person_15To64Years_Male,Percent,100
country/NGA,1991,7.3,dcid:Count_Person_Years65Onwards_Male_Rural_AsAFractionOf_Count_Person_15To64Years_Male_Rural,Percent,100
country/NGA,1991,6.4,dcid:Count_Person_Years65Onwards_Male_AsAFractionOf_Count_Person_15To64Years_Male,Percent,100
country/NGA,1991,4.7,dcid:Count_Person_Years65Onwards_Male_Urban_AsAFractionOf_Count_Person_15To64Years_Male_Urban,Percent,100
country/NGA,1991,97.6,dcid:Count_Person_YearsUpto14OrYears65Onwards_Male_Rural_AsAFractionOf_Count_Person_15To64Years_Male_Rural,Percent,100
country/NGA,1991,88.6,dcid:Count_Person_YearsUpto14OrYears65Onwards_Male_Urban_AsAFractionOf_Count_Person_15To64Years_Male_Urban,Percent,100
country/NGA,1991,93.2,dcid:Count_Person_YearsUpto14OrYears65Onwards_Male_AsAFractionOf_Count_Person_15To64Years_Male,Percent,100
dcid:wikidataId/Q3787,1991,77.5,dcid:Count_Person_YearsUpto14_Male_Rural_AsAFractionOf_Count_Person_15To64Years_Male_Rural,Percent,100
dcid:wikidataId/Q3787,1991,56.2,dcid:Count_Person_YearsUpto14_Male_Urban_AsAFractionOf_Count_Person_15To64Years_Male_Urban,Percent,100
dcid:wikidataId/Q3787,1991,70.4,dcid:Count_Person_YearsUpto14_Male_AsAFractionOf_Count_Person_15To64Years_Male,Percent,100
dcid:wikidataId/Q3787,1991,5.5,dcid:Count_Person_Years65Onwards_Male_Rural_AsAFractionOf_Count_Person_15To64Years_Male_Rural,Percent,100
dcid:wikidataId/Q3787,1991,4.2,dcid:Count_Person_Years65Onwards_Male_AsAFractionOf_Count_Person_15To64Years_Male,Percent,100
dcid:wikidataId/Q3787,1991,1.2,dcid:Count_Person_Years65Onwards_Male_Urban_AsAFractionOf_Count_Person_15To64Years_Male_Urban,Percent,100
dcid:wikidataId/Q3787,1991,83,dcid:Count_Person_YearsUpto14OrYears65Onwards_Male_Rural_AsAFractionOf_Count_Person_15To64Years_Male_Rural,Percent,100
dcid:wikidataId/Q3787,1991,57.4,dcid:Count_Person_YearsUpto14OrYears65Onwards_Male_Urban_AsAFractionOf_Count_Person_15To64Years_Male_Urban,Percent,100
dcid:wikidataId/Q3787,1991,74.6,dcid:Count_Person_YearsUpto14OrYears65Onwards_Male_AsAFractionOf_Count_Person_15To64Years_Male,Percent,100
dcid:wikidataId/Q320852,1991,96.5,dcid:Count_Person_YearsUpto14_Male_Rural_AsAFractionOf_Count_Person_15To64Years_Male_Rural,Percent,100
dcid:wikidataId/Q320852,1991,77.6,dcid:Count_Person_YearsUpto14_Male_Urban_AsAFractionOf_Count_Person_15To64Years_Male_Urban,Percent,100
dcid:wikidataId/Q320852,1991,88.9,dcid:Count_Person_YearsUpto14_Male_AsAFractionOf_Count_Person_15To64Years_Male,Percent,100
dcid:wikidataId/Q320852,1991,10.3,dcid:Count_Person_Years65Onwards_Male_Rural_AsAFractionOf_Count_Person_15To64Years_Male_Rural,Percent,100
dcid:wikidataId/Q320852,1991,7.9,dcid:Count_Person_Years65Onwards_Male_AsAFractionOf_Count_Person_15To64Years_Male,Percent,100
dcid:wikidataId/Q320852,1991,4.2,dcid:Count_Person_Years65Onwards_Male_Urban_AsAFractionOf_Count_Person_15To64Years_Male_Urban,Percent,100
dcid:wikidataId/Q320852,1991,106.8,dcid:Count_Person_YearsUpto14OrYears65Onwards_Male_Rural_AsAFractionOf_Count_Person_15To64Years_Male_Rural,Percent,100
dcid:wikidataId/Q320852,1991,8.2,dcid:Count_Person_YearsUpto14OrYears65Onwards_Male_Urban_AsAFractionOf_Count_Person_15To64Years_Male_Urban,Percent,100
dcid:wikidataId/Q320852,1991,96.8,dcid:Count_Person_YearsUpto14OrYears65Onwards_Male_AsAFractionOf_Count_Person_15To64Years_Male,Percent,100
dcid:wikidataId/Q337514,1991,104.9,dcid:Count_Person_YearsUpto14_Male_Rural_AsAFractionOf_Count_Person_15To64Years_Male_Rural,Percent,100
dcid:wikidataId/Q337514,1991,84.8,dcid:Count_Person_YearsUpto14_Male_Urban_AsAFractionOf_Count_Person_15To64Years_Male_Urban,Percent,100
