observationDate,observationAbout,value,variableMeasured
2018,country/USA,2563243,dcid:Count_Student_AllStudents_InstitutionAll_AllInstitution_Adjusted
2018,country/USA,1403521,dcid:Count_Student_AllStudents_InstitutionAll_AllInstitution_Received
2018,country/USA,54.8,dcid:Percent_Student_AllStudents_InstitutionAll_AllInstitution_Graduation
2018,country/USA,1767489,dcid:Count_Student_AllStudents_InstitutionControlPublic_AllInstitution_Adjusted
2018,country/USA,890359,dcid:Count_Student_AllStudents_InstitutionControlPublic_AllInstitution_Received
2018,country/USA,50.4,dcid:Percent_Student_AllStudents_InstitutionControlPublic_AllInstitution_Graduation
2018,country/USA,520408,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_AllInstitution_Adjusted
2018,country/USA,351280,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_AllInstitution_Received
2018,country/USA,67.5,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_AllInstitution_Graduation
2018,country/USA,275346,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_AllInstitution_Adjusted
2018,country/USA,161882,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_AllInstitution_Received
2018,country/USA,58.8,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_AllInstitution_Graduation
2018,country/USA,1094890,dcid:Count_Student_PellGrant_InstitutionAll_AllInstitution_Adjusted
2018,country/USA,501135,dcid:Count_Student_PellGrant_InstitutionAll_AllInstitution_Received
2018,country/USA,45.8,dcid:Percent_Student_PellGrant_InstitutionAll_AllInstitution_Graduation
2018,country/USA,734338,dcid:Count_Student_PellGrant_InstitutionControlPublic_AllInstitution_Adjusted
2018,country/USA,298259,dcid:Count_Student_PellGrant_InstitutionControlPublic_AllInstitution_Received
2018,country/USA,40.6,dcid:Percent_Student_PellGrant_InstitutionControlPublic_AllInstitution_Graduation
2018,country/USA,167976,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_AllInstitution_Adjusted
2018,country/USA,92119,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_AllInstitution_Received
2018,country/USA,54.8,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_AllInstitution_Graduation
2018,country/USA,192576,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_AllInstitution_Adjusted
2018,country/USA,110757,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_AllInstitution_Received
2018,country/USA,57.5,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_AllInstitution_Graduation
2018,country/USA,348201,dcid:Count_Student_SubsidizedLoan_InstitutionAll_AllInstitution_Adjusted
2018,country/USA,219547,dcid:Count_Student_SubsidizedLoan_InstitutionAll_AllInstitution_Received
2018,country/USA,63.1,dcid:Percent_Student_SubsidizedLoan_InstitutionAll_AllInstitution_Graduation
2018,country/USA,201847,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_AllInstitution_Adjusted
2018,country/USA,118573,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_AllInstitution_Received
2018,country/USA,58.7,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_AllInstitution_Graduation
2018,country/USA,118704,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_AllInstitution_Adjusted
2018,country/USA,82349,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_AllInstitution_Received
2018,country/USA,69.4,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_AllInstitution_Graduation
2018,country/USA,27650,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_AllInstitution_Adjusted
2018,country/USA,18625,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_AllInstitution_Received
2018,country/USA,67.4,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_AllInstitution_Graduation
2018,country/USA,1120152,dcid:Count_Student_InstitutionAll_AllInstitution_Adjusted
2018,country/USA,682839,dcid:Count_Student_InstitutionAll_AllInstitution_Received
2018,country/USA,61,dcid:Percent_Student_InstitutionAll_AllInstitution_Graduation
2018,country/USA,831304,dcid:Count_Student_InstitutionControlPublic_AllInstitution_Adjusted
2018,country/USA,473527,dcid:Count_Student_InstitutionControlPublic_AllInstitution_Received
2018,country/USA,57,dcid:Percent_Student_InstitutionControlPublic_AllInstitution_Graduation
2018,country/USA,233728,dcid:Count_Student_InstitutionControlPrivateNonProfit_AllInstitution_Adjusted
2018,country/USA,176812,dcid:Count_Student_InstitutionControlPrivateNonProfit_AllInstitution_Received
2018,country/USA,75.6,dcid:Percent_Student_InstitutionControlPrivateNonProfit_AllInstitution_Graduation
2018,country/USA,55120,dcid:Count_Student_InstitutionControlPrivateForProfit_AllInstitution_Adjusted
2018,country/USA,32500,dcid:Count_Student_InstitutionControlPrivateForProfit_AllInstitution_Received
2018,country/USA,59,dcid:Percent_Student_InstitutionControlPrivateForProfit_AllInstitution_Graduation
2018,country/USA,1740223,dcid:Count_Student_AllStudents_InstitutionAll_FourYearInstitution_Adjusted
2018,country/USA,1060120,dcid:Count_Student_AllStudents_InstitutionAll_FourYearInstitution_Received
2018,country/USA,60.9,dcid:Percent_Student_AllStudents_InstitutionAll_FourYearInstitution_Graduation
2018,country/USA,1178261,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearInstitution_Adjusted
2018,country/USA,698550,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearInstitution_Received
2018,country/USA,59.3,dcid:Percent_Student_AllStudents_InstitutionControlPublic_FourYearInstitution_Graduation
2018,country/USA,500063,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2018,country/USA,338189,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2018,country/USA,67.6,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2018,country/USA,61899,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2018,country/USA,23381,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2018,country/USA,37.8,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2018,country/USA,625297,dcid:Count_Student_PellGrant_InstitutionAll_FourYearInstitution_Adjusted
2018,country/USA,305004,dcid:Count_Student_PellGrant_InstitutionAll_FourYearInstitution_Received
2018,country/USA,48.8,dcid:Percent_Student_PellGrant_InstitutionAll_FourYearInstitution_Graduation
2018,country/USA,431939,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearInstitution_Adjusted
2018,country/USA,207862,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearInstitution_Received
2018,country/USA,48.1,dcid:Percent_Student_PellGrant_InstitutionControlPublic_FourYearInstitution_Graduation
2018,country/USA,153554,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2018,country/USA,83125,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2018,country/USA,54.1,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2018,country/USA,39804,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2018,country/USA,14017,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2018,country/USA,35.2,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2018,country/USA,300071,dcid:Count_Student_SubsidizedLoan_InstitutionAll_FourYearInstitution_Adjusted
2018,country/USA,194938,dcid:Count_Student_SubsidizedLoan_InstitutionAll_FourYearInstitution_Received
2018,country/USA,65,dcid:Percent_Student_SubsidizedLoan_InstitutionAll_FourYearInstitution_Graduation
2018,country/USA,175985,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearInstitution_Adjusted
2018,country/USA,110047,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearInstitution_Received
2018,country/USA,62.5,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_FourYearInstitution_Graduation
2018,country/USA,117521,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2018,country/USA,81469,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2018,country/USA,69.3,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2018,country/USA,6565,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2018,country/USA,3422,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2018,country/USA,52.1,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2018,country/USA,814855,dcid:Count_Student_InstitutionAll_FourYearInstitution_Adjusted
2018,country/USA,560178,dcid:Count_Student_InstitutionAll_FourYearInstitution_Received
2018,country/USA,68.7,dcid:Percent_Student_InstitutionAll_FourYearInstitution_Graduation
2018,country/USA,570337,dcid:Count_Student_InstitutionControlPublic_FourYearInstitution_Adjusted
2018,country/USA,380641,dcid:Count_Student_InstitutionControlPublic_FourYearInstitution_Received
2018,country/USA,66.7,dcid:Percent_Student_InstitutionControlPublic_FourYearInstitution_Graduation
2018,country/USA,228988,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2018,country/USA,173595,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2018,country/USA,75.8,dcid:Percent_Student_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2018,country/USA,15530,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2018,country/USA,5942,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2018,country/USA,38.3,dcid:Percent_Student_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2018,country/USA,1508201,dcid:Count_Student_AllStudents_InstitutionAll_FourYearBachelorsCohort_Adjusted
2018,country/USA,979496,dcid:Count_Student_AllStudents_InstitutionAll_FourYearBachelorsCohort_Received
2018,country/USA,64.9,dcid:Percent_Student_AllStudents_InstitutionAll_FourYearBachelorsCohort_Graduation
2018,country/USA,1007071,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2018,country/USA,644473,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearBachelorsCohort_Received
2018,country/USA,64,dcid:Percent_Student_AllStudents_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
