Year,Place,StatVar,Quantity,Unit
2019,geoId/01,dcid:Count_Person_16To64Years,3102263.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_16To64Years,1693.0,
2019,geoId/01,dcid:Count_Person_WorkPerYear50To52Week,1692774.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_WorkPerYear50To52Week,7423.0,
2019,geoId/01,dcid:Count_Person_WorkPerYear48To49Week,37525.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_WorkPerYear48To49Week,1429.0,
2019,geoId/01,dcid:Count_Person_WorkPerYear40To47Week,98823.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_WorkPerYear40To47Week,2492.0,
2019,geoId/01,dcid:Count_Person_WorkPerYear27To39Week,113131.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_WorkPerYear27To39Week,2983.0,
2019,geoId/01,dcid:Count_Person_WorkPerYear14To26Week,104011.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_WorkPerYear14To26Week,2458.0,
2019,geoId/01,dcid:Count_Person_WorkPerYear1To13Week,144189.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_WorkPerYear1To13Week,3112.0,
2019,geoId/01,dcid:Count_Person_DidNotWork,911810.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_DidNotWork,8181.0,
2019,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour,1737548.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour,6704.0,
2019,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear50To52Week,1491652.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear50To52Week,6662.0,
2019,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear48To49Week,26877.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear48To49Week,1185.0,
2019,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear40To47Week,61681.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear40To47Week,1937.0,
2019,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear27To39Week,57944.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear27To39Week,1890.0,
2019,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear14To26Week,46302.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear14To26Week,1877.0,
2019,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear1To13Week,53092.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear1To13Week,1780.0,
2019,geoId/01,dcid:Count_Person_WorkPerWeek15To34Hour,367317.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour,4954.0,
2019,geoId/01,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear50To52Week,176810.0,
2019,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear50To52Week,3211.0,
