statvar,dcid
Count_Student_EducationalAttainmentCommunityEducation,Count_Student_CommunityEducation
Count_Student_EducationalAttainmentCommunityEducation,Count_Student_CommunityEducation
Count_Student_EducationalAttainmentCommunityEducation,Count_Student_CommunityEducation
Count_Student_EducationalAttainmentCommunityEducation,Count_Student_CommunityEducation
Count_Student_EducationalAttainmentCommunityEducation,Count_Student_CommunityEducation
Count_Student_EducationalAttainmentCommunityEducation_Male,Count_Student_CommunityEducation_Male
Count_Student_EducationalAttainmentCommunityEducation_Male,Count_Student_CommunityEducation_Male
Count_Student_EducationalAttainmentCommunityEducation_Male,Count_Student_CommunityEducation_Male
Count_Student_EducationalAttainmentCommunityEducation_Male,Count_Student_CommunityEducation_Male
Count_Student_EducationalAttainmentCommunityEducation_Male,Count_Student_CommunityEducation_Male
Count_Student_EducationalAttainmentCommunityEducation_Female,Count_Student_CommunityEducation_Female
Count_Student_EducationalAttainmentCommunityEducation_Female,Count_Student_CommunityEducation_Female
Count_Student_EducationalAttainmentCommunityEducation_Female,Count_Student_CommunityEducation_Female
Count_Student_EducationalAttainmentCommunityEducation_Female,Count_Student_CommunityEducation_Female
Count_Student_EducationalAttainmentCommunityEducation_Female,Count_Student_CommunityEducation_Female
Count_Teacher_EducationalAttainmentCommunityEducation,Count_Teacher_CommunityEducation
Count_Teacher_EducationalAttainmentCommunityEducation,Count_Teacher_CommunityEducation
Count_Teacher_EducationalAttainmentCommunityEducation,Count_Teacher_CommunityEducation
Count_Teacher_EducationalAttainmentCommunityEducation,Count_Teacher_CommunityEducation
Count_Teacher_EducationalAttainmentCommunityEducation,Count_Teacher_CommunityEducation
Count_Teacher_EducationalAttainmentCommunityEducation_Male,Count_Teacher_CommunityEducation_Male
Count_Teacher_EducationalAttainmentCommunityEducation_Male,Count_Teacher_CommunityEducation_Male
Count_Teacher_EducationalAttainmentCommunityEducation_Male,Count_Teacher_CommunityEducation_Male
Count_Teacher_EducationalAttainmentCommunityEducation_Male,Count_Teacher_CommunityEducation_Male
Count_Teacher_EducationalAttainmentCommunityEducation_Male,Count_Teacher_CommunityEducation_Male
Count_Teacher_EducationalAttainmentCommunityEducation_Female,Count_Teacher_CommunityEducation_Female
Count_Teacher_EducationalAttainmentCommunityEducation_Female,Count_Teacher_CommunityEducation_Female
Count_Teacher_EducationalAttainmentCommunityEducation_Female,Count_Teacher_CommunityEducation_Female
Count_Teacher_EducationalAttainmentCommunityEducation_Female,Count_Teacher_CommunityEducation_Female
Count_Teacher_EducationalAttainmentCommunityEducation_Female,Count_Teacher_CommunityEducation_Female
Count_Student_EducationalAttainmentSpecialEducation,Count_Student_SpecialEducation
Count_Student_EducationalAttainmentSpecialEducation,Count_Student_SpecialEducation
Count_Student_EducationalAttainmentSpecialEducation,Count_Student_SpecialEducation
Count_Student_EducationalAttainmentSpecialEducation,Count_Student_SpecialEducation
Count_Student_EducationalAttainmentSpecialEducation,Count_Student_SpecialEducation
Count_Student_EducationalAttainmentSpecialEducation_Male,Count_Student_SpecialEducation_Male
Count_Student_EducationalAttainmentSpecialEducation_Male,Count_Student_SpecialEducation_Male
Count_Student_EducationalAttainmentSpecialEducation_Male,Count_Student_SpecialEducation_Male
Count_Student_EducationalAttainmentSpecialEducation_Male,Count_Student_SpecialEducation_Male
Count_Student_EducationalAttainmentSpecialEducation_Male,Count_Student_SpecialEducation_Male
Count_Student_EducationalAttainmentSpecialEducation_Female,Count_Student_SpecialEducation_Female
Count_Student_EducationalAttainmentSpecialEducation_Female,Count_Student_SpecialEducation_Female
Count_Student_EducationalAttainmentSpecialEducation_Female,Count_Student_SpecialEducation_Female
Count_Student_EducationalAttainmentSpecialEducation_Female,Count_Student_SpecialEducation_Female
Count_Student_EducationalAttainmentSpecialEducation_Female,Count_Student_SpecialEducation_Female
Count_Teacher_EducationalAttainmentSpecialEducation,Count_Teacher_SpecialEducation
Count_Teacher_EducationalAttainmentSpecialEducation,Count_Teacher_SpecialEducation
Count_Teacher_EducationalAttainmentSpecialEducation,Count_Teacher_SpecialEducation
Count_Teacher_EducationalAttainmentSpecialEducation,Count_Teacher_SpecialEducation
Count_Teacher_EducationalAttainmentSpecialEducation,Count_Teacher_SpecialEducation
Count_Teacher_EducationalAttainmentSpecialEducation_Male,Count_Teacher_SpecialEducation_Male
Count_Teacher_EducationalAttainmentSpecialEducation_Male,Count_Teacher_SpecialEducation_Male
Count_Teacher_EducationalAttainmentSpecialEducation_Male,Count_Teacher_SpecialEducation_Male
Count_Teacher_EducationalAttainmentSpecialEducation_Male,Count_Teacher_SpecialEducation_Male
Count_Teacher_EducationalAttainmentSpecialEducation_Male,Count_Teacher_SpecialEducation_Male
Count_Teacher_EducationalAttainmentSpecialEducation_Female,Count_Teacher_SpecialEducation_Female
Count_Teacher_EducationalAttainmentSpecialEducation_Female,Count_Teacher_SpecialEducation_Female
Count_Teacher_EducationalAttainmentSpecialEducation_Female,Count_Teacher_SpecialEducation_Female
Count_Teacher_EducationalAttainmentSpecialEducation_Female,Count_Teacher_SpecialEducation_Female
Count_Teacher_EducationalAttainmentSpecialEducation_Female,Count_Teacher_SpecialEducation_Female
