statvar,dcid
Count_Person_EducationalAttainmentReadAndWrite_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentReadAndWrite,Count_Person_ReadAndWrite_Unemployed_AsAFractionOf_Count_Person_ReadAndWrite
Count_Person_EducationalAttainmentReadAndWrite_Unemployed_Male_AsAFractionOf_Count_Person_EducationalAttainmentReadAndWrite_Male,Count_Person_ReadAndWrite_Unemployed_Male_AsAFractionOf_Count_Person_ReadAndWrite_Male
Count_Person_EducationalAttainmentReadAndWrite_Unemployed_Female_AsAFractionOf_Count_Person_EducationalAttainmentReadAndWrite_Female,Count_Person_ReadAndWrite_Unemployed_Female_AsAFractionOf_Count_Person_ReadAndWrite_Female
Count_Person_EducationalAttainmentLessThanIntermediate_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentLessThanIntermediate,Count_Person_LessThanIntermediate_Unemployed_AsAFractionOf_Count_Person_LessThanIntermediate
Count_Person_EducationalAttainmentLessThanIntermediate_Unemployed_Male_AsAFractionOf_Count_Person_EducationalAttainmentLessThanIntermediate_Male,Count_Person_LessThanIntermediate_Unemployed_Male_AsAFractionOf_Count_Person_LessThanIntermediate_Male
Count_Person_EducationalAttainmentLessThanIntermediate_Unemployed_Female_AsAFractionOf_Count_Person_EducationalAttainmentLessThanIntermediate_Female,Count_Person_LessThanIntermediate_Unemployed_Female_AsAFractionOf_Count_Person_LessThanIntermediate_Female
Count_Person_EducationalAttainmentGeneralOrAzhariSecondaryEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentGeneralOrAzhariSecondaryEducation,Count_Person_GeneralOrAzhariSecondaryEducation_Unemployed_AsAFractionOf_Count_Person_GeneralOrAzhariSecondaryEducation
Count_Person_EducationalAttainmentGeneralOrAzhariSecondaryEducation_Unemployed_Male_AsAFractionOf_Count_Person_EducationalAttainmentGeneralOrAzhariSecondaryEducation_Male,Count_Person_GeneralOrAzhariSecondaryEducation_Unemployed_Male_AsAFractionOf_Count_Person_GeneralOrAzhariSecondaryEducation_Male
Count_Person_EducationalAttainmentGeneralOrAzhariSecondaryEducation_Unemployed_Female_AsAFractionOf_Count_Person_EducationalAttainmentGeneralOrAzhariSecondaryEducation_Female,Count_Person_GeneralOrAzhariSecondaryEducation_Unemployed_Female_AsAFractionOf_Count_Person_GeneralOrAzhariSecondaryEducation_Female
Count_Person_EducationalAttainmentTechnicalSecondaryEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentTechnicalSecondaryEducation,Count_Person_TechnicalSecondaryEducation_Unemployed_AsAFractionOf_Count_Person_TechnicalSecondaryEducation
Count_Person_EducationalAttainmentTechnicalSecondaryEducation_Unemployed_Male_AsAFractionOf_Count_Person_EducationalAttainmentTechnicalSecondaryEducation_Male,Count_Person_TechnicalSecondaryEducation_Unemployed_Male_AsAFractionOf_Count_Person_TechnicalSecondaryEducation_Male
Count_Person_EducationalAttainmentTechnicalSecondaryEducation_Unemployed_Female_AsAFractionOf_Count_Person_EducationalAttainmentTechnicalSecondaryEducation_Female,Count_Person_TechnicalSecondaryEducation_Unemployed_Female_AsAFractionOf_Count_Person_TechnicalSecondaryEducation_Female
Count_Person_EducationalAttainmentAboveIntermediateEducation_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentAboveIntermediateEducation,Count_Person_AboveIntermediateEducation_Unemployed_AsAFractionOf_Count_Person_AboveIntermediateEducation
Count_Person_EducationalAttainmentAboveIntermediateEducation_Unemployed_Male_AsAFractionOf_Count_Person_EducationalAttainmentAboveIntermediateEducation_Male,Count_Person_AboveIntermediateEducation_Unemployed_Male_AsAFractionOf_Count_Person_AboveIntermediateEducation_Male
Count_Person_EducationalAttainmentAboveIntermediateEducation_Unemployed_Female_AsAFractionOf_Count_Person_EducationalAttainmentAboveIntermediateEducation_Female,Count_Person_AboveIntermediateEducation_Unemployed_Female_AsAFractionOf_Count_Person_AboveIntermediateEducation_Female
Count_Person_EducationalAttainmentUniversityOrHigher_Unemployed_AsAFractionOf_Count_Person_EducationalAttainmentUniversityOrHigher,Count_Person_UniversityOrHigher_Unemployed_AsAFractionOf_Count_Person_UniversityOrHigher
Count_Person_EducationalAttainmentUniversityOrHigher_Unemployed_Male_AsAFractionOf_Count_Person_EducationalAttainmentUniversityOrHigher_Male,Count_Person_UniversityOrHigher_Unemployed_Male_AsAFractionOf_Count_Person_UniversityOrHigher_Male
Count_Person_EducationalAttainmentUniversityOrHigher_Unemployed_Female_AsAFractionOf_Count_Person_EducationalAttainmentUniversityOrHigher_Female,Count_Person_UniversityOrHigher_Unemployed_Female_AsAFractionOf_Count_Person_UniversityOrHigher_Female
Count_Person_Unemployed_Male_Illiterate_AsAFractionOf_Count_Person_Male_Illiterate,Count_Person_Unemployed_Male_Illiterate_AsAFractionOf_Count_Person_Illiterate_Male
Count_Person_Unemployed_Female_Illiterate_AsAFractionOf_Count_Person_Female_Illiterate,Count_Person_Unemployed_Female_Illiterate_AsAFractionOf_Count_Person_Illiterate_Female
