statvar,dcid
AgeAdjusted_Count_MortalityEvent_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_AmericanIndianOrAlaskaNative_AsAFractionOf_AgeAdjusted_Count_Person_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_AmericanIndianOrAlaskaNative,AgeAdjusted_MortalityRate_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_AmericanIndianOrAlaskaNative
AgeAdjusted_ConfidenceIntervalLowerLimit_MortalityEvent_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_AmericanIndianOrAlaskaNative_AsAFractionOf_AgeAdjusted_ConfidenceIntervalLowerLimit_Person_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_AmericanIndianOrAlaskaNative,AgeAdjusted_ConfidenceIntervalLowerLimit_MortalityRate_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_AmericanIndianOrAlaskaNative
AgeAdjusted_ConfidenceIntervalUpperLimit_MortalityEvent_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_AmericanIndianOrAlaskaNative_AsAFractionOf_AgeAdjusted_ConfidenceIntervalUpperLimit_Person_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_AmericanIndianOrAlaskaNative,AgeAdjusted_ConfidenceIntervalUpperLimit_MortalityRate_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_AmericanIndianOrAlaskaNative
ConfidenceIntervalLowerLimit_MortalityEvent_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_AmericanIndianOrAlaskaNative_AsAFractionOf_ConfidenceIntervalLowerLimit_Person_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_White,ConfidenceIntervalLowerLimit_MortalityRateRatio_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_AmericanIndianOrAlaskaNative_To_WhiteAlone
ConfidenceIntervalUpperLimit_MortalityEvent_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_AmericanIndianOrAlaskaNative_AsAFractionOf_ConfidenceIntervalUpperLimit_Person_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_White,ConfidenceIntervalUpperLimit_MortalityRateRatio_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_AmericanIndianOrAlaskaNative_To_WhiteAlone
Annual_Mean_Count_MortalityEvent_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_AmericanIndianOrAlaskaNative_AsAFractionOf_Annual_Mean_Count_Person_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_AmericanIndianOrAlaskaNative,Annual_Mean_MortalityRate_75To84Years_DiabetesMellitus_NotHispanicOrLatino_Female_Urban_AmericanIndianOrAlaskaNative
AgeAdjusted_Count_MortalityEvent_40To64Years_HomicideAndLegalIntervention_NotHispanicOrLatino_Male_Rural_AmericanIndianOrAlaskaNative_AsAFractionOf_AgeAdjusted_Count_Person_40To64Years_HomicideAndLegalIntervention_NotHispanicOrLatino_Male_Rural_AmericanIndianOrAlaskaNative,AgeAdjusted_MortalityRate_40To64Years_HomicideAndLegalIntervention_NotHispanicOrLatino_Male_Rural_AmericanIndianOrAlaskaNative
AgeAdjusted_ConfidenceIntervalLowerLimit_MortalityEvent_40To64Years_HomicideAndLegalIntervention_NotHispanicOrLatino_Male_Rural_AmericanIndianOrAlaskaNative_AsAFractionOf_AgeAdjusted_ConfidenceIntervalLowerLimit_Person_40To64Years_HomicideAndLegalIntervention_NotHispanicOrLatino_Male_Rural_AmericanIndianOrAlaskaNative,AgeAdjusted_ConfidenceIntervalLowerLimit_MortalityRate_40To64Years_HomicideAndLegalIntervention_NotHispanicOrLatino_Male_Rural_AmericanIndianOrAlaskaNative
AgeAdjusted_ConfidenceIntervalUpperLimit_MortalityEvent_40To64Years_HomicideAndLegalIntervention_NotHispanicOrLatino_Male_Rural_AmericanIndianOrAlaskaNative_AsAFractionOf_AgeAdjusted_ConfidenceIntervalUpperLimit_Person_40To64Years_HomicideAndLegalIntervention_NotHispanicOrLatino_Male_Rural_AmericanIndianOrAlaskaNative,AgeAdjusted_ConfidenceIntervalUpperLimit_MortalityRate_40To64Years_HomicideAndLegalIntervention_NotHispanicOrLatino_Male_Rural_AmericanIndianOrAlaskaNative
Annual_Mean_Count_MortalityEvent_40To64Years_HomicideAndLegalIntervention_NotHispanicOrLatino_Male_Rural_AmericanIndianOrAlaskaNative_AsAFractionOf_Annual_Mean_Count_Person_40To64Years_HomicideAndLegalIntervention_NotHispanicOrLatino_Male_Rural_AmericanIndianOrAlaskaNative,Annual_Mean_MortalityRate_40To64Years_HomicideAndLegalIntervention_NotHispanicOrLatino_Male_Rural_AmericanIndianOrAlaskaNative
