Disease Code:10100,medicalCondition,AcuteCondition__HepatitisB,,,,
Disease Code:10104,medicalCondition,PerinatalInfection__HepatitisB,,,,
Disease Code:10101,medicalCondition,AcuteCondition__HepatitisC,,,,
Disease Code:50228,medicalCondition,AcuteCondition__HepatitisC,medicalStatus,ConfirmedCase,,
Disease Code:50229,medicalCondition,AcuteCondition__HepatitisC,medicalStatus,ProbableCase,,
Disease Code:50248,medicalCondition,PerinatalInfection__HepatitisC,,,,
Disease Code:10560,medicalCondition,HIV_AIDS,,,,
Disease Code:11061,medicalCondition,Influenza,medicalStatus,PediatricMortality,,
Disease Code:11723,medicalCondition,StreptococcusPneumonia,,,,
Disease Code:50230,medicalCondition,StreptococcusPneumonia,medicalStatus,ConfirmedCase,,
Disease Code:50231,medicalCondition,StreptococcusPneumonia,medicalStatus,ProbableCase
Disease Code:10490,medicalCondition,LegionnairesDisease,,,,
Disease Code:10390,medicalCondition,Leptospirosis,,,,
Disease Code:10640,medicalCondition,Listeriosis,,,,
Disease Code:10641,medicalCondition,Listeriosis,medicalStatus,ConfirmedCase,,
Disease Code:10642,medicalCondition,Listeriosis,medicalStatus,ProbableCase,,
Disease Code:11080,medicalCondition,LymeDisease,,,,
Disease Code:11081,medicalCondition,LymeDisease,medicalStatus,ConfirmedCase,,
Disease Code:11082,medicalCondition,LymeDisease,medicalStatus,ProbableCase,,
Disease Code:10130,medicalCondition,Malaria,,,,
Disease Code:10140,medicalCondition,Measles,,,,
Disease Code:10500,medicalCondition,Measles,medicalStatus,IndigenousCase,,
Disease Code:10510,medicalCondition,Measles,medicalStatus,ImportedCase,,
Disease Code:10150,medicalCondition,MeningococcalMeningitis,,,
Disease Code:10151,medicalCondition,MeningococcalMeningitis,serogroup,ACWYSerogroup,,
Disease Code:10152,medicalCondition,MeningococcalMeningitis,serogroup,SerogroupB,,
Disease Code:10153,medicalCondition,MeningococcalMeningitis,serogroup,OtherSerogroups,,
Disease Code:10154,medicalCondition,MeningococcalMeningitis,serogroup,UnknownSerogroups,,
Disease Code:10180,medicalCondition,Mumps,,,,
Disease Code:11062,medicalCondition,NovelInfluenzaAViralInfection,,,,
Disease Code:50236,medicalCondition,Paratyphoid,,,,
Disease Code:10190,medicalCondition,Pertussis,,,,
Disease Code:10440,medicalCondition,Plague,,,,
Disease Code:10410,medicalCondition,ParalyticPoliomyelitis,,,,
Disease Code:10405,medicalCondition,NonparalyticPoliomyelitis,,,,
Disease Code:10450,medicalCondition,Psittacosis,,,,
Disease Code:10259,medicalCondition,QFever,,,,
Disease Code:10257,medicalCondition,AcuteCondition__QFever,,,,
Disease Code:10258,medicalCondition,ChronicCondition__QFever,,,,
Disease Code:10460,medicalCondition,Rabiesinhuman,,,,
Disease Code:10200,medicalCondition,Rubella,,,,
Disease Code:10370,medicalCondition,CongenitalDisease__Rubella,,,,
Disease Code:50266,#ignore,unsupported medical condition,,,,
Disease Code:50265,medicalCondition,SalmonellosisExceptTyphiAndParatyphi,,,,
Disease Code:11563,medicalCondition,ShigaToxinEColi,,,,
Disease Code:11010,medicalCondition,Shigellosis,,,,
Disease Code:11800,medicalCondition,Smallpox,,,,
Disease Code:10250,medicalCondition,SpottedFeverRickettsiosis,,,,
Disease Code:10253,medicalCondition,SpottedFeverRickettsiosis,medicalStatus,ConfirmedCase,,
Disease Code:10254,medicalCondition,SpottedFeverRickettsiosis,medicalStatus,ProbableCase,,
Disease Code:11700,medicalCondition,StreptococcalToxicShockSyndrome,,,,
Disease Code:10399,medicalCondition,Syphilis,,,,
Disease Code:10316,medicalCondition,CongenitalSyphilis,,,,
Disease Code:10310,medicalCondition,SyphilisPrimaryAndSecondary,,,,
Disease Code:10210,medicalCondition,Tetanus,,,,
Disease Code:10520,medicalCondition,ToxicShockSyndromExceptStreptococcal,,,,
Disease Code:10270,medicalCondition,Trichinellosis,,,,
Disease Code:10220,medicalCondition,Tuberculosis,,,,
Disease Code:10230,medicalCondition,Tularemia,,,,
Disease Code:10240,medicalCondition,TyphoidFever,,,,
Disease Code:11663,medicalCondition,VancomycinIntermediateStaphylococcusAureus,,,,
Disease Code:11665,medicalCondition,VancomycinResistantStaphylococcusAureus,,,,
Disease Code:10030,medicalCondition,Chickenpox,,,,
Disease Code:10031,medicalCondition,Chickenpox,medicalStatus,PatientDeceased,
Disease Code:11545,medicalCondition,VibriosisExcludingCholera,,,,
Disease Code:50234,medicalCondition,VibriosisExcludingCholera,medicalStatus,ConfirmedCase,,
Disease Code:50235,medicalCondition,VibriosisExcludingCholera,medicalStatus,ProbableCase,,
Disease Code:11648,medicalCondition,GuanaritoHemorrhagicFever,,,,
Disease Code:11638,medicalCondition,JuninHemorrhagicFever,,,,
Disease Code:11632,medicalCondition,LassaHemorrhagicFever,,,,
Disease Code:10660,medicalCondition,YellowFever,,,,
Disease Code:50224,medicalCondition,ZikaVirusDisease__CongenitalDisease,,,,
Disease Code:50223,medicalCondition,ZikaVirusDisease__NonCongenitalDisease,,,,
Disease Code:50222,medicalCondition,ZikaVirusInfection__CongenitalDisease,,,,
Disease Code:50221,medicalCondition,ZikaVirusInfection__NonCongenitalDisease,,,,
Disease Code:10062,#ignore,unsupported medical condition
Disease Code:10052,#ignore,unsupported medical condition
Disease Code:10065,#ignore,unsupported medical condition
Disease Code:50272,#ignore,unsupported medical condition
Disease Code:11067,#ignore,unsupported medical condition
Disease Code:11068,#ignore,unsupported medical condition
Disease Code:11585,#ignore,unsupported medical condition
Disease Code:11801,#ignore,unsupported medical condition
Disease Code:10340,#ignore,unsupported medical condition
Disease Code:50267,#ignore,unsupported medical condition
Disease Code:11000,#ignore,unsupported medical condition
Disease Code:50242,#ignore,unsupported medical condition
Disease Code:10575,#ignore,unsupported medical condition
Disease Code:11647,#ignore,unsupported medical condition
Disease Code:11649,#ignore,unsupported medical condition
Disease Code:11640,#ignore,unsupported medical condition
Disease Code:11630,#ignore,unsupported medical condition
Disease Code:11644,#ignore,unsupported medical condition
Disease Code:11637,#ignore,unsupported medical condition
Disease Code:11631,#ignore,unsupported medical condition
Disease Code:11639,#ignore,unsupported medical condition
