observationDate,observationAbout,value,variableMeasured
2015,country/USA,147190,dcid:Count_Student_AllStudents_InstitutionAll_AdjustedChort
2015,country/USA,101390,dcid:Count_Student_AllStudents_InstitutionAll_Received
2015,country/USA,68.9,dcid:Percent_Student_AllStudents_InstitutionAll_GraduationRate
2015,country/USA,16587,dcid:Count_Student_AllStudents_InstitutionControlPublic_AdjustedChort
2015,country/USA,11858,dcid:Count_Student_AllStudents_InstitutionControlPublic_Received
2015,country/USA,71.5,dcid:Percent_Student_AllStudents_InstitutionControlPublic_GraduationRate
2015,country/USA,6322,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_AdjustedChort
2015,country/USA,4693,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_Received
2015,country/USA,74.2,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_GraduationRate
2015,country/USA,124281,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_AdjustedChort
2015,country/USA,84839,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_Received
2015,country/USA,68.3,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_GraduationRate
2015,country/USA,101577,dcid:Count_Student_PellGrant_InstitutionAll_AdjustedChort
2015,country/USA,70065,dcid:Count_Student_PellGrant_InstitutionAll_Received
2015,country/USA,69,dcid:Percent_Student_PellGrant_InstitutionAll_GraduationRate
2015,country/USA,8531,dcid:Count_Student_PellGrant_InstitutionControlPublic_AdjustedChort
2015,country/USA,6446,dcid:Count_Student_PellGrant_InstitutionControlPublic_Received
2015,country/USA,75.6,dcid:Percent_Student_PellGrant_InstitutionControlPublic_GraduationRate
2015,country/USA,4453,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_AdjustedChort
2015,country/USA,3370,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_Received
2015,country/USA,75.7,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_GraduationRate
2015,country/USA,88593,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_AdjustedChort
2015,country/USA,60249,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_Received
2015,country/USA,68,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_GraduationRate
2015,country/USA,13269,dcid:Count_Student_SubsidizedLoan_InstitutionAll_AdjustedChort
2015,country/USA,9898,dcid:Count_Student_SubsidizedLoan_InstitutionAll_Received
2015,country/USA,74.6,dcid:Percent_Student_SubsidizedLoan_InstitutionAll_GraduationRate
2015,country/USA,860,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_AdjustedChort
2015,country/USA,700,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_Received
2015,country/USA,81.4,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_GraduationRate
2015,country/USA,355,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_AdjustedChort
2015,country/USA,272,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_Received
2015,country/USA,76.6,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_GraduationRate
2015,country/USA,12054,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_AdjustedChort
2015,country/USA,8926,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_Received
2015,country/USA,74.1,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_GraduationRate
2015,country/USA,32344,dcid:Count_Student_InstitutionAll_AdjustedChort
2015,country/USA,21427,dcid:Count_Student_InstitutionAll_Received
2015,country/USA,66.2,dcid:Percent_Student_InstitutionAll_GraduationRate
2015,country/USA,7196,dcid:Count_Student_InstitutionControlPublic_AdjustedChort
2015,country/USA,4712,dcid:Count_Student_InstitutionControlPublic_Received
2015,country/USA,65.5,dcid:Percent_Student_InstitutionControlPublic_GraduationRate
2015,country/USA,1514,dcid:Count_Student_InstitutionControlPrivateNonProfit_AdjustedChort
2015,country/USA,1051,dcid:Count_Student_InstitutionControlPrivateNonProfit_Received
2015,country/USA,69.4,dcid:Percent_Student_InstitutionControlPrivateNonProfit_GraduationRate
2015,country/USA,23634,dcid:Count_Student_InstitutionControlPrivateForProfit_AdjustedChort
2015,country/USA,15664,dcid:Count_Student_InstitutionControlPrivateForProfit_Received
2015,country/USA,66.3,dcid:Percent_Student_InstitutionControlPrivateForProfit_GraduationRate
