Year,Place,StatVar,Quantity
2021,country/USA,dcid:Count_Person_Civilian_Employed,157510982.0
2021,geoId/34,dcid:Count_Person_Civilian_Employed,4588902.0
2021,geoId/35,dcid:Count_Person_Civilian_Employed,889428.0
2021,country/USA,dcid:MarginOfError_Count_Person_Civilian_Employed,152056.0
2021,geoId/34,dcid:MarginOfError_Count_Person_Civilian_Employed,10426.0
2021,geoId/35,dcid:MarginOfError_Count_Person_Civilian_Employed,5454.0
2021,country/USA,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction,2614109.0
2021,geoId/34,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction,14956.0
2021,geoId/35,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction,35618.0
2021,country/USA,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction,15405.0
2021,geoId/34,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction,1146.0
2021,geoId/35,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction,1860.0
2021,country/USA,dcid:Count_Person_NAICSConstruction,10717186.0
2021,geoId/34,dcid:Count_Person_NAICSConstruction,277402.0
2021,geoId/35,dcid:Count_Person_NAICSConstruction,64942.0
2021,country/USA,dcid:MarginOfError_Count_Person_NAICSConstruction,55411.0
2021,geoId/34,dcid:MarginOfError_Count_Person_NAICSConstruction,4568.0
2021,geoId/35,dcid:MarginOfError_Count_Person_NAICSConstruction,2453.0
2021,country/USA,dcid:Count_Person_NAICSManufacturing,15786008.0
2021,geoId/34,dcid:Count_Person_NAICSManufacturing,372904.0
2021,geoId/35,dcid:Count_Person_NAICSManufacturing,36095.0
2021,country/USA,dcid:MarginOfError_Count_Person_NAICSManufacturing,41164.0
2021,geoId/34,dcid:MarginOfError_Count_Person_NAICSManufacturing,5885.0
2021,geoId/35,dcid:MarginOfError_Count_Person_NAICSManufacturing,1995.0
2021,country/USA,dcid:Count_Person_NAICSWholesaleTrade,3916817.0
2021,geoId/34,dcid:Count_Person_NAICSWholesaleTrade,144997.0
2021,geoId/35,dcid:Count_Person_NAICSWholesaleTrade,16092.0
2021,country/USA,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade,16547.0
2021,geoId/34,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade,2894.0
2021,geoId/35,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade,1185.0
2021,country/USA,dcid:Count_Person_NAICSRetailTrade,17253259.0
2021,geoId/34,dcid:Count_Person_NAICSRetailTrade,491633.0
2021,geoId/35,dcid:Count_Person_NAICSRetailTrade,97765.0
2021,country/USA,dcid:MarginOfError_Count_Person_NAICSRetailTrade,36331.0
2021,geoId/34,dcid:MarginOfError_Count_Person_NAICSRetailTrade,5948.0
2021,geoId/35,dcid:MarginOfError_Count_Person_NAICSRetailTrade,2869.0
2021,country/USA,dcid:Count_Person_NAICSTransportationWarehousingUtilities,8905978.0
2021,geoId/34,dcid:Count_Person_NAICSTransportationWarehousingUtilities,295206.0
2021,geoId/35,dcid:Count_Person_NAICSTransportationWarehousingUtilities,40581.0
2021,country/USA,dcid:MarginOfError_Count_Person_NAICSTransportationWarehousingUtilities,24489.0
2021,geoId/34,dcid:MarginOfError_Count_Person_NAICSTransportationWarehousingUtilities,4835.0
2021,geoId/35,dcid:MarginOfError_Count_Person_NAICSTransportationWarehousingUtilities,1821.0
2021,country/USA,dcid:Count_Person_NAICSInformation,3031263.0
2021,geoId/34,dcid:Count_Person_NAICSInformation,119673.0
2021,geoId/35,dcid:Count_Person_NAICSInformation,11793.0
2021,country/USA,dcid:MarginOfError_Count_Person_NAICSInformation,18532.0
2021,geoId/34,dcid:MarginOfError_Count_Person_NAICSInformation,3091.0
2021,geoId/35,dcid:MarginOfError_Count_Person_NAICSInformation,875.0
2021,country/USA,dcid:Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing,10483270.0
2021,geoId/34,dcid:Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing,393362.0
2021,geoId/35,dcid:Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing,42853.0
2021,country/USA,dcid:MarginOfError_Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing,35839.0
2021,geoId/34,dcid:MarginOfError_Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing,5335.0
2021,geoId/35,dcid:MarginOfError_Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing,1921.0
2021,country/USA,dcid:Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices,18817926.0
2021,geoId/34,dcid:Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices,633786.0
2021,geoId/35,dcid:Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices,106410.0
2021,country/USA,dcid:MarginOfError_Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices,48271.0
2021,geoId/34,dcid:MarginOfError_Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices,6600.0
2021,geoId/35,dcid:MarginOfError_Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices,2527.0
2021,country/USA,dcid:Count_Person_NAICSEducationalServicesHealthCareSocialAssistance,36753702.0
2021,geoId/34,dcid:Count_Person_NAICSEducationalServicesHealthCareSocialAssistance,1105240.0
2021,geoId/35,dcid:Count_Person_NAICSEducationalServicesHealthCareSocialAssistance,227210.0
2021,country/USA,dcid:MarginOfError_Count_Person_NAICSEducationalServicesHealthCareSocialAssistance,132563.0
2021,geoId/34,dcid:MarginOfError_Count_Person_NAICSEducationalServicesHealthCareSocialAssistance,9091.0
2021,geoId/35,dcid:MarginOfError_Count_Person_NAICSEducationalServicesHealthCareSocialAssistance,4407.0
2021,country/USA,dcid:Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices,14346635.0
2021,geoId/34,dcid:Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices,342886.0
2021,geoId/35,dcid:Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices,92822.0
2021,country/USA,dcid:MarginOfError_Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices,51784.0
2021,geoId/34,dcid:MarginOfError_Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices,5339.0
2021,geoId/35,dcid:MarginOfError_Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices,2708.0
2021,country/USA,dcid:Count_Person_NAICSOtherServices,7485169.0
2021,geoId/34,dcid:Count_Person_NAICSOtherServices,195060.0
2021,geoId/35,dcid:Count_Person_NAICSOtherServices,48456.0
2021,country/USA,dcid:MarginOfError_Count_Person_NAICSOtherServices,26555.0
2021,geoId/34,dcid:MarginOfError_Count_Person_NAICSOtherServices,4086.0
2021,geoId/35,dcid:MarginOfError_Count_Person_NAICSOtherServices,2204.0
2021,country/USA,dcid:Count_Person_NAICSPublicAdministration,7399660.0
2021,geoId/34,dcid:Count_Person_NAICSPublicAdministration,201797.0
2021,geoId/35,dcid:Count_Person_NAICSPublicAdministration,68791.0
2021,country/USA,dcid:MarginOfError_Count_Person_NAICSPublicAdministration,40051.0
2021,geoId/34,dcid:MarginOfError_Count_Person_NAICSPublicAdministration,3844.0
2021,geoId/35,dcid:MarginOfError_Count_Person_NAICSPublicAdministration,2216.0
2021,country/USA,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_PaidEmployee,106477423.832
2021,geoId/34,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_PaidEmployee,3216820.302
2021,geoId/35,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_PaidEmployee,529209.66
2021,country/USA,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_PaidEmployee,157510.982
2021,geoId/34,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_PaidEmployee,9177.804
2021,geoId/35,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_PaidEmployee,4447.14
2021,country/USA,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS11_21_PaidEmployee,1858631.499
2021,geoId/34,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS11_21_PaidEmployee,10708.496
2021,geoId/35,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS11_21_PaidEmployee,28458.782
2021,country/USA,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS11_21_PaidEmployee,5228.218
2021,geoId/34,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS11_21_PaidEmployee,448.68
2021,geoId/35,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS11_21_PaidEmployee,605.506
2021,country/USA,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS23_PaidEmployee,7684222.362
2021,geoId/34,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS23_PaidEmployee,204167.872
2021,geoId/35,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS23_PaidEmployee,45913.994
2021,country/USA,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS23_PaidEmployee,10717.186
2021,geoId/34,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS23_PaidEmployee,1941.814
2021,geoId/35,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS23_PaidEmployee,1168.956
2021,country/USA,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS33_PaidEmployee,14838847.52
2021,geoId/34,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS33_PaidEmployee,352021.376
2021,geoId/35,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS33_PaidEmployee,30752.94
2021,country/USA,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS33_PaidEmployee,15786.008
2021,geoId/34,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS33_PaidEmployee,1491.616
2021,geoId/35,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS33_PaidEmployee,577.52
2021,country/USA,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS42_PaidEmployee,3521218.483
2021,geoId/34,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS42_PaidEmployee,130352.303
2021,geoId/35,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS42_PaidEmployee,13967.856
2021,country/USA,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS42_PaidEmployee,3916.817
2021,geoId/34,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS42_PaidEmployee,1014.979
2021,geoId/35,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS42_PaidEmployee,418.392
2021,country/USA,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_NAICSRetailTrade_PaidEmployee,15648705.913
2021,geoId/34,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_NAICSRetailTrade_PaidEmployee,452793.993
2021,geoId/35,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_NAICSRetailTrade_PaidEmployee,87401.91
2021,country/USA,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS44-45_PaidEmployee,17253.259
2021,geoId/34,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS44-45_PaidEmployee,1474.899
2021,geoId/35,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS44-45_PaidEmployee,879.885
2021,country/USA,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_NAICS48-49_22_PaidEmployee,6447928.072
