observationAbout,observationDate,value,variableMeasured
dcid:geoId/36001,2021,9.2,dcid:Percent_Person_WithDiabetes
dcid:geoId/36003,2021,14.7,dcid:Percent_Person_WithDiabetes
dcid:geoId/36005,2021,13.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36007,2021,11.4,dcid:Percent_Person_WithDiabetes
dcid:geoId/36009,2021,12.1,dcid:Percent_Person_WithDiabetes
dcid:geoId/36011,2021,10.9,dcid:Percent_Person_WithDiabetes
dcid:geoId/36013,2021,15.8,dcid:Percent_Person_WithDiabetes
dcid:geoId/36015,2021,10.3,dcid:Percent_Person_WithDiabetes
dcid:geoId/36017,2021,13.9,dcid:Percent_Person_WithDiabetes
dcid:geoId/36019,2021,14.3,dcid:Percent_Person_WithDiabetes
dcid:geoId/36021,2021,12.8,dcid:Percent_Person_WithDiabetes
dcid:geoId/36023,2021,8.9,dcid:Percent_Person_WithDiabetes
dcid:geoId/36025,2021,11.2,dcid:Percent_Person_WithDiabetes
dcid:geoId/36027,2021,11,dcid:Percent_Person_WithDiabetes
dcid:geoId/36029,2021,10.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36031,2021,14.2,dcid:Percent_Person_WithDiabetes
dcid:geoId/36033,2021,15.1,dcid:Percent_Person_WithDiabetes
dcid:geoId/36035,2021,12,dcid:Percent_Person_WithDiabetes
dcid:geoId/36037,2021,13.4,dcid:Percent_Person_WithDiabetes
dcid:geoId/36039,2021,11.3,dcid:Percent_Person_WithDiabetes
dcid:geoId/36041,2021,10.3,dcid:Percent_Person_WithDiabetes
dcid:geoId/36043,2021,10,dcid:Percent_Person_WithDiabetes
dcid:geoId/36045,2021,10.2,dcid:Percent_Person_WithDiabetes
dcid:geoId/36047,2021,10.5,dcid:Percent_Person_WithDiabetes
dcid:geoId/36049,2021,12.3,dcid:Percent_Person_WithDiabetes
dcid:geoId/36051,2021,13.7,dcid:Percent_Person_WithDiabetes
dcid:geoId/36053,2021,10.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36055,2021,10.4,dcid:Percent_Person_WithDiabetes
dcid:geoId/36057,2021,13.3,dcid:Percent_Person_WithDiabetes
dcid:geoId/36059,2021,9.1,dcid:Percent_Person_WithDiabetes
dcid:geoId/36061,2021,7.1,dcid:Percent_Person_WithDiabetes
dcid:geoId/36063,2021,15.5,dcid:Percent_Person_WithDiabetes
dcid:geoId/36065,2021,13.4,dcid:Percent_Person_WithDiabetes
dcid:geoId/36067,2021,10.4,dcid:Percent_Person_WithDiabetes
dcid:geoId/36069,2021,10.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36071,2021,8.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36073,2021,16.8,dcid:Percent_Person_WithDiabetes
dcid:geoId/36075,2021,10.8,dcid:Percent_Person_WithDiabetes
dcid:geoId/36077,2021,8.2,dcid:Percent_Person_WithDiabetes
dcid:geoId/36079,2021,7.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36081,2021,13.1,dcid:Percent_Person_WithDiabetes
dcid:geoId/36083,2021,10.2,dcid:Percent_Person_WithDiabetes
dcid:geoId/36085,2021,14.4,dcid:Percent_Person_WithDiabetes
dcid:geoId/36087,2021,9.9,dcid:Percent_Person_WithDiabetes
dcid:geoId/36089,2021,12.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36091,2021,7.1,dcid:Percent_Person_WithDiabetes
dcid:geoId/36093,2021,11,dcid:Percent_Person_WithDiabetes
dcid:geoId/36095,2021,12.2,dcid:Percent_Person_WithDiabetes
dcid:geoId/36097,2021,12.8,dcid:Percent_Person_WithDiabetes
dcid:geoId/36099,2021,14.2,dcid:Percent_Person_WithDiabetes
dcid:geoId/36101,2021,12.8,dcid:Percent_Person_WithDiabetes
dcid:geoId/36103,2021,9.5,dcid:Percent_Person_WithDiabetes
dcid:geoId/36105,2021,9.8,dcid:Percent_Person_WithDiabetes
dcid:geoId/36107,2021,15.3,dcid:Percent_Person_WithDiabetes
dcid:geoId/36109,2021,6.2,dcid:Percent_Person_WithDiabetes
dcid:geoId/36111,2021,7.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36113,2021,14,dcid:Percent_Person_WithDiabetes
dcid:geoId/36115,2021,12.3,dcid:Percent_Person_WithDiabetes
dcid:geoId/36117,2021,11.3,dcid:Percent_Person_WithDiabetes
dcid:geoId/36119,2021,9.9,dcid:Percent_Person_WithDiabetes
dcid:geoId/36121,2021,10.9,dcid:Percent_Person_WithDiabetes
dcid:geoId/36123,2021,10.3,dcid:Percent_Person_WithDiabetes
