observationAbout,observationDate,value,variableMeasured
dcid:geoId/36001,2018,7.8,dcid:Percent_Person_WithDiabetes
dcid:geoId/36003,2018,10.2,dcid:Percent_Person_WithDiabetes
dcid:geoId/36005,2018,15.7,dcid:Percent_Person_WithDiabetes
dcid:geoId/36007,2018,10.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36009,2018,15,dcid:Percent_Person_WithDiabetes
dcid:geoId/36011,2018,11.8,dcid:Percent_Person_WithDiabetes
dcid:geoId/36013,2018,12.8,dcid:Percent_Person_WithDiabetes
dcid:geoId/36015,2018,13.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36017,2018,14.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36019,2018,11.1,dcid:Percent_Person_WithDiabetes
dcid:geoId/36021,2018,9.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36023,2018,9.1,dcid:Percent_Person_WithDiabetes
dcid:geoId/36025,2018,12.7,dcid:Percent_Person_WithDiabetes
dcid:geoId/36027,2018,8.5,dcid:Percent_Person_WithDiabetes
dcid:geoId/36029,2018,11.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36031,2018,12.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36033,2018,13.7,dcid:Percent_Person_WithDiabetes
dcid:geoId/36035,2018,12.7,dcid:Percent_Person_WithDiabetes
dcid:geoId/36037,2018,15.7,dcid:Percent_Person_WithDiabetes
dcid:geoId/36039,2018,13.2,dcid:Percent_Person_WithDiabetes
dcid:geoId/36041,2018,12.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36043,2018,8.5,dcid:Percent_Person_WithDiabetes
dcid:geoId/36045,2018,9.9,dcid:Percent_Person_WithDiabetes
dcid:geoId/36047,2018,10.1,dcid:Percent_Person_WithDiabetes
dcid:geoId/36049,2018,17.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36051,2018,9.7,dcid:Percent_Person_WithDiabetes
dcid:geoId/36053,2018,10.2,dcid:Percent_Person_WithDiabetes
dcid:geoId/36055,2018,8.4,dcid:Percent_Person_WithDiabetes
dcid:geoId/36057,2018,13,dcid:Percent_Person_WithDiabetes
dcid:geoId/36059,2018,8.5,dcid:Percent_Person_WithDiabetes
dcid:geoId/36061,2018,7,dcid:Percent_Person_WithDiabetes
dcid:geoId/36063,2018,15,dcid:Percent_Person_WithDiabetes
dcid:geoId/36065,2018,14.7,dcid:Percent_Person_WithDiabetes
dcid:geoId/36067,2018,9.4,dcid:Percent_Person_WithDiabetes
dcid:geoId/36069,2018,11.4,dcid:Percent_Person_WithDiabetes
dcid:geoId/36071,2018,9.5,dcid:Percent_Person_WithDiabetes
dcid:geoId/36073,2018,10.5,dcid:Percent_Person_WithDiabetes
dcid:geoId/36075,2018,10.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36077,2018,9.3,dcid:Percent_Person_WithDiabetes
dcid:geoId/36079,2018,7.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36081,2018,13.2,dcid:Percent_Person_WithDiabetes
dcid:geoId/36083,2018,11.3,dcid:Percent_Person_WithDiabetes
dcid:geoId/36085,2018,13,dcid:Percent_Person_WithDiabetes
dcid:geoId/36087,2018,8.1,dcid:Percent_Person_WithDiabetes
dcid:geoId/36089,2018,10.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36091,2018,10.1,dcid:Percent_Person_WithDiabetes
dcid:geoId/36093,2018,11.1,dcid:Percent_Person_WithDiabetes
dcid:geoId/36095,2018,9.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36097,2018,10.9,dcid:Percent_Person_WithDiabetes
dcid:geoId/36099,2018,13.6,dcid:Percent_Person_WithDiabetes
dcid:geoId/36101,2018,13.7,dcid:Percent_Person_WithDiabetes
dcid:geoId/36103,2018,10.1,dcid:Percent_Person_WithDiabetes
dcid:geoId/36105,2018,9.9,dcid:Percent_Person_WithDiabetes
dcid:geoId/36107,2018,11.4,dcid:Percent_Person_WithDiabetes
dcid:geoId/36109,2018,5.5,dcid:Percent_Person_WithDiabetes
dcid:geoId/36111,2018,8.8,dcid:Percent_Person_WithDiabetes
dcid:geoId/36113,2018,8.8,dcid:Percent_Person_WithDiabetes
dcid:geoId/36115,2018,14.1,dcid:Percent_Person_WithDiabetes
dcid:geoId/36117,2018,15.4,dcid:Percent_Person_WithDiabetes
dcid:geoId/36119,2018,8.3,dcid:Percent_Person_WithDiabetes
dcid:geoId/36121,2018,11.9,dcid:Percent_Person_WithDiabetes
dcid:geoId/36123,2018,12.4,dcid:Percent_Person_WithDiabetes
