CountryName,CountryCode,IndicatorName,IndicatorCode,year,Value
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1974,25.9919028340081
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1975,36.520650813517
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1976,38.3036935704515
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1977,40.0298730395817
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1978,39.4563047150976
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1979,39.743414767299
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1980,46.2162162162161
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1981,38.8584126414079
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1982,35.6216260096603
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1983,33.4873031764813
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1984,34.518456436978504
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1985,35.6536646744259
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1986,31.1963027233774
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1987,28.1875495488693
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1988,30.962437324721797
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1989,22.013762783140503
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1990,26.9397869533035
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1991,29.878691983122398
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1992,29.797570850202497
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1993,36.061646053227896
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1994,29.340586532761396
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1995,33.937677053824395
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1996,9.89370086307975
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1997,11.371857079841199
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1998,17.281502739368698
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,1999,23.7356668678335
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2000,23.0194135925915
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2001,23.103554392983497
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2002,27.8943697060289
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2003,29.789219321960896
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2004,38.169528397171895
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2005,55.017234403676994
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2006,50.9528212394483
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2007,53.5426331195249
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2008,43.0449851401761
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2009,34.297517026413104
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2010,45.13952903712401
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2011,51.2622556013378
Togo,TGO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2012,51.064247179990204
