CountryName,CountryCode,IndicatorName,IndicatorCode,year,Value
Iraq,IRQ,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,2010,235.0
Iraq,IRQ,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,2011,361.0
Iraq,IRQ,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,2012,251.0
Iraq,IRQ,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,2013,271.0
Iraq,IRQ,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,2014,245.0
Iraq,IRQ,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,2015,243.0
Iraq,IRQ,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,2016,244.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1960,645400000.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1961,660100000.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1962,690100000.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1963,775300000.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1964,838800000.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1965,881900000.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1966,934700000.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1967,834300000.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1968,1037700000.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1969,1049500000.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1970,1105200000.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1971,1532100000.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1981,10139635105.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1982,10033265645.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1983,8161128324.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1984,9316835701.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1985,10409375387.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1986,7464534580.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1987,9705161384.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1988,9608911170.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1989,12284357973.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1990,10313633157.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1991,487070371.5
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1992,608881654.3
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1993,471467207.6
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1994,383569443.6
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1995,424575358.5
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1996,502984072.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1997,2819262845.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1998,5096744908.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1999,9687901061.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2000,15772397834.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2001,11474552245.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2002,9490224356.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2003,8776843098.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2004,16645093901.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2005,17835112917.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2006,27884623854.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2007,36648789585.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2008,59657213279.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2009,37961490115.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2010,49196457751.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2011,74520622423.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2012,89957453310.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2013,84822150794.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2014,81893243504.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2015,51460924058.0
Iraq,IRQ,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2016,46381619621.0
