key,prop,val,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6
Referência,observationDate,{Data},populationType,Person,benefitProgram,Brazil_BolsaFamilyProgram,age,[4 5 Years],observationPeriod,P2M,,,,
Código,observationAbout,{Data},,,,,,,,,,,,
Total de beneficiários com perfil educação (4 a 5 anos),value,{Number},beneficiariesType,Education,name,"""Total beneficiaries with education profile (4 to 5 years)""",alternateName,"""Total de beneficiários com perfil educação (4 a 5 anos)@pt""",,,,,,
Total de beneficiários acompanhados pela educação  (4 a 5 anos),value,{Number},beneficiariesType,AccompaniedByEducation,name,"""Total number of beneficiaries accompanied by education (4 to 5 years)""",alternateName,"""Total de beneficiários acompanhados pela educação  (4 a 5 anos)@pt""",,,,,,
Percentual de beneficiários acompanhados pela educação  (4 a 5 anos),value,{Number},beneficiariesType,AccompaniedByEducation,name,"""Percentage of beneficiaries accompanied by education (4 to 5 years)""",alternateName,"""Percentual de beneficiários acompanhados pela educação  (4 a 5 anos)@pt""",measurementDenominator,",-beneficiariesType,-name,-alternateName",unit,Percent,scalingFactor,100
Total de beneficiários acompanhados com frequência acima da exigida ( 4 a 5 anos - 60%),value,{Number},beneficiariesType,MonitoredMoreFrequentlyThanRequired,name,"""Total number of beneficiaries monitored more frequently than required (4 to 5 years)""",alternateName,"""Total de beneficiários acompanhados com frequência acima da exigida ( 4 a 5 anos - 60%)@pt""",,,,,,
Total de beneficiários acompanhados com frequência abaixo da exigida ( 4 a 5 anos - 60%),value,{Number},beneficiariesType,MonitoredBelowFrequentlyThanRequired,name,"""Total number of beneficiaries monitored with a frequency below that required (4 to 5 years)""",alternateName,"""Total de beneficiários acompanhados com frequência abaixo da exigida ( 4 a 5 anos - 60%)@pt""",,,,,,
Percentual de beneficiários acompanhados com frequência acima da exigida ( 4 a 5 anos - 60%),value,{Number},beneficiariesType,MonitoredMoreFrequentlyThanRequired,name,"""Percentage of beneficiaries monitored more frequently than required (4 to 5 years)""",alternateName,"""Percentual de beneficiários acompanhados com frequência acima da exigida ( 4 a 5 anos - 60%)@pt""",measurementDenominator,",-beneficiariesType,-name,-alternateName",unit,Percent,scalingFactor,100
Total de beneficiários sem informação de frequência escolar (4 a 5 anos),value,{Number},beneficiariesType,MonitoredWithoutSchoolAttendance,name,"""Total beneficiaries without information on school attendance (4 to 5 years)""",alternateName,"""Total de beneficiários sem informação de frequência escolar (4 a 5 anos)@pt""",,,,,,
Percentual de beneficiários sem informação de frequência escolar (4 a 5 anos),value,{Number},beneficiariesType,MonitoredWithoutSchoolAttendance,name,"""Percentage of beneficiaries without information on school attendance (4 to 5 years)""",alternateName,"""Percentual de beneficiários sem informação de frequência escolar (4 a 5 anos)@pt""",measurementDenominator,",-beneficiariesType,-name,-alternateName",unit,Percent,scalingFactor,100
Total de beneficiários localizados no acompanhamento pela educação mas sem informação de frequência (4 a 5 anos),value,{Number},beneficiariesType,MonitoredEducationWithoutFrequency,name,"""Total beneficiaries located in education monitoring but without frequency information (4 to 5 years)""",alternateName,"""Total de beneficiários localizados no acompanhamento pela educação mas sem informação de frequência (4 a 5 anos)@pt""",,,,,,
Total de beneficiários não localizados no acompanhamento pela educação (4 a 5 anos),value,{Number},beneficiariesType,MonitoredWithoutEducation,name,"""Total beneficiaries not located in education monitoring(4 to 5 years)""",alternateName,"""Total de beneficiários não localizados no acompanhamento pela educação (4 a 5 anos)@pt""",,,,,,
Percentual de beneficiários não localizados no acompanhamento pela educação (4 a 5 anos),value,{Number},beneficiariesType,MonitoredWithoutEducation,name,"""Percentage of beneficiaries not located in education monitoring(4 to 5 years)""",alternateName,"""Percentual de beneficiários não localizados no acompanhamento pela educação (4 a 5 anos)@pt""",measurementDenominator,",-beneficiariesType,-name,-alternateName",unit,Percent,scalingFactor,100
