period,territory,wage_rural_male,wage_rural_female,wage_rural_person,wage_urban_male,wage_urban_female,wage_urban_person,wage_total_male,wage_total_female,wage_total_person
2017-10,IN-AP,12333.9,6949.91,11192.29,20110.68,16438.44,19121.59,18916.01,15328.33,17979.32
2017-10,IN-AR,26335.35,5517.74,23075.15,25787.77,22303.95,25217.61,26006.93,15795.65,24364.42
2017-10,IN-AS,16795.86,3984.36,12439.7,21471.77,17565.66,20519.32,19267.72,9585.87,16436.34
2017-10,IN-BR,14122.09,9057.85,13516.04,17396.9,16075.11,17213.66,15815.02,12979.71,15447.63
2017-10,IN-CT,11923.39,6660.06,11046.24,15396.64,8562.98,14103.6,14809.76,8280.62,13598.67
2017-10,IN-DL,20984.76,0.0,20984.76,21323.96,20858.78,21242.26,21320.36,20858.78,21240.0
2017-10,IN-GA,18220.18,25102.42,19114.69,31032.36,23208.71,28220.15,28605.33,23319.63,26883.45
2017-10,IN-GJ,9952.21,8882.58,9866.48,15563.32,12250.9,15031.62,14985.52,12083.46,14541.81
2017-10,IN-HR,13960.99,12309.25,13776.73,18852.35,21569.96,19216.62,18040.76,20283.2,18333.14
2017-10,IN-HP,20232.97,16834.96,19593.43,17905.06,19025.03,18121.4,18977.1,18033.91,18797.06
2017-10,IN-JK,20804.83,6749.33,19586.97,20542.11,21089.37,20652.86,20636.57,18601.59,20302.22
2017-10,IN-JH,11818.5,7157.0,11570.2,24256.63,11652.44,21122.77,20307.97,11322.97,18547.25
2017-10,IN-KA,13764.4,8267.49,12665.29,18370.39,14366.83,17191.66,17763.97,13859.05,16657.79
2017-10,IN-KL,14715.22,9548.41,12843.48,19320.41,19762.32,19492.01,18325.47,17741.9,18102.04
2017-10,IN-MP,14648.56,12981.58,14385.68,17490.1,17034.55,17386.66,17000.94,16560.29,16905.78
2017-10,IN-MH,14806.11,10833.19,13649.45,19250.21,15851.25,18533.68,18921.84,15302.94,18135.23
2017-10,IN-MN,20462.08,11050.34,17389.3,21134.87,19934.0,20736.88,20942.21,17430.42,19783.26
2017-10,IN-ML,15598.47,7988.95,12148.55,25933.42,19425.51,23356.69,23293.91,15964.17,20276.09
2017-10,IN-MZ,25066.72,20892.25,24006.66,24096.86,24608.86,24268.46,24205.41,24317.39,24242.02
2017-10,IN-NL,19574.38,8563.22,17894.42,20785.68,15111.73,19875.93,20550.28,13898.41,19493.7
2017-10,IN-OR,11762.26,4016.95,10321.6,17173.07,13090.94,16362.84,15881.97,11055.45,14938.19
2017-10,IN-PB,12433.04,12318.59,12414.85,14853.38,16036.12,15102.35,14452.6,15577.72,14680.33
2017-10,IN-RJ,12298.23,15814.48,12676.7,17932.52,17546.42,17874.87,16614.37,17245.99,16702.74
2017-10,IN-SK,19872.74,10218.53,16726.75,13780.94,12961.33,13594.58,15032.83,12143.49,14310.79
2017-10,IN-TN,11428.32,8950.42,10869.09,16588.71,12615.92,15362.83,15948.78,12305.7,14858.52
2017-10,IN-TG,12833.0,7184.26,11629.12,20936.68,11641.44,19102.93,20244.66,11225.59,18452.96
2017-10,IN-TR,14885.76,9140.05,13644.62,16683.51,12617.15,15789.31,16248.38,11790.02,15272.15
2017-10,IN-UT,14951.83,4878.61,13448.14,16433.92,13559.03,15904.72,15996.68,11427.54,15201.15
2017-10,IN-UP,11161.09,8939.08,10819.24,17577.94,17911.56,17633.43,16193.44,16112.85,16180.25
2017-10,IN-WB,8735.58,3728.57,7407.11,14309.55,10584.64,13472.08,13490.29,9373.53,12539.07
2017-10,IN-AN,32156.9,62779.3,37455.41,33670.89,29731.4,32756.85,33307.86,35656.17,33821.33
2017-10,IN-CH,17025.97,14749.53,16602.16,21377.9,15262.21,20037.44,21331.34,15257.73,20002.16
2017-10,IN-DN,8379.36,4875.0,8165.73,13580.0,22929.85,14197.82,13141.71,21523.98,13691.99
2017-10,IN-DD,9350.41,5452.23,8925.57,14337.98,4350.99,13510.99,14231.34,4382.65,13410.14
2017-10,IN-LD,22538.84,0.0,22538.84,36192.0,38778.09,37298.56,33992.8,38778.09,35837.71
2017-10,IN-PY,9874.6,7459.51,9290.85,17448.58,14537.79,16285.36,16872.71,14269.43,15857.53
2017-10,IN,13004.98,8533.99,12132.68,18013.73,15078.19,17359.42,17230.89,14192.37,16566.44
