Year,Place,StatVar,Quantity,Unit
2019,geoId/72,dcid:Count_Person_NoHealthInsurance,215827.0,
2019,geoId/72,dcid:MarginOfError_Count_Person_NoHealthInsurance,4244.0,
2019,geoId/72,dcid:Count_Person_19OrLessYears_NoHealthInsurance,21798.527,
2019,geoId/72,dcid:MarginOfError_Count_Person_19OrLessYears_NoHealthInsurance,1294.962,
2019,geoId/72,dcid:Count_Person_6OrLessYears_NoHealthInsurance,4100.713,
2019,geoId/72,dcid:MarginOfError_Count_Person_6OrLessYears_NoHealthInsurance,647.481,
2019,geoId/72,dcid:Count_Person_6To18Years_NoHealthInsurance,17913.641,
2019,geoId/72,dcid:MarginOfError_Count_Person_6To18Years_NoHealthInsurance,1294.962,
2019,geoId/72,dcid:Count_Person_19To64Years_NoHealthInsurance,189064.452,
2019,geoId/72,dcid:MarginOfError_Count_Person_19To64Years_NoHealthInsurance,1294.962,
2019,geoId/72,dcid:Count_Person_19To25Years_NoHealthInsurance,30215.78,
2019,geoId/72,dcid:MarginOfError_Count_Person_19To25Years_NoHealthInsurance,1294.962,
2019,geoId/72,dcid:Count_Person_26To34Years_NoHealthInsurance,49640.21,
2019,geoId/72,dcid:MarginOfError_Count_Person_26To34Years_NoHealthInsurance,1726.616,
2019,geoId/72,dcid:Count_Person_35To44Years_NoHealthInsurance,40575.476,
2019,geoId/72,dcid:MarginOfError_Count_Person_35To44Years_NoHealthInsurance,1510.789,
2019,geoId/72,dcid:Count_Person_45To54Years_NoHealthInsurance,37122.244,
2019,geoId/72,dcid:MarginOfError_Count_Person_45To54Years_NoHealthInsurance,1510.789,
2019,geoId/72,dcid:Count_Person_55To64Years_NoHealthInsurance,31294.915,
2019,geoId/72,dcid:MarginOfError_Count_Person_55To64Years_NoHealthInsurance,1294.962,
2019,geoId/72,dcid:Count_Person_65OrMoreYears_NoHealthInsurance,4964.021,
2019,geoId/72,dcid:MarginOfError_Count_Person_65OrMoreYears_NoHealthInsurance,431.654,
2019,geoId/72,dcid:Count_Person_65To74Years_NoHealthInsurance,3453.232,
2019,geoId/72,dcid:MarginOfError_Count_Person_65To74Years_NoHealthInsurance,431.654,
2019,geoId/72,dcid:Count_Person_75OrMoreYears_NoHealthInsurance,1510.789,
2019,geoId/72,dcid:MarginOfError_Count_Person_75OrMoreYears_NoHealthInsurance,215.827,
2019,geoId/72,dcid:Median_Age_Person_NoHealthInsurance,36.3,Years
2019,geoId/72,dcid:Count_Person_Male_NoHealthInsurance,129712.027,
2019,geoId/72,dcid:MarginOfError_Count_Person_Male_NoHealthInsurance,1510.789,
2019,geoId/72,dcid:Count_Person_Female_NoHealthInsurance,86114.973,
2019,geoId/72,dcid:MarginOfError_Count_Person_Female_NoHealthInsurance,1510.789,
2019,geoId/72,dcid:Count_Person_NoHealthInsurance_OneRace,203956.515,
2019,geoId/72,dcid:MarginOfError_Count_Person_NoHealthInsurance_OneRace,1079.135,
2019,geoId/72,dcid:Count_Person_NoHealthInsurance_WhiteAlone,129927.854,
2019,geoId/72,dcid:MarginOfError_Count_Person_NoHealthInsurance_WhiteAlone,2374.097,
2019,geoId/72,dcid:Count_Person_NoHealthInsurance_BlackOrAfricanAmericanAlone,30647.434,
2019,geoId/72,dcid:MarginOfError_Count_Person_NoHealthInsurance_BlackOrAfricanAmericanAlone,1726.616,
2019,geoId/72,dcid:Count_Person_NoHealthInsurance_AmericanIndianOrAlaskaNativeAlone,647.481,
2019,geoId/72,dcid:MarginOfError_Count_Person_NoHealthInsurance_AmericanIndianOrAlaskaNativeAlone,215.827,
2019,geoId/72,dcid:Count_Person_NoHealthInsurance_AsianAlone,1079.135,
