observationDate,observationAbout,value,variableMeasured
2017,country/USA,2562449,dcid:Count_Student_AllStudents_AllInstitution_Adjusted
2017,country/USA,1384381,dcid:Count_Student_AllStudents_AllInstitution_Received
2017,country/USA,54,dcid:Percent_Student_AllStudents_AllInstitution_Graduation
2017,country/USA,1752782,dcid:Count_Student_AllStudents_InstitutionControlPublic_AllInstitution_Adjusted
2017,country/USA,867030,dcid:Count_Student_AllStudents_InstitutionControlPublic_AllInstitution_Received
2017,country/USA,49.5,dcid:Percent_Student_AllStudents_InstitutionControlPublic_AllInstitution_Graduation
2017,country/USA,525188,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_AllInstitution_Adjusted
2017,country/USA,350085,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_AllInstitution_Received
2017,country/USA,66.7,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_AllInstitution_Graduation
2017,country/USA,284479,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_AllInstitution_Adjusted
2017,country/USA,167266,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_AllInstitution_Received
2017,country/USA,58.8,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_AllInstitution_Graduation
2017,country/USA,1125751,dcid:Count_Student_PellGrant_AllInstitution_Adjusted
2017,country/USA,503352,dcid:Count_Student_PellGrant_AllInstitution_Received
2017,country/USA,44.7,dcid:Percent_Student_PellGrant_AllInstitution_Graduation
2017,country/USA,750384,dcid:Count_Student_PellGrant_InstitutionControlPublic_AllInstitution_Adjusted
2017,country/USA,295704,dcid:Count_Student_PellGrant_InstitutionControlPublic_AllInstitution_Received
2017,country/USA,39.4,dcid:Percent_Student_PellGrant_InstitutionControlPublic_AllInstitution_Graduation
2017,country/USA,177419,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_AllInstitution_Adjusted
2017,country/USA,94339,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_AllInstitution_Received
2017,country/USA,53.2,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_AllInstitution_Graduation
2017,country/USA,197948,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_AllInstitution_Adjusted
2017,country/USA,113309,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_AllInstitution_Received
2017,country/USA,57.2,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_AllInstitution_Graduation
2017,country/USA,357649,dcid:Count_Student_SubsidizedLoan_AllInstitution_Adjusted
2017,country/USA,224955,dcid:Count_Student_SubsidizedLoan_AllInstitution_Received
2017,country/USA,62.9,dcid:Percent_Student_SubsidizedLoan_AllInstitution_Graduation
2017,country/USA,206042,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_AllInstitution_Adjusted
2017,country/USA,119876,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_AllInstitution_Received
2017,country/USA,58.2,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_AllInstitution_Graduation
2017,country/USA,122815,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_AllInstitution_Adjusted
2017,country/USA,85299,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_AllInstitution_Received
2017,country/USA,69.5,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_AllInstitution_Graduation
2017,country/USA,28792,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_AllInstitution_Adjusted
2017,country/USA,19780,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_AllInstitution_Received
2017,country/USA,68.7,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_AllInstitution_Graduation
2017,country/USA,1079049,dcid:Count_Student_AllInstitution_Adjusted
2017,country/USA,656074,dcid:Count_Student_AllInstitution_Received
2017,country/USA,60.8,dcid:Percent_Student_AllInstitution_Graduation
2017,country/USA,796356,dcid:Count_Student_InstitutionControlPublic_AllInstitution_Adjusted
2017,country/USA,451450,dcid:Count_Student_InstitutionControlPublic_AllInstitution_Received
2017,country/USA,56.7,dcid:Percent_Student_InstitutionControlPublic_AllInstitution_Graduation
2017,country/USA,224954,dcid:Count_Student_InstitutionControlPrivateNonProfit_AllInstitution_Adjusted
2017,country/USA,170447,dcid:Count_Student_InstitutionControlPrivateNonProfit_AllInstitution_Received
2017,country/USA,75.8,dcid:Percent_Student_InstitutionControlPrivateNonProfit_AllInstitution_Graduation
2017,country/USA,57739,dcid:Count_Student_InstitutionControlPrivateForProfit_AllInstitution_Adjusted
2017,country/USA,34177,dcid:Count_Student_InstitutionControlPrivateForProfit_AllInstitution_Received
2017,country/USA,59.2,dcid:Percent_Student_InstitutionControlPrivateForProfit_AllInstitution_Graduation
2017,country/USA,1731614,dcid:Count_Student_AllStudents_FourYearInstitution_Adjusted
2017,country/USA,1040184,dcid:Count_Student_AllStudents_FourYearInstitution_Received
2017,country/USA,60.1,dcid:Percent_Student_AllStudents_FourYearInstitution_Graduation
2017,country/USA,1156434,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearInstitution_Adjusted
2017,country/USA,676802,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearInstitution_Received
2017,country/USA,58.5,dcid:Percent_Student_AllStudents_InstitutionControlPublic_FourYearInstitution_Graduation
2017,country/USA,505347,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2017,country/USA,338182,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2017,country/USA,66.9,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2017,country/USA,69833,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2017,country/USA,25200,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2017,country/USA,36.1,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2017,country/USA,645716,dcid:Count_Student_PellGrant_FourYearInstitution_Adjusted
2017,country/USA,306971,dcid:Count_Student_PellGrant_FourYearInstitution_Received
2017,country/USA,47.5,dcid:Percent_Student_PellGrant_FourYearInstitution_Graduation
2017,country/USA,435751,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearInstitution_Adjusted
2017,country/USA,205016,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearInstitution_Received
2017,country/USA,47,dcid:Percent_Student_PellGrant_InstitutionControlPublic_FourYearInstitution_Graduation
2017,country/USA,163197,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2017,country/USA,86276,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2017,country/USA,52.9,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2017,country/USA,46768,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2017,country/USA,15679,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2017,country/USA,33.5,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2017,country/USA,306348,dcid:Count_Student_SubsidizedLoan_FourYearInstitution_Adjusted
2017,country/USA,198526,dcid:Count_Student_SubsidizedLoan_FourYearInstitution_Received
2017,country/USA,64.8,dcid:Percent_Student_SubsidizedLoan_FourYearInstitution_Graduation
2017,country/USA,177703,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearInstitution_Adjusted
2017,country/USA,110521,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearInstitution_Received
2017,country/USA,62.2,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_FourYearInstitution_Graduation
2017,country/USA,121541,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2017,country/USA,84371,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2017,country/USA,69.4,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2017,country/USA,7104,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2017,country/USA,3634,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2017,country/USA,51.2,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2017,country/USA,779550,dcid:Count_Student_FourYearInstitution_Adjusted
2017,country/USA,534687,dcid:Count_Student_FourYearInstitution_Received
2017,country/USA,68.6,dcid:Percent_Student_FourYearInstitution_Graduation
2017,country/USA,542980,dcid:Count_Student_InstitutionControlPublic_FourYearInstitution_Adjusted
2017,country/USA,361265,dcid:Count_Student_InstitutionControlPublic_FourYearInstitution_Received
2017,country/USA,66.5,dcid:Percent_Student_InstitutionControlPublic_FourYearInstitution_Graduation
2017,country/USA,220609,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearInstitution_Adjusted
2017,country/USA,167535,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearInstitution_Received
2017,country/USA,75.9,dcid:Percent_Student_InstitutionControlPrivateNonProfit_FourYearInstitution_Graduation
2017,country/USA,15961,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearInstitution_Adjusted
2017,country/USA,5887,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearInstitution_Received
2017,country/USA,36.9,dcid:Percent_Student_InstitutionControlPrivateForProfit_FourYearInstitution_Graduation
2017,country/USA,1490794,dcid:Count_Student_AllStudents_FourYearBachelorsCohort_Adjusted
2017,country/USA,959882,dcid:Count_Student_AllStudents_FourYearBachelorsCohort_Received
2017,country/USA,64.4,dcid:Percent_Student_AllStudents_FourYearBachelorsCohort_Graduation
2017,country/USA,986974,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2017,country/USA,626142,dcid:Count_Student_AllStudents_InstitutionControlPublic_FourYearBachelorsCohort_Received
2017,country/USA,63.4,dcid:Percent_Student_AllStudents_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
2017,country/USA,475090,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Adjusted
2017,country/USA,325078,dcid:Count_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Received
2017,country/USA,68.4,dcid:Percent_Student_AllStudents_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Graduation
2017,country/USA,28730,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Adjusted
2017,country/USA,8662,dcid:Count_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Received
2017,country/USA,30.1,dcid:Percent_Student_AllStudents_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Graduation
2017,country/USA,505906,dcid:Count_Student_PellGrant_FourYearBachelorsCohort_Adjusted
2017,country/USA,264849,dcid:Count_Student_PellGrant_FourYearBachelorsCohort_Received
2017,country/USA,52.4,dcid:Percent_Student_PellGrant_FourYearBachelorsCohort_Graduation
2017,country/USA,343686,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2017,country/USA,181230,dcid:Count_Student_PellGrant_InstitutionControlPublic_FourYearBachelorsCohort_Received
2017,country/USA,52.7,dcid:Percent_Student_PellGrant_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
2017,country/USA,144147,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Adjusted
2017,country/USA,79068,dcid:Count_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Received
2017,country/USA,54.9,dcid:Percent_Student_PellGrant_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Graduation
2017,country/USA,18073,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Adjusted
2017,country/USA,4551,dcid:Count_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Received
2017,country/USA,25.2,dcid:Percent_Student_PellGrant_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Graduation
2017,country/USA,288131,dcid:Count_Student_SubsidizedLoan_FourYearBachelorsCohort_Adjusted
2017,country/USA,190478,dcid:Count_Student_SubsidizedLoan_FourYearBachelorsCohort_Received
2017,country/USA,66.1,dcid:Percent_Student_SubsidizedLoan_FourYearBachelorsCohort_Graduation
2017,country/USA,167659,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2017,country/USA,107108,dcid:Count_Student_SubsidizedLoan_InstitutionControlPublic_FourYearBachelorsCohort_Received
2017,country/USA,63.9,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
2017,country/USA,116948,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Adjusted
2017,country/USA,81807,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Received
2017,country/USA,70,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Graduation
2017,country/USA,3524,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Adjusted
2017,country/USA,1563,dcid:Count_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Received
2017,country/USA,44.4,dcid:Percent_Student_SubsidizedLoan_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Graduation
2017,country/USA,696757,dcid:Count_Student_FourYearBachelorsCohort_Adjusted
2017,country/USA,504555,dcid:Count_Student_FourYearBachelorsCohort_Received
2017,country/USA,72.4,dcid:Percent_Student_FourYearBachelorsCohort_Graduation
2017,country/USA,475629,dcid:Count_Student_InstitutionControlPublic_FourYearBachelorsCohort_Adjusted
2017,country/USA,337804,dcid:Count_Student_InstitutionControlPublic_FourYearBachelorsCohort_Received
2017,country/USA,71,dcid:Percent_Student_InstitutionControlPublic_FourYearBachelorsCohort_Graduation
2017,country/USA,213995,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Adjusted
2017,country/USA,164203,dcid:Count_Student_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Received
2017,country/USA,76.7,dcid:Percent_Student_InstitutionControlPrivateNonProfit_FourYearBachelorsCohort_Graduation
2017,country/USA,7133,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Adjusted
2017,country/USA,2548,dcid:Count_Student_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Received
2017,country/USA,35.7,dcid:Percent_Student_InstitutionControlPrivateForProfit_FourYearBachelorsCohort_Graduation
2017,country/USA,240820,dcid:Count_Student_AllStudents_FourYearOtherThanBachelorsCohort_Adjusted
2017,country/USA,80302,dcid:Count_Student_AllStudents_FourYearOtherThanBachelorsCohort_Received
2017,country/USA,33.3,dcid:Percent_Student_AllStudents_FourYearOtherThanBachelorsCohort_Graduation
