Year,StatVar,Quantity
2011,Count_CriminalIncidents_IsHateCrime,6222
2011,Count_CriminalIncidents_BiasMotivationRace_IsHateCrime,2917
2011,Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime,1233
2011,Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime,1293
2011,Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime,720
2011,Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime,53
2011,Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime,6
2011,Count_CriminalIncidents_IsHateCrime_LocationOfCrimeAbandonedOrCondemnedStructure,2
2011,Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_LocationOfCrimeAbandonedOrCondemnedStructure,0
2011,Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_LocationOfCrimeAbandonedOrCondemnedStructure,1
2011,Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_LocationOfCrimeAbandonedOrCondemnedStructure,1
2011,Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime_LocationOfCrimeAbandonedOrCondemnedStructure,0
2011,Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_LocationOfCrimeAbandonedOrCondemnedStructure,0
2011,Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime_LocationOfCrimeAbandonedOrCondemnedStructure,0
2011,Count_CriminalIncidents_IsHateCrime_LocationOfCrimeAirportOrBusStationOrTrainStation,59
2011,Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_LocationOfCrimeAirportOrBusStationOrTrainStation,32
2011,Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_LocationOfCrimeAirportOrBusStationOrTrainStation,4
2011,Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_LocationOfCrimeAirportOrBusStationOrTrainStation,14
2011,Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime_LocationOfCrimeAirportOrBusStationOrTrainStation,8
2011,Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_LocationOfCrimeAirportOrBusStationOrTrainStation,1
2011,Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime_LocationOfCrimeAirportOrBusStationOrTrainStation,0
2011,Count_CriminalIncidents_IsHateCrime_LocationOfCrimeAmusementPark,2
2011,Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_LocationOfCrimeAmusementPark,0
2011,Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_LocationOfCrimeAmusementPark,1
