observationAbout,observationDate,value,variableMeasured,unit,scalingFactor
dcid:wikidataId/Q191792,1992,15.1,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,1993,38.2,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,1994,23.1,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,1995,29.7,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,1996,68.5,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,1997,42.6,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,1998,74.4,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,1999,74.7,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2000,74.6,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2001,86.2,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2002,92.8,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2003,89.9,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2004,66.7,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2005,92.6,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2006,76.7,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2007,70.2,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2008,78.6,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2009,75,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2010,65.2,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2011,88.4,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2012,77.2,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2013,52.1,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2014,79.9,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2015,65.2,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2016,40.5,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2017,48.7,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2018,44.4,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2019,3.3,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2020,10,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2021,5.5,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2022,43.2,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2023,64.4,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,2024,53.2,dcid:Count_Person_Employed,Percent,100
dcid:wikidataId/Q191792,1992,0,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,1993,24.4,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,1994,13.2,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,1995,15.1,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,1996,38.2,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,1997,23.1,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,1998,29.7,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,1999,68.5,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2000,42.6,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2001,74.4,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2002,74.7,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2003,74.6,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2004,86.2,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2005,92.8,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2006,89.9,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2007,66.7,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2008,92.6,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2009,76.7,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2010,70.2,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2011,78.6,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2012,75,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2013,65.2,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2014,88.4,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2015,77.2,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2016,52.1,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2017,79.9,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2018,65.2,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2019,40.5,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2020,48.7,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2021,44.4,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2022,3.3,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2023,10,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,2024,5.5,dcid:Count_Person_Employed_Male_AsAFractionOf_Count_Person_Male,Percent,100
dcid:wikidataId/Q191792,1992,0,dcid:Count_Person_Employed_Female_AsAFractionOf_Count_Person_Female,Percent,100
dcid:wikidataId/Q191792,1993,15.5,dcid:Count_Person_Employed_Female_AsAFractionOf_Count_Person_Female,Percent,100
dcid:wikidataId/Q191792,1994,8.8,dcid:Count_Person_Employed_Female_AsAFractionOf_Count_Person_Female,Percent,100
dcid:wikidataId/Q191792,1995,0,dcid:Count_Person_Employed_Female_AsAFractionOf_Count_Person_Female,Percent,100
dcid:wikidataId/Q191792,1996,24.4,dcid:Count_Person_Employed_Female_AsAFractionOf_Count_Person_Female,Percent,100
dcid:wikidataId/Q191792,1997,13.2,dcid:Count_Person_Employed_Female_AsAFractionOf_Count_Person_Female,Percent,100
dcid:wikidataId/Q191792,1998,15.1,dcid:Count_Person_Employed_Female_AsAFractionOf_Count_Person_Female,Percent,100
dcid:wikidataId/Q191792,1999,38.2,dcid:Count_Person_Employed_Female_AsAFractionOf_Count_Person_Female,Percent,100
dcid:wikidataId/Q191792,2000,23.1,dcid:Count_Person_Employed_Female_AsAFractionOf_Count_Person_Female,Percent,100
dcid:wikidataId/Q191792,2001,29.7,dcid:Count_Person_Employed_Female_AsAFractionOf_Count_Person_Female,Percent,100
dcid:wikidataId/Q191792,2002,68.5,dcid:Count_Person_Employed_Female_AsAFractionOf_Count_Person_Female,Percent,100
