observationAbout,observationDate,value,variableMeasured,unit,scalingFactor
dcid:wikidataId/Q191792,2019,2536,dcid:Count_Person_30To34Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2020,960,dcid:Count_Person_30To34Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2021,727,dcid:Count_Person_30To34Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2022,921,dcid:Count_Person_30To34Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2023,411,dcid:Count_Person_30To34Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2024,512.45418,dcid:Count_Person_30To34Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2019,1693,dcid:Count_Person_35To39Years_LaborUnderutilized,,
dcid:wikidataId/Q191792,2020,2481,dcid:Count_Person_35To39Years_LaborUnderutilized,,
dcid:wikidataId/Q191792,2021,1453,dcid:Count_Person_35To39Years_LaborUnderutilized,,
dcid:wikidataId/Q191792,2022,990,dcid:Count_Person_35To39Years_LaborUnderutilized,,
dcid:wikidataId/Q191792,2023,838,dcid:Count_Person_35To39Years_LaborUnderutilized,,
dcid:wikidataId/Q191792,2024,1713.8541,dcid:Count_Person_35To39Years_LaborUnderutilized,,
dcid:wikidataId/Q191792,2019,916,dcid:Count_Person_35To39Years_LaborUnderutilized_Male,,
dcid:wikidataId/Q191792,2020,1327,dcid:Count_Person_35To39Years_LaborUnderutilized_Male,,
dcid:wikidataId/Q191792,2021,733,dcid:Count_Person_35To39Years_LaborUnderutilized_Male,,
dcid:wikidataId/Q191792,2022,846,dcid:Count_Person_35To39Years_LaborUnderutilized_Male,,
dcid:wikidataId/Q191792,2023,454,dcid:Count_Person_35To39Years_LaborUnderutilized_Male,,
dcid:wikidataId/Q191792,2024,802.80622,dcid:Count_Person_35To39Years_LaborUnderutilized_Male,,
dcid:wikidataId/Q191792,2019,778,dcid:Count_Person_35To39Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2020,1153,dcid:Count_Person_35To39Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2021,720,dcid:Count_Person_35To39Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2022,144,dcid:Count_Person_35To39Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2023,384,dcid:Count_Person_35To39Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2024,911.04788,dcid:Count_Person_35To39Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2019,2013,dcid:Count_Person_40To44Years_LaborUnderutilized,,
dcid:wikidataId/Q191792,2020,1685,dcid:Count_Person_40To44Years_LaborUnderutilized,,
dcid:wikidataId/Q191792,2021,1382,dcid:Count_Person_40To44Years_LaborUnderutilized,,
dcid:wikidataId/Q191792,2022,769,dcid:Count_Person_40To44Years_LaborUnderutilized,,
dcid:wikidataId/Q191792,2023,1122,dcid:Count_Person_40To44Years_LaborUnderutilized,,
dcid:wikidataId/Q191792,2024,984.13321,dcid:Count_Person_40To44Years_LaborUnderutilized,,
dcid:wikidataId/Q191792,2019,1159,dcid:Count_Person_40To44Years_LaborUnderutilized_Male,,
dcid:wikidataId/Q191792,2020,647,dcid:Count_Person_40To44Years_LaborUnderutilized_Male,,
dcid:wikidataId/Q191792,2021,566,dcid:Count_Person_40To44Years_LaborUnderutilized_Male,,
dcid:wikidataId/Q191792,2022,264,dcid:Count_Person_40To44Years_LaborUnderutilized_Male,,
dcid:wikidataId/Q191792,2023,288,dcid:Count_Person_40To44Years_LaborUnderutilized_Male,,
dcid:wikidataId/Q191792,2024,209.69687,dcid:Count_Person_40To44Years_LaborUnderutilized_Male,,
dcid:wikidataId/Q191792,2019,854,dcid:Count_Person_40To44Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2020,1038,dcid:Count_Person_40To44Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2021,816,dcid:Count_Person_40To44Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2022,505,dcid:Count_Person_40To44Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2023,834,dcid:Count_Person_40To44Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2024,774.43634,dcid:Count_Person_40To44Years_LaborUnderutilized_Female,,
dcid:wikidataId/Q191792,2019,1452,dcid:Count_Person_45To49Years_LaborUnderutilized,,
dcid:wikidataId/Q191792,2020,950,dcid:Count_Person_45To49Years_LaborUnderutilized,,
dcid:wikidataId/Q191792,2021,1155,dcid:Count_Person_45To49Years_LaborUnderutilized,,
