observationAbout,observationDate,value,variableMeasured,unit,scalingFactor
dcid:wikidataId/Q244788,2008-01,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2008-02,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2008-03,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2008-04,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2008-05,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2008-07,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2008-08,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2008-09,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2008-10,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2008-11,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2008-12,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2009-08,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2009-10,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2009-01,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2009-03,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2009-04,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2009-05,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
dcid:wikidataId/Q244788,2009-06,0,dcid:Count_Person_Unemployed_Male_UpperSecondaryEducation,,
