observationAbout,observationDate,value,variableMeasured,unit,scalingFactor
country/MNG,2009,4583,dcid:Count_Person_Employed_Manager,,
country/MNG,2010,126,dcid:Count_Person_Employed_Manager,,
country/MNG,2011,67047,dcid:Count_Person_Employed_Manager,,
country/MNG,2012,581,dcid:Count_Person_Employed_Manager,,
country/MNG,2013,258,dcid:Count_Person_Employed_Manager,,
country/MNG,2014,2715,dcid:Count_Person_Employed_Manager,,
country/MNG,2015,5618,dcid:Count_Person_Employed_Manager,,
country/MNG,2016,8656,dcid:Count_Person_Employed_Manager,,
country/MNG,2017,10032,dcid:Count_Person_Employed_Manager,,
country/MNG,2018,15867,dcid:Count_Person_Employed_Manager,,
country/MNG,2019,20647,dcid:Count_Person_Employed_Manager,,
country/MNG,2020,20257,dcid:Count_Person_Employed_Manager,,
country/MNG,2021,10372,dcid:Count_Person_Employed_Manager,,
country/MNG,2022,7516,dcid:Count_Person_Employed_Manager,,
country/MNG,2023,0,dcid:Count_Person_Employed_Manager,,
country/MNG,2024,102519,dcid:Count_Person_Employed_Manager,,
country/MNG,2009,3284,dcid:Count_Person_15To19Years_Employed_Manager,,
country/MNG,2010,0,dcid:Count_Person_15To19Years_Employed_Manager,,
country/MNG,2011,73306,dcid:Count_Person_15To19Years_Employed_Manager,,
country/MNG,2012,298,dcid:Count_Person_15To19Years_Employed_Manager,,
country/MNG,2013,794,dcid:Count_Person_15To19Years_Employed_Manager,,
country/MNG,2014,1635,dcid:Count_Person_15To19Years_Employed_Manager,,
country/MNG,2015,1972,dcid:Count_Person_15To19Years_Employed_Manager,,
country/MNG,2016,5991,dcid:Count_Person_15To19Years_Employed_Manager,,
country/MNG,2017,6893,dcid:Count_Person_15To19Years_Employed_Manager,,
country/MNG,2018,9596,dcid:Count_Person_15To19Years_Employed_Manager,,
country/MNG,2019,12666,dcid:Count_Person_15To19Years_Employed_Manager,,
country/MNG,2020,13989,dcid:Count_Person_15To19Years_Employed_Manager,,
country/MNG,2021,8503,dcid:Count_Person_15To19Years_Employed_Manager,,
country/MNG,2022,4583,dcid:Count_Person_15To19Years_Employed_Manager,,
country/MNG,2023,126,dcid:Count_Person_15To19Years_Employed_Manager,,
country/MNG,2024,67047,dcid:Count_Person_15To19Years_Employed_Manager,,
country/MNG,2009,1658,dcid:Count_Person_20To24Years_Employed_Manager,,
country/MNG,2010,0,dcid:Count_Person_20To24Years_Employed_Manager,,
country/MNG,2011,81816,dcid:Count_Person_20To24Years_Employed_Manager,,
country/MNG,2012,481,dcid:Count_Person_20To24Years_Employed_Manager,,
country/MNG,2013,504,dcid:Count_Person_20To24Years_Employed_Manager,,
country/MNG,2014,990,dcid:Count_Person_20To24Years_Employed_Manager,,
country/MNG,2015,4120,dcid:Count_Person_20To24Years_Employed_Manager,,
country/MNG,2016,6183,dcid:Count_Person_20To24Years_Employed_Manager,,
country/MNG,2017,9646,dcid:Count_Person_20To24Years_Employed_Manager,,
country/MNG,2018,10279,dcid:Count_Person_20To24Years_Employed_Manager,,
country/MNG,2019,15374,dcid:Count_Person_20To24Years_Employed_Manager,,
country/MNG,2020,13039,dcid:Count_Person_20To24Years_Employed_Manager,,
country/MNG,2021,9407,dcid:Count_Person_20To24Years_Employed_Manager,,
country/MNG,2022,3284,dcid:Count_Person_20To24Years_Employed_Manager,,
country/MNG,2023,0,dcid:Count_Person_20To24Years_Employed_Manager,,
country/MNG,2024,73306,dcid:Count_Person_20To24Years_Employed_Manager,,
country/MNG,2009,2658,dcid:Count_Person_25To29Years_Employed_Manager,,
country/MNG,2010,0,dcid:Count_Person_25To29Years_Employed_Manager,,
country/MNG,2011,81566,dcid:Count_Person_25To29Years_Employed_Manager,,
country/MNG,2012,629,dcid:Count_Person_25To29Years_Employed_Manager,,
country/MNG,2013,1393,dcid:Count_Person_25To29Years_Employed_Manager,,
country/MNG,2014,1737,dcid:Count_Person_25To29Years_Employed_Manager,,
country/MNG,2015,5520,dcid:Count_Person_25To29Years_Employed_Manager,,
country/MNG,2016,8706,dcid:Count_Person_25To29Years_Employed_Manager,,
country/MNG,2017,7051,dcid:Count_Person_25To29Years_Employed_Manager,,
country/MNG,2018,9967,dcid:Count_Person_25To29Years_Employed_Manager,,
country/MNG,2019,17045,dcid:Count_Person_25To29Years_Employed_Manager,,
country/MNG,2020,14543,dcid:Count_Person_25To29Years_Employed_Manager,,
country/MNG,2021,13567,dcid:Count_Person_25To29Years_Employed_Manager,,
country/MNG,2022,1658,dcid:Count_Person_25To29Years_Employed_Manager,,
country/MNG,2023,0,dcid:Count_Person_25To29Years_Employed_Manager,,
country/MNG,2024,81816,dcid:Count_Person_25To29Years_Employed_Manager,,
country/MNG,2009,3662,dcid:Count_Person_30To34Years_Employed_Manager,,
country/MNG,2010,83,dcid:Count_Person_30To34Years_Employed_Manager,,
country/MNG,2011,71649,dcid:Count_Person_30To34Years_Employed_Manager,,
country/MNG,2012,704,dcid:Count_Person_30To34Years_Employed_Manager,,
country/MNG,2013,1490,dcid:Count_Person_30To34Years_Employed_Manager,,
country/MNG,2014,1940,dcid:Count_Person_30To34Years_Employed_Manager,,
country/MNG,2015,3877,dcid:Count_Person_30To34Years_Employed_Manager,,
country/MNG,2016,8419,dcid:Count_Person_30To34Years_Employed_Manager,,
country/MNG,2017,9411,dcid:Count_Person_30To34Years_Employed_Manager,,
country/MNG,2018,10667,dcid:Count_Person_30To34Years_Employed_Manager,,
country/MNG,2019,11854,dcid:Count_Person_30To34Years_Employed_Manager,,
country/MNG,2020,18612,dcid:Count_Person_30To34Years_Employed_Manager,,
country/MNG,2021,11934,dcid:Count_Person_30To34Years_Employed_Manager,,
country/MNG,2022,2658,dcid:Count_Person_30To34Years_Employed_Manager,,
country/MNG,2023,0,dcid:Count_Person_30To34Years_Employed_Manager,,
country/MNG,2024,81566,dcid:Count_Person_30To34Years_Employed_Manager,,
country/MNG,2009,3465,dcid:Count_Person_35To39Years_Employed_Manager,,
