Year,Geo,StatVar,ObsDate,ObsPeriod,Quantity
2004,geoId/56,Count_CriminalIncidents_BiasMotivationRace_IsHateCrime,2004,P1Y,2
2004,geoId/56,Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime,2004,P1Y,1
2004,geoId/56,Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime,2004,P1Y,0
2004,geoId/56,Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime,2004,P1Y,1
2004,geoId/56,Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime,2004,P1Y,0
2004,geoId/5613150,Count_CriminalIncidents_BiasMotivationRace_IsHateCrime,2004,P1Y,1
2004,geoId/5613150,Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime,2004,P1Y,0
2004,geoId/5613150,Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime,2004,P1Y,0
2004,geoId/5613150,Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime,2004,P1Y,0
2004,geoId/5613150,Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime,2004,P1Y,0
2004,geoId/5613900,Count_CriminalIncidents_BiasMotivationRace_IsHateCrime,2004,P1Y,0
2004,geoId/5613900,Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime,2004,P1Y,1
2004,geoId/5613900,Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime,2004,P1Y,0
2004,geoId/5613900,Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime,2004,P1Y,0
2004,geoId/5613900,Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime,2004,P1Y,0
2004,geoId/5631855,Count_CriminalIncidents_BiasMotivationRace_IsHateCrime,2004,P1Y,1
2004,geoId/5631855,Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime,2004,P1Y,0
2004,geoId/5631855,Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime,2004,P1Y,0
2004,geoId/5631855,Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime,2004,P1Y,0
2004,geoId/5631855,Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime,2004,P1Y,0
2004,geoId/5633740,Count_CriminalIncidents_BiasMotivationRace_IsHateCrime,2004,P1Y,0
2004,geoId/5633740,Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime,2004,P1Y,0
2004,geoId/5633740,Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime,2004,P1Y,0
2004,geoId/5633740,Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime,2004,P1Y,1
2004,geoId/5633740,Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime,2004,P1Y,0
