"Name","Region ID"
"T1","Distribution of Population by Sex, residence area and  County"
"T2","Distribution of Population by Number of Households, Residence Area and County"
"T3","Distribution of Population by Land Area, Population Density, Residence Area and County"
"Name","Region ID"
"C1","Kenya"
"C2","Mombasa"
"C3","Kwale"
"C4","Kilifi"
"C5","Tana River"
"C6","Lamu"
"C7","Taita Taveta"
"C8","Garissa"
"C9","Wajir"
"C10","Mandera"
"C11","Marsabit"
"C12","Isiolo"
"C13","Meru"
"C14","Tharaka-Nithi"
"C15","Embu"
"C16","Kitui"
"C17","Machakos"
"C18","Makueni"
"C19","Nyandarua"
"C20","Nyeri"
"C21","Kirinyaga"
"C22","Murang'a"
"C23","Kiambu"
"C24","Turkana"
"C25","West Pokot"
"C26","Samburu"
"C27","Trans-Nzoia"
"C28","Uasin-Gishu"
"C29","Elgeyo-Marakwet"
"C30","Nandi"
"C31","Baringo"
"C32","Laikipia"
"C33","Nakuru"
"C34","Narok"
"C35","Kajiado"
"C36","Kericho"
"C37","Bomet"
"C38","Kakamega"
"C39","Vihiga"
"C40","Bungoma"
"C41","Busia"
"C42","Siaya"
"C43","Kisumu"
"C44","Homa-Bay"
"C45","Migori"
"C46","Kisii"
"C47","Nyamira"
"C48","Nairobi"
"Name","Region ID"
"T","Total"
"M","Male"
"F","Female"
"I","Intersex"
"Name","Region ID"
"T","Total"
"H1","Conventional"
"H2","Group Quarters"
"Name","Region ID"
"T","Kenya"
"U","Urban"
"R","Rural"
"Name","Region ID"
"T","Total"
"M1","Land Area Sq. Km"
"M2","Density Persons per Sq. Km"
