Year,Geo,StatVar,Quantity
2020,country/USA,Offense_Count_CriminalIncidents_IsHateCrime,11129
2020,country/USA,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime,22
2020,country/USA,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime,21
2020,country/USA,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime,1390
2020,country/USA,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime,2166
2020,country/USA,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime,4119
2020,country/USA,Offense_Count_CriminalIncidents_OtherCrimesAgainstPerson_IsHateCrime,32
2020,country/USA,Offense_Count_CriminalIncidents_Robbery_IsHateCrime,140
2020,country/USA,Offense_Count_CriminalIncidents_Burglary_IsHateCrime,132
2020,country/USA,Offense_Count_CriminalIncidents_LarcenyTheft_IsHateCrime,362
2020,country/USA,Offense_Count_CriminalIncidents_MotorVehicleTheft_IsHateCrime,34
2020,country/USA,Offense_Count_CriminalIncidents_Arson_IsHateCrime,67
2020,country/USA,Offense_Count_CriminalIncidents_DestructionOrDamageOrVandalismOfProperty_IsHateCrime,2333
2020,country/USA,Offense_Count_CriminalIncidents_OtherCrimesAgainstProperty_IsHateCrime,79
2020,country/USA,Offense_Count_CriminalIncidents_CrimeAgainstSociety_IsHateCrime,232
2020,geoId/01,Offense_Count_CriminalIncidents_IsHateCrime,33
2020,geoId/01,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime,0
2020,geoId/01,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime,0
2020,geoId/01,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime,2
2020,geoId/01,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime,3
2020,geoId/01,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime,4
2020,geoId/01,Offense_Count_CriminalIncidents_OtherCrimesAgainstPerson_IsHateCrime,0
2020,geoId/01,Offense_Count_CriminalIncidents_Robbery_IsHateCrime,0
2020,geoId/01,Offense_Count_CriminalIncidents_Burglary_IsHateCrime,2
2020,geoId/01,Offense_Count_CriminalIncidents_LarcenyTheft_IsHateCrime,3
2020,geoId/01,Offense_Count_CriminalIncidents_MotorVehicleTheft_IsHateCrime,0
2020,geoId/01,Offense_Count_CriminalIncidents_Arson_IsHateCrime,0
2020,geoId/01,Offense_Count_CriminalIncidents_DestructionOrDamageOrVandalismOfProperty_IsHateCrime,4
2020,geoId/01,Offense_Count_CriminalIncidents_OtherCrimesAgainstProperty_IsHateCrime,1
2020,geoId/01,Offense_Count_CriminalIncidents_CrimeAgainstSociety_IsHateCrime,14
2020,geoId/02,Offense_Count_CriminalIncidents_IsHateCrime,10
2020,geoId/02,Offense_Count_CriminalIncidents_MurderAndNonNegligentManslaughter_IsHateCrime,0
2020,geoId/02,Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime,1
2020,geoId/02,Offense_Count_CriminalIncidents_AggravatedAssault_IsHateCrime,5
2020,geoId/02,Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime,3
2020,geoId/02,Offense_Count_CriminalIncidents_Intimidation_IsHateCrime,0
2020,geoId/02,Offense_Count_CriminalIncidents_OtherCrimesAgainstPerson_IsHateCrime,0
2020,geoId/02,Offense_Count_CriminalIncidents_Robbery_IsHateCrime,1
2020,geoId/02,Offense_Count_CriminalIncidents_Burglary_IsHateCrime,0
2020,geoId/02,Offense_Count_CriminalIncidents_LarcenyTheft_IsHateCrime,0
2020,geoId/02,Offense_Count_CriminalIncidents_MotorVehicleTheft_IsHateCrime,0
2020,geoId/02,Offense_Count_CriminalIncidents_Arson_IsHateCrime,0
2020,geoId/02,Offense_Count_CriminalIncidents_DestructionOrDamageOrVandalismOfProperty_IsHateCrime,0
2020,geoId/02,Offense_Count_CriminalIncidents_OtherCrimesAgainstProperty_IsHateCrime,0
2020,geoId/02,Offense_Count_CriminalIncidents_CrimeAgainstSociety_IsHateCrime,0
