"Commodity Code","Country or Area Code","Country or Area","Transaction Code","Commodity - Transaction Code","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"ES","4","Afghanistan","01","ES01","Electricity - total solar production","2019","Kilowatt-hours, million","20.77",""
"ES","12","Algeria","01","ES01","Electricity - total solar production","2018","Kilowatt-hours, million","62","1"
"ES","12","Algeria","01","ES01","Electricity - total solar production","2017","Kilowatt-hours, million","50","1"
"ES","12","Algeria","01","ES01","Electricity - total solar production","2016","Kilowatt-hours, million","14",""
"ES","12","Algeria","01","ES01","Electricity - total solar production","2015","Kilowatt-hours, million","58",""
"ES","16","American Samoa","01","ES01","Electricity - total solar production","2019","Kilowatt-hours, million","4.8","1"
"ES","16","American Samoa","01","ES01","Electricity - total solar production","2018","Kilowatt-hours, million","4.832",""
"ES","16","American Samoa","01","ES01","Electricity - total solar production","2017","Kilowatt-hours, million","4.832",""
"ES","16","American Samoa","01","ES01","Electricity - total solar production","2016","Kilowatt-hours, million","2.92",""
"ES","16","American Samoa","01","ES01","Electricity - total solar production","2015","Kilowatt-hours, million","2.35",""
"ES","16","American Samoa","01","ES01","Electricity - total solar production","2014","Kilowatt-hours, million","2.37",""
"ES","16","American Samoa","01","ES01","Electricity - total solar production","2013","Kilowatt-hours, million","2.419",""
"ES","16","American Samoa","01","ES01","Electricity - total solar production","2012","Kilowatt-hours, million","1.409",""
"ES","16","American Samoa","01","ES01","Electricity - total solar production","2011","Kilowatt-hours, million","0",""
"ES","20","Andorra","01","ES01","Electricity - total solar production","2019","Kilowatt-hours, million","1.2","1"
"ES","20","Andorra","01","ES01","Electricity - total solar production","2018","Kilowatt-hours, million","0.9","1"
"ES","20","Andorra","01","ES01","Electricity - total solar production","2017","Kilowatt-hours, million","0.7",""
"ES","20","Andorra","01","ES01","Electricity - total solar production","2016","Kilowatt-hours, million","0.3",""
"ES","20","Andorra","01","ES01","Electricity - total solar production","2015","Kilowatt-hours, million","0.2",""
"ES","20","Andorra","01","ES01","Electricity - total solar production","2014","Kilowatt-hours, million","0.2",""
"ES","24","Angola","01","ES01","Electricity - total solar production","2018","Kilowatt-hours, million","18",""
"ES","24","Angola","01","ES01","Electricity - total solar production","2017","Kilowatt-hours, million","18",""
"ES","24","Angola","01","ES01","Electricity - total solar production","2016","Kilowatt-hours, million","18",""
"ES","24","Angola","01","ES01","Electricity - total solar production","2015","Kilowatt-hours, million","18",""
"ES","24","Angola","01","ES01","Electricity - total solar production","2014","Kilowatt-hours, million","17",""
"ES","24","Angola","01","ES01","Electricity - total solar production","2013","Kilowatt-hours, million","15",""
"ES","24","Angola","01","ES01","Electricity - total solar production","2012","Kilowatt-hours, million","14",""
"ES","24","Angola","01","ES01","Electricity - total solar production","2011","Kilowatt-hours, million","11",""
"ES","24","Angola","01","ES01","Electricity - total solar production","2010","Kilowatt-hours, million","10",""
"ES","660","Anguilla","01","ES01","Electricity - total solar production","2019","Kilowatt-hours, million","0.3","1"
"ES","660","Anguilla","01","ES01","Electricity - total solar production","2018","Kilowatt-hours, million","0.3","1"
"ES","660","Anguilla","01","ES01","Electricity - total solar production","2017","Kilowatt-hours, million","0.3","1"
"ES","660","Anguilla","01","ES01","Electricity - total solar production","2016","Kilowatt-hours, million","0.5","1"
"ES","660","Anguilla","01","ES01","Electricity - total solar production","2015","Kilowatt-hours, million","0.2","1"
"ES","28","Antigua and Barbuda","01","ES01","Electricity - total solar production","2019","Kilowatt-hours, million","13","1"
"ES","28","Antigua and Barbuda","01","ES01","Electricity - total solar production","2018","Kilowatt-hours, million","13",""
"ES","28","Antigua and Barbuda","01","ES01","Electricity - total solar production","2017","Kilowatt-hours, million","9",""
"ES","28","Antigua and Barbuda","01","ES01","Electricity - total solar production","2016","Kilowatt-hours, million","9",""
"ES","28","Antigua and Barbuda","01","ES01","Electricity - total solar production","2015","Kilowatt-hours, million","7",""
"ES","28","Antigua and Barbuda","01","ES01","Electricity - total solar production","2014","Kilowatt-hours, million","2",""
"ES","28","Antigua and Barbuda","01","ES01","Electricity - total solar production","2013","Kilowatt-hours, million","2",""
"ES","28","Antigua and Barbuda","01","ES01","Electricity - total solar production","2012","Kilowatt-hours, million","2",""
"ES","28","Antigua and Barbuda","01","ES01","Electricity - total solar production","2011","Kilowatt-hours, million","1",""
"ES","32","Argentina","01","ES01","Electricity - total solar production","2019","Kilowatt-hours, million","800",""
"ES","32","Argentina","01","ES01","Electricity - total solar production","2018","Kilowatt-hours, million","108",""
"ES","32","Argentina","01","ES01","Electricity - total solar production","2017","Kilowatt-hours, million","16",""
"ES","32","Argentina","01","ES01","Electricity - total solar production","2016","Kilowatt-hours, million","14",""
"ES","32","Argentina","01","ES01","Electricity - total solar production","2015","Kilowatt-hours, million","15",""
"ES","32","Argentina","01","ES01","Electricity - total solar production","2014","Kilowatt-hours, million","16",""
"ES","32","Argentina","01","ES01","Electricity - total solar production","2013","Kilowatt-hours, million","15",""
"ES","32","Argentina","01","ES01","Electricity - total solar production","2012","Kilowatt-hours, million","8",""
"ES","32","Argentina","01","ES01","Electricity - total solar production","2011","Kilowatt-hours, million","2",""
"ES","32","Argentina","01","ES01","Electricity - total solar production","2010","Kilowatt-hours, million","0.09",""
"ES","51","Armenia","01","ES01","Electricity - total solar production","2018","Kilowatt-hours, million","19.463",""
"ES","51","Armenia","01","ES01","Electricity - total solar production","2017","Kilowatt-hours, million","2.743",""
"ES","51","Armenia","01","ES01","Electricity - total solar production","2016","Kilowatt-hours, million","1",""
"ES","51","Armenia","01","ES01","Electricity - total solar production","2015","Kilowatt-hours, million","1",""
"ES","36","Australia","01","ES01","Electricity - total solar production","2018","Kilowatt-hours, million","9929",""
"ES","36","Australia","01","ES01","Electricity - total solar production","2017","Kilowatt-hours, million","8071",""
"ES","36","Australia","01","ES01","Electricity - total solar production","2016","Kilowatt-hours, million","6209",""
"ES","36","Australia","01","ES01","Electricity - total solar production","2015","Kilowatt-hours, million","5023",""
"ES","36","Australia","01","ES01","Electricity - total solar production","2014","Kilowatt-hours, million","4010",""
"ES","36","Australia","01","ES01","Electricity - total solar production","2013","Kilowatt-hours, million","3475",""
"ES","36","Australia","01","ES01","Electricity - total solar production","2012","Kilowatt-hours, million","2325",""
"ES","36","Australia","01","ES01","Electricity - total solar production","2011","Kilowatt-hours, million","1391",""
"ES","36","Australia","01","ES01","Electricity - total solar production","2010","Kilowatt-hours, million","389",""
"ES","40","Austria","01","ES01","Electricity - total solar production","2018","Kilowatt-hours, million","1438",""
"ES","40","Austria","01","ES01","Electricity - total solar production","2017","Kilowatt-hours, million","1269",""
"ES","40","Austria","01","ES01","Electricity - total solar production","2016","Kilowatt-hours, million","1096",""
"ES","40","Austria","01","ES01","Electricity - total solar production","2015","Kilowatt-hours, million","937",""
"ES","40","Austria","01","ES01","Electricity - total solar production","2014","Kilowatt-hours, million","785",""
"ES","40","Austria","01","ES01","Electricity - total solar production","2013","Kilowatt-hours, million","626",""
"ES","40","Austria","01","ES01","Electricity - total solar production","2012","Kilowatt-hours, million","337",""
"ES","40","Austria","01","ES01","Electricity - total solar production","2011","Kilowatt-hours, million","174",""
"ES","40","Austria","01","ES01","Electricity - total solar production","2010","Kilowatt-hours, million","89",""
"ES","31","Azerbaijan","01","ES01","Electricity - total solar production","2018","Kilowatt-hours, million","39.3",""
"ES","31","Azerbaijan","01","ES01","Electricity - total solar production","2017","Kilowatt-hours, million","37",""
"ES","31","Azerbaijan","01","ES01","Electricity - total solar production","2016","Kilowatt-hours, million","35",""
"ES","31","Azerbaijan","01","ES01","Electricity - total solar production","2015","Kilowatt-hours, million","5",""
"ES","31","Azerbaijan","01","ES01","Electricity - total solar production","2014","Kilowatt-hours, million","3",""
"ES","31","Azerbaijan","01","ES01","Electricity - total solar production","2013","Kilowatt-hours, million","1",""
"ES","48","Bahrain","01","ES01","Electricity - total solar production","2018","Kilowatt-hours, million","9","1"
"ES","48","Bahrain","01","ES01","Electricity - total solar production","2017","Kilowatt-hours, million","9","1"
"ES","48","Bahrain","01","ES01","Electricity - total solar production","2016","Kilowatt-hours, million","9",""
"ES","48","Bahrain","01","ES01","Electricity - total solar production","2015","Kilowatt-hours, million","9",""
"ES","50","Bangladesh","01","ES01","Electricity - total solar production","2018","Kilowatt-hours, million","291.3",""
"ES","50","Bangladesh","01","ES01","Electricity - total solar production","2017","Kilowatt-hours, million","268.3",""
"ES","50","Bangladesh","01","ES01","Electricity - total solar production","2016","Kilowatt-hours, million","233",""
"ES","50","Bangladesh","01","ES01","Electricity - total solar production","2015","Kilowatt-hours, million","210",""
"ES","50","Bangladesh","01","ES01","Electricity - total solar production","2014","Kilowatt-hours, million","173",""
"ES","50","Bangladesh","01","ES01","Electricity - total solar production","2013","Kilowatt-hours, million","136",""
"ES","52","Barbados","01","ES01","Electricity - total solar production","2018","Kilowatt-hours, million","44.09",""
"ES","52","Barbados","01","ES01","Electricity - total solar production","2017","Kilowatt-hours, million","37.74",""
"ES","52","Barbados","01","ES01","Electricity - total solar production","2016","Kilowatt-hours, million","26.55",""
"ES","52","Barbados","01","ES01","Electricity - total solar production","2015","Kilowatt-hours, million","14",""
"ES","52","Barbados","01","ES01","Electricity - total solar production","2014","Kilowatt-hours, million","10",""
"ES","52","Barbados","01","ES01","Electricity - total solar production","2013","Kilowatt-hours, million","4",""
"ES","52","Barbados","01","ES01","Electricity - total solar production","2012","Kilowatt-hours, million","3",""
"ES","52","Barbados","01","ES01","Electricity - total solar production","2011","Kilowatt-hours, million","3",""
"ES","52","Barbados","01","ES01","Electricity - total solar production","2010","Kilowatt-hours, million","2",""
"ES","112","Belarus","01","ES01","Electricity - total solar production","2019","Kilowatt-hours, million","179",""
"ES","112","Belarus","01","ES01","Electricity - total solar production","2018","Kilowatt-hours, million","118",""
"ES","112","Belarus","01","ES01","Electricity - total solar production","2017","Kilowatt-hours, million","89",""
"ES","112","Belarus","01","ES01","Electricity - total solar production","2016","Kilowatt-hours, million","28",""
"ES","112","Belarus","01","ES01","Electricity - total solar production","2015","Kilowatt-hours, million","8",""
"ES","112","Belarus","01","ES01","Electricity - total solar production","2014","Kilowatt-hours, million","1",""
"ES","56","Belgium","01","ES01","Electricity - total solar production","2018","Kilowatt-hours, million","3902",""
"ES","56","Belgium","01","ES01","Electricity - total solar production","2017","Kilowatt-hours, million","3307",""
"ES","56","Belgium","01","ES01","Electricity - total solar production","2016","Kilowatt-hours, million","3095",""
"ES","56","Belgium","01","ES01","Electricity - total solar production","2015","Kilowatt-hours, million","3056",""
"ES","56","Belgium","01","ES01","Electricity - total solar production","2014","Kilowatt-hours, million","2886",""
"ES","56","Belgium","01","ES01","Electricity - total solar production","2013","Kilowatt-hours, million","2644",""
