Year,StatVar,Quantity
2015,Offense_Count_CriminalIncidents_IsHateCrime,6885
2015,Offense_Count_CriminalIncidents_IsHateCrime_VictimTypePerson,5725.0
2015,Offense_Count_CriminalIncidents_IsHateCrime_VictimTypeBusiness,310.0
2015,Offense_Count_CriminalIncidents_IsHateCrime_VictimTypeGovernment,144.0
2015,Offense_Count_CriminalIncidents_IsHateCrime_VictimTypeReligiousOrganization,188.0
2015,Offense_Count_CriminalIncidents_IsHateCrime_VictimTypeSociety,65.0
2015,Offense_Count_CriminalIncidents_IsHateCrime_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType,453.0
2015,Offense_Count_CriminalIncidents_CrimeAgainstPerson_IsHateCrime,4482
2015,Offense_Count_CriminalIncidents_CrimeAgainstPerson_IsHateCrime_VictimTypePerson,4482.0
2015,Offense_Count_CriminalIncidents_CrimeAgainstProperty_IsHateCrime,2338
2015,Offense_Count_CriminalIncidents_CrimeAgainstProperty_IsHateCrime_VictimTypePerson,1243.0
2015,Offense_Count_CriminalIncidents_CrimeAgainstProperty_IsHateCrime_VictimTypeBusiness,310.0
2015,Offense_Count_CriminalIncidents_CrimeAgainstProperty_IsHateCrime_VictimTypeGovernment,144.0
2015,Offense_Count_CriminalIncidents_CrimeAgainstProperty_IsHateCrime_VictimTypeReligiousOrganization,188.0
2015,Offense_Count_CriminalIncidents_CrimeAgainstProperty_IsHateCrime_VictimTypeSociety,0.0
2015,Offense_Count_CriminalIncidents_CrimeAgainstProperty_IsHateCrime_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType,453.0
2015,Offense_Count_CriminalIncidents_Robbery_IsHateCrime,120
2015,Offense_Count_CriminalIncidents_Robbery_IsHateCrime_VictimTypePerson,119.0
2015,Offense_Count_CriminalIncidents_Robbery_IsHateCrime_VictimTypeBusiness,1.0
2015,Offense_Count_CriminalIncidents_Robbery_IsHateCrime_VictimTypeGovernment,0.0
2015,Offense_Count_CriminalIncidents_Robbery_IsHateCrime_VictimTypeReligiousOrganization,0.0
2015,Offense_Count_CriminalIncidents_Robbery_IsHateCrime_VictimTypeSociety,0.0
2015,Offense_Count_CriminalIncidents_Robbery_IsHateCrime_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType,0.0
2015,Offense_Count_CriminalIncidents_Burglary_IsHateCrime,147
2015,Offense_Count_CriminalIncidents_Burglary_IsHateCrime_VictimTypePerson,95.0
2015,Offense_Count_CriminalIncidents_Burglary_IsHateCrime_VictimTypeBusiness,16.0
2015,Offense_Count_CriminalIncidents_Burglary_IsHateCrime_VictimTypeGovernment,1.0
2015,Offense_Count_CriminalIncidents_Burglary_IsHateCrime_VictimTypeReligiousOrganization,14.0
2015,Offense_Count_CriminalIncidents_Burglary_IsHateCrime_VictimTypeSociety,0.0
2015,Offense_Count_CriminalIncidents_Burglary_IsHateCrime_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType,21.0
2015,Offense_Count_CriminalIncidents_LarcenyTheft_IsHateCrime,255
2015,Offense_Count_CriminalIncidents_LarcenyTheft_IsHateCrime_VictimTypePerson,166.0
2015,Offense_Count_CriminalIncidents_LarcenyTheft_IsHateCrime_VictimTypeBusiness,57.0
2015,Offense_Count_CriminalIncidents_LarcenyTheft_IsHateCrime_VictimTypeGovernment,2.0
2015,Offense_Count_CriminalIncidents_LarcenyTheft_IsHateCrime_VictimTypeReligiousOrganization,8.0
2015,Offense_Count_CriminalIncidents_LarcenyTheft_IsHateCrime_VictimTypeSociety,0.0
2015,Offense_Count_CriminalIncidents_LarcenyTheft_IsHateCrime_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType,22.0
2015,Offense_Count_CriminalIncidents_MotorVehicleTheft_IsHateCrime,22
2015,Offense_Count_CriminalIncidents_MotorVehicleTheft_IsHateCrime_VictimTypePerson,21.0
2015,Offense_Count_CriminalIncidents_MotorVehicleTheft_IsHateCrime_VictimTypeBusiness,1.0
2015,Offense_Count_CriminalIncidents_MotorVehicleTheft_IsHateCrime_VictimTypeGovernment,0.0
2015,Offense_Count_CriminalIncidents_MotorVehicleTheft_IsHateCrime_VictimTypeReligiousOrganization,0.0
2015,Offense_Count_CriminalIncidents_MotorVehicleTheft_IsHateCrime_VictimTypeSociety,0.0
2015,Offense_Count_CriminalIncidents_MotorVehicleTheft_IsHateCrime_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType,0.0
2015,Offense_Count_CriminalIncidents_Arson_IsHateCrime,30
2015,Offense_Count_CriminalIncidents_Arson_IsHateCrime_VictimTypePerson,16.0
