StateName,DistrictName,StationName,WaterStationLatitude,WaterStationLongitude,DistrictCode,dcid,WaterSource
Andhra Pradesh,Anantapur,Tadipatri,14.25,78.0,502,india_wris/502_Tadipatri,dcs:SurfaceWater
Andhra Pradesh,East Godavari,Polavaram,17.24583333,81.65972222,505,india_wris/505_Polavaram,dcs:SurfaceWater
Andhra Pradesh,Guntur,Vijayawada,16.50111111,80.625,506,india_wris/506_Vijayawada,dcs:SurfaceWater
Andhra Pradesh,Guntur,Wadenepally,16.79416667,80.07305556,506,india_wris/506_Wadenepally,dcs:SurfaceWater
Andhra Pradesh,Krishna,Keesara,16.71472222,80.32027778,510,india_wris/510_Keesara,dcs:SurfaceWater
Andhra Pradesh,Krishna,Paleru Bridge,16.94888889,80.04916667,510,india_wris/510_PaleruBridge,dcs:SurfaceWater
Andhra Pradesh,Spsr Nellore,Naidupet,13.94833333,79.89611111,515,india_wris/515_Naidupet,dcs:SurfaceWater
Andhra Pradesh,Spsr Nellore,Nellore Cwc,14.45,79.98333333,515,india_wris/515_NelloreCwc,dcs:SurfaceWater
Andhra Pradesh,Spsr Nellore,Sulurpet,13.70777778,80.01,515,india_wris/515_Sulurpet,dcs:SurfaceWater
Andhra Pradesh,Srikakulam,Srikakulam,18.31333333,83.88833333,519,india_wris/519_Srikakulam,dcs:SurfaceWater
Andhra Pradesh,Y.S.R.,Alladupalli,14.25,78.66666667,504,india_wris/504_Alladupalli,dcs:SurfaceWater
Andhra Pradesh,Y.S.R.,Chennur,14.57388889,78.77166667,504,india_wris/504_Chennur,dcs:SurfaceWater
Andhra Pradesh,Y.S.R.,Kamalapuram,14.59277778,78.17583333,504,india_wris/504_Kamalapuram,dcs:SurfaceWater
Andhra Pradesh,Y.S.R.,Nandipalli,14.71527778,79.01777778,504,india_wris/504_Nandipalli,dcs:SurfaceWater
Andhra Pradesh,Y.S.R.,Singavaram,14.63333333,78.16666667,504,india_wris/504_Singavaram,dcs:SurfaceWater
Arunachal Pradesh,Changlang,Miao,27.48694444,96.20944444,229,india_wris/229_Miao,dcs:SurfaceWater
Arunachal Pradesh,East Kameng,Seppa,27.35583333,93.04527778,231,india_wris/231_Seppa,dcs:SurfaceWater
Arunachal Pradesh,East Siang,Passighat,28.07305556,95.34027778,232,india_wris/232_Passighat,dcs:SurfaceWater
Arunachal Pradesh,Lohit,Tezu,27.91083333,96.17055556,234,india_wris/234_Tezu,dcs:SurfaceWater
Arunachal Pradesh,Lower Subansiri,Yazali,27.38388889,93.7575,236,india_wris/236_Yazali,dcs:SurfaceWater
Arunachal Pradesh,Namsai,Namsai,27.66611111,95.83027778,678,india_wris/678_Namsai,dcs:SurfaceWater
Arunachal Pradesh,Upper Siang,Tuting,28.99055556,94.895,240,india_wris/240_Tuting,dcs:SurfaceWater
Arunachal Pradesh,Upper Subansiri,Daporizo,27.98944444,94.22805556,241,india_wris/241_Daporizo,dcs:SurfaceWater
Arunachal Pradesh,Upper Subansiri,Lemeking,28.37194444,93.56666667,241,india_wris/241_Lemeking,dcs:SurfaceWater
Arunachal Pradesh,West Siang,Kabu Basti (Kambang),28.19277778,94.77027778,243,india_wris/243_KabuBastiKambang,dcs:SurfaceWater
Assam,Baksa,Drf,26.8,91.7,616,india_wris/616_Drf,dcs:SurfaceWater
Assam,Baksa,Matunga,26.77055556,91.55,616,india_wris/616_Matunga,dcs:SurfaceWater
Assam,Barpeta,Beki Road Bridge,26.49444444,90.91527778,280,india_wris/280_BekiRoadBridge,dcs:SurfaceWater
Assam,Bongaigaon,Manas N H Crossing,26.46416667,90.74888889,281,india_wris/281_ManasNHCrossing,dcs:SurfaceWater
Assam,Cachar,Annapurnaghat,24.83138889,92.79611111,282,india_wris/282_Annapurnaghat,dcs:SurfaceWater
Assam,Cachar,Ap Ghat,24.83277778,92.79166667,282,india_wris/282_ApGhat,dcs:SurfaceWater
Assam,Cachar,B.P.Ghat,24.87555556,92.58333333,282,india_wris/282_BPGhat,dcs:SurfaceWater
Assam,Cachar,Dholai,24.58611111,92.84222222,282,india_wris/282_Dholai,dcs:SurfaceWater
Assam,Cachar,Fulertal,24.78861111,93.01888889,282,india_wris/282_Fulertal,dcs:SurfaceWater
Assam,Cachar,Gumra,25.01194444,92.51,282,india_wris/282_Gumra,dcs:SurfaceWater
Assam,Cachar,Monierkhal,24.6375,92.90416667,282,india_wris/282_Monierkhal,dcs:SurfaceWater
Assam,Cachar,Tulargram,24.71194444,92.88388889,282,india_wris/282_Tulargram,dcs:SurfaceWater
Assam,Darrang,Suklai,26.63777778,91.71527778,283,india_wris/283_Suklai,dcs:SurfaceWater
Assam,Dibrugarh,Chenimari (Khowang),27.31143889,94.88262222,286,india_wris/286_ChenimariKhowang,dcs:SurfaceWater
Assam,Dibrugarh,Dibrugarh,27.49888889,94.85583333,286,india_wris/286_Dibrugarh,dcs:SurfaceWater
Assam,Dibrugarh,Dillighat,27.14,95.37,286,india_wris/286_Dillighat,dcs:SurfaceWater
Assam,Dibrugarh,Naharkatia,27.30045833,95.33081389,286,india_wris/286_Naharkatia,dcs:SurfaceWater
Assam,Goalpara,Dudhnai,25.97916667,90.79444444,287,india_wris/287_Dudhnai,dcs:SurfaceWater
Assam,Goalpara,Pancharatna,26.19888889,90.57722222,287,india_wris/287_Pancharatna,dcs:SurfaceWater
Assam,Golaghat,Gelabil,26.2375,93.98361111,288,india_wris/288_Gelabil,dcs:SurfaceWater
Assam,Golaghat,Golaghat,26.50332778,93.95188333,288,india_wris/288_Golaghat,dcs:SurfaceWater
Assam,Golaghat,Numaligarh,26.63118056,93.73041944,288,india_wris/288_Numaligarh,dcs:SurfaceWater
Assam,Hailakandi,Matijuri,24.64805556,92.61138889,289,india_wris/289_Matijuri,dcs:SurfaceWater
Assam,Hailakandi,Matizuri,24.66666667,92.61277778,289,india_wris/289_Matizuri,dcs:SurfaceWater
Assam,Jorhat,Neamatighat,26.87,94.25222222,290,india_wris/290_Neamatighat,dcs:SurfaceWater
Assam,Kamrup,Kulsi,25.97916667,91.39166667,291,india_wris/291_Kulsi,dcs:SurfaceWater
Assam,Kamrup Metro,Sonapur,26.11527778,91.98472222,618,india_wris/618_Sonapur,dcs:SurfaceWater
Assam,Kamrup,Pandu,26.16833333,91.67166667,291,india_wris/291_Pandu,dcs:SurfaceWater
Assam,Kamrup,Puthimari Nh Rd Xing,26.3675,91.65194444,291,india_wris/291_PuthimariNhRdXing,dcs:SurfaceWater
Assam,Karbi Anglong,Bokajan,26.01611111,93.78722222,292,india_wris/292_Bokajan,dcs:SurfaceWater
Assam,Karbi Anglong,Kheronighat,25.84833333,92.88833333,292,india_wris/292_Kheronighat,dcs:SurfaceWater
Assam,Karimganj,Anipur,24.54416667,92.33166667,293,india_wris/293_Anipur,dcs:SurfaceWater
Assam,Karimganj,Badarpurghat,24.86666667,92.51666667,293,india_wris/293_Badarpurghat,dcs:SurfaceWater
Assam,Karimganj,Fakirabazar,24.85166667,92.34555556,293,india_wris/293_Fakirabazar,dcs:SurfaceWater
Assam,Kokrajhar,Kokrajhar,26.39694444,90.255,294,india_wris/294_Kokrajhar,dcs:SurfaceWater
Assam,Lakhimpur,Badatighat,26.93472222,93.96222222,295,india_wris/295_Badatighat,dcs:SurfaceWater
Assam,Lakhimpur,Chouldhowaghat,27.4475,94.25277778,295,india_wris/295_Chouldhowaghat,dcs:SurfaceWater
Assam,Lakhimpur,Ranganadi Nt Road Crossing,27.204275,94.05960556,295,india_wris/295_RanganadiNtRoadCrossing,dcs:SurfaceWater
Assam,Marigaon,Dharamtul,26.16621389,92.35544167,296,india_wris/296_Dharamtul,dcs:SurfaceWater
