Year,StatVar,Quantity
2016,Offense_Count_CriminalIncidents_IsHateCrime,7321
2016,Offense_Count_CriminalIncidents_IsHateCrime_OffenderRaceWhiteAlone,2680
2016,Offense_Count_CriminalIncidents_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone,1331
2016,Offense_Count_CriminalIncidents_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone,49
2016,Offense_Count_CriminalIncidents_IsHateCrime_OffenderRaceAsianAlone,45
2016,Offense_Count_CriminalIncidents_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone,7
2016,Offense_Count_CriminalIncidents_IsHateCrime_OffenderRaceTwoOrMoreRaces,245
2016,Offense_Count_CriminalIncidents_IsHateCrime_OffenderRaceUnknownRace,1010
2016,Offense_Count_CriminalIncidents_IsHateCrime_OffenderEthnicityHispanicOrLatino,254
2016,Offense_Count_CriminalIncidents_IsHateCrime_OffenderEthnicityNotHispanicOrLatino,1026
2016,Offense_Count_CriminalIncidents_IsHateCrime_OffenderEthnicityMultipleEthnicity,38
2016,Offense_Count_CriminalIncidents_IsHateCrime_OffenderEthnicityUnknownEthnicity,2504
2016,Offense_Count_CriminalIncidents_IsHateCrime_UnknownOffender,1954
2016,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime,7227
2016,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_OffenderRaceWhiteAlone,2661
2016,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone,1307
2016,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone,49
2016,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_OffenderRaceAsianAlone,45
2016,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone,7
2016,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_OffenderRaceTwoOrMoreRaces,242
2016,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_OffenderRaceUnknownRace,993
