Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,TABLE 51: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - BANKING AND INSURANCE,,,,,
,(Constant Prices),,,,,
,(₹ Lakh),,,,,
,State/Union Territory,Base: 2004-05,,,,
,,2004-05,2005-06,2006-07,2007-08,2008-09
,Andaman & Nicobar Islands,3651,3933,4674,5781,6206
,Andhra Pradesh,599166,686842,827364,1005685,1211712
,Arunachal Pradesh,7509,9215,10364,13773,14440
,Assam,162017,181159,220648,252141,281457
,Bihar,258589,294051,351310,391497,420524
,Chandigarh,97126,113417,142687,161271,214054
,Chhattisgarh,111485,134604,173825,198957,229633
,Delhi,1636236,1832627,2309243,2712863,3091917
,Goa,68263,76607,95566,111931,125595
,Gujarat,1135300,1339300,1542800,1790600,1966000
,Haryana,303307,376132,461574,549718,614555
,Himachal Pradesh,72783,87252,113263,131662,137520
,Jammu & Kashmir,98431,113036,114449,137774,172404
,Jharkhand,137474,157655,194710,229125,244707
,Karnataka,1021207,1185341,1421159,1687647,1944778
,Kerala,606049,720111,841525,973608,1090091
,Madhya Pradesh,410720,485558,581573,655046,770643
,Maharashtra,4742586,5504910,6561571,7721515,8864735
,Manipur,9189,9946,11754,13208,13106
,Meghalaya,17585,20487,22931,24996,27740
,Mizoram,7297,8309,9913,11314,12472
,Nagaland,8371,10102,13689,16311,16089
,Odisha,251808,290097,346440,408039,477092
,Puducherry,19013,22838,29750,34327,37730
,Punjab,439206,512590,642215,726547,824906
,Rajasthan,433451,510834,644765,742878,873527
,Sikkim,4494,5639,7261,8794,9236
,Tamil Nadu,1586107,1864426,2220285,2600204,2864878
,Telangana,407282,471081,585179,733340,912758
,Tripura,16067,21100,25169,28376,30578
,Uttar Pradesh,955737,1098648,1346489,1508044,1747651
,Uttarakhand,93663,113455,137394,162803,190769
,West Bengal,1300304,1486068,1784760,2079595,2181558
