Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,TABLE 46: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - INDUSTRY,,,,,
,(Current Prices),,,,,
,(₹ Lakh),,,,,
,State/Union Territory,Base: 2004-05,,,,
,,2004-05,2005-06,2006-07,2007-08,2008-09
,Andaman & Nicobar Islands,49966,64665,91916,116443,101724
,Andhra Pradesh,2912417,3313759,4274753,5411805,5992014
,Arunachal Pradesh,111274,122073,126201,156746,205759
,Assam,1470509,1498993,1594802,1662818,2012654
,Bihar,1070590,1216416,1505852,1945585,2446270
,Chandigarh,145196,169750,244058,270051,206118
,Chhattisgarh,2122142,2240325,3180826,3741118,4772024
,Delhi,1850329,2048930,2365419,2773232,3180591
,Goa,597059,651526,789905,957746,1292285
,Gujarat,8134600,9901800,11406200,13171000,14703200
,Haryana,3151827,3566960,4060806,4591041,5357024
,Himachal Pradesh,924020,1043813,1217335,1358422,1791985
,Jammu & Kashmir,770804,856078,979470,1116499,1261349
,Jharkhand,3116179,2912404,2886178,4109087,3772638
,Karnataka,5048876,5804072,7270090,8609623,9724042
,Kerala,2734890,3146841,3550969,4104831,4432160
,Madhya Pradesh,3065808,3376158,4127025,4716915,6076656
,Maharashtra,12302195,15468346,18692648,22155606,23608969
,Manipur,188204,208863,222926,248150,245202
,Meghalaya,171471,194316,237205,300733,382030
,Mizoram,44529,59783,64208,76345,95201
,Nagaland,75230,90711,106992,119729,161498
,Odisha,2652174,2868536,3666095,4822706,5622333
,Puducherry,288801,455667,425216,461141,479491
,Punjab,2397914,2821246,3442988,4308575,4674974
,Rajasthan,3903738,4426416,5515779,6041837,7177754
,Sikkim,50154,57741,62230,75755,116468
,Tamil Nadu,6931260,8173967,9875432,10922541,11578210
,Telangana,2543308,3060144,3822140,4459921,5720908
,Tripura,215884,246585,289981,300709,364534
,Uttar Pradesh,6066009,7086443,8559463,9861884,10445300
,Uttarakhand,699584,937201,1245317,1657269,1970235
,West Bengal,4519445,4846666,5655172,6312695,6885800
