Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 42: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - CONSTRUCTION,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2004-05,,,,,
,,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15
,Andaman & Nicobar Islands,88167,89927,116058,139697,161791,-
,Andhra Pradesh,2568331,2925434,3272902,3531270,3934863,4315796
,Arunachal Pradesh,126848,170872,177106,162641,228226,267265
,Assam,751883,980372,1207478,1234060,1406698,1719382
,Bihar,1900314,2759008,3204857,3481141,4332465,5175718
,Chandigarh,132402,129623,157257,149416,162214,-
,Chhattisgarh,959843,1184310,1972150,2283751,2542761,2805972
,Delhi,1912090,1877257,2031961,2129321,2325002,2488922
,Goa,213097,214012,246168,272227,309898,-
,Gujarat,3165500,3530132,4406820,4928428,5682406,-
,Haryana,2040135,2198095,2725249,3138426,3582028,4101336
,Himachal Pradesh,727246,730546,775873,832706,896659,-
,Jammu & Kashmir,742807,756316,875868,939753,1022628,1074737
,Jharkhand,809118,1071165,1188249,1346478,1586797,1870008
,Karnataka,3082831,3873002,4512772,4864079,5405811,5902978
,Kerala,2821823,3519114,4001345,4397675,4664792,-
,Madhya Pradesh,2272221,2853082,3356342,3689229,4052878,4468340
,Maharashtra,5565753,6836807,7927714,8555310,9487771,10953362
,Manipur,190168,141558,185394,189881,207715,-
,Meghalaya,210830,231059,331810,366205,449012,490563
,Mizoram,78957,80651,96516,147574,225642,-
,Nagaland,128387,107585,147240,164173,183053,204653
,Odisha,1578871,1960122,2431848,2623069,2790102,3506082
,Puducherry,116691,130380,147658,156278,193044,205724
,Punjab,1520815,1605207,1744742,1932141,2091999,2265844
,Rajasthan,2814614,3384819,3945760,4374724,4717309,5181700
,Sikkim,61853,70880,100257,152815,213466,-
,Tamil Nadu,4545024,6036379,7141080,7631185,8421210,9725378
,Telangana,2072313,2360454,2624910,3009219,3275502,3694161
,Tripura,253339,242852,313832,341813,381609,-
,Uttar Pradesh,4704014,5223325,5727443,6508586,7327126,7984450
,Uttarakhand,587487,695064,835653,885634,1164339,1407898
,West Bengal,2431780,2903357,3111584,3211014,3446437,3947473
