Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 43: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY – CONSTRUCTION,,,,,,
,(Constant Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2004-05,,,,,
,,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15
,Andaman & Nicobar Islands,69941,73137,73268,78091,79816,-
,Andhra Pradesh,1487782,1401767,1450211,1471233,1541900,1618810
,Arunachal Pradesh,90233,112010,109682,93162,123591,137906
,Assam,572695,581817,609235,706959,803128,918855
,Bihar,1351111,1815577,1957342,1959616,2255135,2490899
,Chandigarh,90713,81435,89710,90016,90920,-
,Chhattisgarh,686329,784683,1219741,1315069,1364767,1403602
,Delhi,1135243,973876,913317,827790,785001,828075
,Goa,179351,228662,248893,274190,302293,-
,Gujarat,2570000,2796209,3043699,3348068,3727761,-
,Haryana,1347807,1362114,1488933,1563345,1696550,1803599
,Himachal Pradesh,641327,602473,616896,637493,658182,-
,Jammu & Kashmir,529444,494449,503942,513238,537935,554031
,Jharkhand,598327,698435,711857,739365,808422,883930
,Karnataka,2170017,2570310,2755446,2736235,2834104,2994238
,Kerala,2083035,2427637,2528824,2586912,2625980,-
,Madhya Pradesh,1628477,1852742,2053957,2081822,2208223,2355047
,Maharashtra,4388880,5017682,5556497,5834207,6398124,7066234
,Manipur,169450,125235,125992,123013,124996,-
,Meghalaya,136101,136179,208036,211187,236613,240433
,Mizoram,60171,59567,60342,59618,58903,-
,Nagaland,101891,81759,95271,104881,114184,124312
,Odisha,1110416,1272519,1447872,1429394,1428819,1736866
,Puducherry,93112,94437,102258,104921,107649,110378
,Punjab,1072047,1082833,1083853,1107135,1119123,1131433
,Rajasthan,1970629,2169584,2239454,2248763,2287104,2397749
,Sikkim,43594,44798,57186,78967,100290,-
,Tamil Nadu,3133919,3838614,4193375,4102094,4152170,4391537
,Telangana,1200450,1131050,1101233,1146101,1170306,1222459
,Tripura,235885,230539,267691,293159,321068,-
,Uttar Pradesh,3067822,3201964,3377853,3443019,3492193,3593466
,Uttarakhand,391200,438368,512619,521446,610966,699852
,West Bengal,1804375,1918634,1849270,2297526,2369436,2569134
