Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 46: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - INDUSTRY,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2004-05,,,,,
,,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15
,Andaman & Nicobar Islands,106622,108848,134711,160227,181502,-
,Andhra Pradesh,6499463,7482447,9048101,9250834,9809727,10722440
,Arunachal Pradesh,213008,261214,276062,260942,328120,379970
,Assam,2331321,2847084,3215919,3293012,3506806,4004764
,Bihar,2877170,4041681,4552149,4959676,5965712,6967244
,Chandigarh,261966,267028,307672,307164,326147,-
,Chhattisgarh,4289034,4837930,6142068,6614874,7240458,8009403
,Delhi,3514594,3597146,3848716,4396800,4803301,5272703
,Goa,1470020,1680386,2372844,2091571,2230719,-
,Gujarat,18047800,19581370,22736802,25212535,27428918,-
,Haryana,6671346,7491419,8223061,9350294,10303426,11375022
,Himachal Pradesh,2083306,2424469,2642446,2847351,3035201,-
,Jammu & Kashmir,1435301,1652561,1866879,2018942,2183348,2235428
,Jharkhand,4287687,5439111,5233549,5592879,6112018,6702516
,Karnataka,9821917,11770045,12911082,13769372,15167973,16410152
,Kerala,5062310,6089885,6880892,7532576,7988338,-
,Madhya Pradesh,6722750,7654823,8577329,9281915,9935760,10712992
,Maharashtra,25510812,31159109,33134250,37421893,41078861,44431113
,Manipur,259801,228090,280889,296013,321460,-
,Meghalaya,401083,454787,577143,617100,706983,776909
,Mizoram,102729,110431,128546,184122,268217,-
,Nagaland,176610,155663,200393,222777,249352,279906
,Odisha,5539558,7020921,8177933,8619071,9319771,10464940
,Puducherry,597717,593738,643800,687411,822521,956316
,Punjab,5372739,6010321,6438853,7034537,7626160,8242071
,Rajasthan,8248233,9447386,12009101,13659769,14259055,15405377
,Sikkim,345686,452779,541391,647565,778179,-
,Tamil Nadu,14467302,17872522,20116455,22033434,23890253,26129337
,Telangana,6136694,7761206,8954793,9255921,9872098,10752814
,Tripura,364099,376297,451477,495055,552475,-
,Uttar Pradesh,12199793,13761509,14769685,16025209,17660454,18902971
,Uttarakhand,2473181,3002784,3547884,3822336,4445523,5064287
,West Bengal,7602184,8606779,9744139,10447426,11794020,12968571
