Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 26: PER CAPITA NET STATE DOMESTIC PRODUCT,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹),,,,,,
,State/Union Territory,Base: 2004-05,,,,,
,,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15
,Andaman & Nicobar Islands,78936,80558,89642,97687,107418,-
,Andhra Pradesh,50515,58733,64773,72301,81397,90517
,Arunachal Pradesh,51068,60961,71366,76370,85468,96199
,Assam,28383,33087,36320,38945,44263,49480
,Bihar,15457,19111,22582,26948,31199,36143
,Chandigarh,117371,126651,136883,141926,156951,-
,Chhattisgarh,34366,41165,48366,53815,58547,64442
,Delhi,125936,145129,161446,185421,212219,240849
,Goa,149164,168024,211570,200514,224138,-
,Gujarat,64097,77485,85979,93046,106831,-
,Haryana,82037,93852,106320,119833,133427,147076
,Himachal Pradesh,58402,68297,75185,83899,92300,-
,Jammu & Kashmir,33650,40089,46734,52386,59279,58888
,Jharkhand,28223,34721,36554,40238,46131,52147
,Karnataka,51364,62251,68053,77168,89545,101594
,Kerala,62114,69943,82753,91567,103820,-
,Madhya Pradesh,28651,32453,37180,43426,51798,59770
,Maharashtra,69765,84858,93282,103856,117091,129235
,Manipur,26621,28336,33695,37656,41573,-
,Meghalaya,38819,43766,50316,54156,61548,69516
,Mizoram,42715,50956,53624,63413,76120,-
,Nagaland,50263,55582,63781,70274,77529,85544
,Odisha,33029,39537,43463,49227,52559,59229
,Puducherry,96860,101072,103149,114256,143677,175006
,Punjab,61805,69582,76895,84512,92350,99578
,Rajasthan,35254,44644,54637,60844,65974,72156
,Sikkim,90749,108972,130127,151395,176491,-
,Tamil Nadu,64338,78473,89050,98628,112664,128366
,Telangana,51955,66951,75124,85169,95361,103889
,Tripura,39815,46050,50859,57402,69705,-
,Uttar Pradesh,23671,26698,30021,33482,36250,40373
,Uttarakhand,62757,73819,85372,92566,103716,115632
,West Bengal,41039,47245,53383,60318,70059,78903
