SEX,ID_SEX,INDICATORS,ID_INDICATORS,CODE-2_INDICATORS,DESCRIPTION_INDICATORS,FULLNAME_INDICATORS,SOURCE-LINK_INDICATORS,SOURCE-NAME_INDICATORS,FREQ,TIME_PERIOD,OBS_VALUE
6898919,6898919,6899819,6899819,101,,Veterinary Council of Nigeria\Nigerian,,,A,2007,207
6898919,6898919,6899819,6899819,101,,Veterinary Council of Nigeria\Nigerian,,,A,2008,195
6898919,6898919,6899819,6899819,101,,Veterinary Council of Nigeria\Nigerian,,,A,2009,79
6898919,6898919,6899819,6899819,101,,Veterinary Council of Nigeria\Nigerian,,,A,2010,343
6898919,6898919,6899819,6899819,101,,Veterinary Council of Nigeria\Nigerian,,,A,2011,231
6898919,6898919,6899919,6899919,102,,Veterinary Council of Nigeria\Non Nigerian,,,A,2007,1
6898919,6898919,6899919,6899919,102,,Veterinary Council of Nigeria\Non Nigerian,,,A,2009,1
6898919,6898919,6899919,6899919,102,,Veterinary Council of Nigeria\Non Nigerian,,,A,2010,1
6898919,6898919,6899919,6899919,102,,Veterinary Council of Nigeria\Non Nigerian,,,A,2011,1
6898919,6898919,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2007,9350
6898919,6898919,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2008,9875
6898919,6898919,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2009,11789
6898919,6898919,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2010,15632
6898919,6898919,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2011,18536
6898919,6898919,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2012,13254
6898919,6898919,6901019,6901019,20102,,Nigerian\Dentists,,,A,2007,624
6898919,6898919,6901019,6901019,20102,,Nigerian\Dentists,,,A,2008,816
6898919,6898919,6901019,6901019,20102,,Nigerian\Dentists,,,A,2009,859
6898919,6898919,6901019,6901019,20102,,Nigerian\Dentists,,,A,2010,1153
6898919,6898919,6901019,6901019,20102,,Nigerian\Dentists,,,A,2011,1367
6898919,6898919,6901019,6901019,20102,,Nigerian\Dentists,,,A,2012,978
6898919,6898919,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2007,28
6898919,6898919,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2008,34
6898919,6898919,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2009,40
6898919,6898919,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2010,42
6898919,6898919,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2011,82
6898919,6898919,6901119,6901119,20201,,Non Nigerian\Medical Practitioners,,,A,2012,104
6898919,6898919,6901219,6901219,20202,,Non Nigerian\Dentists,,,A,2007,2
6898919,6898919,6901219,6901219,20202,,Non Nigerian\Dentists,,,A,2008,5
6898919,6898919,6901219,6901219,20202,,Non Nigerian\Dentists,,,A,2009,4
6898919,6898919,6901219,6901219,20202,,Non Nigerian\Dentists,,,A,2010,3
6898919,6898919,6901219,6901219,20202,,Non Nigerian\Dentists,,,A,2011,4
6898919,6898919,6901419,6901419,301,,Nursing And Midwifery Council of Nigeria\General Nurses,,,A,2007,769
6898919,6898919,6901419,6901419,301,,Nursing And Midwifery Council of Nigeria\General Nurses,,,A,2008,738
6898919,6898919,6901419,6901419,301,,Nursing And Midwifery Council of Nigeria\General Nurses,,,A,2009,720
6898919,6898919,6901419,6901419,301,,Nursing And Midwifery Council of Nigeria\General Nurses,,,A,2010,624
6898919,6898919,6901419,6901419,301,,Nursing And Midwifery Council of Nigeria\General Nurses,,,A,2011,654
6898919,6898919,6901519,6901519,302,,Nursing And Midwifery Council of Nigeria\Midwives,,,A,2007,51
6898919,6898919,6901519,6901519,302,,Nursing And Midwifery Council of Nigeria\Midwives,,,A,2008,10
6898919,6898919,6901519,6901519,302,,Nursing And Midwifery Council of Nigeria\Midwives,,,A,2009,8
6898919,6898919,6901519,6901519,302,,Nursing And Midwifery Council of Nigeria\Midwives,,,A,2010,6
6898919,6898919,6901519,6901519,302,,Nursing And Midwifery Council of Nigeria\Midwives,,,A,2011,16
6898919,6898919,6901619,6901619,303,,Nursing And Midwifery Council of Nigeria\Perioperative Nurses,,,A,2007,59
6898919,6898919,6901619,6901619,303,,Nursing And Midwifery Council of Nigeria\Perioperative Nurses,,,A,2008,64
6898919,6898919,6901619,6901619,303,,Nursing And Midwifery Council of Nigeria\Perioperative Nurses,,,A,2009,39
6898919,6898919,6901619,6901619,303,,Nursing And Midwifery Council of Nigeria\Perioperative Nurses,,,A,2010,54
6898919,6898919,6901619,6901619,303,,Nursing And Midwifery Council of Nigeria\Perioperative Nurses,,,A,2011,55
6898919,6898919,6901719,6901719,304,,Nursing And Midwifery Council of Nigeria\Cardio Thoracic Nurses,,,A,2008,3
6898919,6898919,6901719,6901719,304,,Nursing And Midwifery Council of Nigeria\Cardio Thoracic Nurses,,,A,2009,1
6898919,6898919,6901719,6901719,304,,Nursing And Midwifery Council of Nigeria\Cardio Thoracic Nurses,,,A,2010,5
6898919,6898919,6901719,6901719,304,,Nursing And Midwifery Council of Nigeria\Cardio Thoracic Nurses,,,A,2011,7
6898919,6898919,6901819,6901819,305,,Nursing And Midwifery Council of Nigeria\Intensive-Care Nurses,,,A,2008,3
6898919,6898919,6901819,6901819,305,,Nursing And Midwifery Council of Nigeria\Intensive-Care Nurses,,,A,2009,7
6898919,6898919,6901819,6901819,305,,Nursing And Midwifery Council of Nigeria\Intensive-Care Nurses,,,A,2010,14
6898919,6898919,6901819,6901819,305,,Nursing And Midwifery Council of Nigeria\Intensive-Care Nurses,,,A,2011,7
6898919,6898919,6901919,6901919,306,,"Nursing And Midwifery Council of Nigeria\Ear, Nose and Throat (ENT) Nurses",,,A,2009,7
6898919,6898919,6901919,6901919,306,,"Nursing And Midwifery Council of Nigeria\Ear, Nose and Throat (ENT) Nurses",,,A,2010,18
6898919,6898919,6901919,6901919,306,,"Nursing And Midwifery Council of Nigeria\Ear, Nose and Throat (ENT) Nurses",,,A,2011,17
6898919,6898919,6902019,6902019,307,,Nursing And Midwifery Council of Nigeria\Public Health Nurses,,,A,2007,6
6898919,6898919,6902019,6902019,307,,Nursing And Midwifery Council of Nigeria\Public Health Nurses,,,A,2008,14
6898919,6898919,6902019,6902019,307,,Nursing And Midwifery Council of Nigeria\Public Health Nurses,,,A,2009,4
6898919,6898919,6902019,6902019,307,,Nursing And Midwifery Council of Nigeria\Public Health Nurses,,,A,2010,11
6898919,6898919,6902019,6902019,307,,Nursing And Midwifery Council of Nigeria\Public Health Nurses,,,A,2011,8
6898919,6898919,6902119,6902119,308,,Nursing And Midwifery Council of Nigeria\Burns and Plastic Nurses,,,A,2008,6
6898919,6898919,6902119,6902119,308,,Nursing And Midwifery Council of Nigeria\Burns and Plastic Nurses,,,A,2009,8
6898919,6898919,6902119,6902119,308,,Nursing And Midwifery Council of Nigeria\Burns and Plastic Nurses,,,A,2010,6
6898919,6898919,6902119,6902119,308,,Nursing And Midwifery Council of Nigeria\Burns and Plastic Nurses,,,A,2011,3
6898919,6898919,6902219,6902219,309,,Nursing And Midwifery Council of Nigeria\Orthopaedic Nurses,,,A,2007,22
6898919,6898919,6902219,6902219,309,,Nursing And Midwifery Council of Nigeria\Orthopaedic Nurses,,,A,2008,13
6898919,6898919,6902219,6902219,309,,Nursing And Midwifery Council of Nigeria\Orthopaedic Nurses,,,A,2009,11
6898919,6898919,6902219,6902219,309,,Nursing And Midwifery Council of Nigeria\Orthopaedic Nurses,,,A,2010,17
6898919,6898919,6902219,6902219,309,,Nursing And Midwifery Council of Nigeria\Orthopaedic Nurses,,,A,2011,22
6898919,6898919,6902419,6902419,310,,Nursing And Midwifery Council of Nigeria\Anaesthetic Nurses,,,A,2007,25
6898919,6898919,6902419,6902419,310,,Nursing And Midwifery Council of Nigeria\Anaesthetic Nurses,,,A,2008,43
6898919,6898919,6902419,6902419,310,,Nursing And Midwifery Council of Nigeria\Anaesthetic Nurses,,,A,2009,33
6898919,6898919,6902419,6902419,310,,Nursing And Midwifery Council of Nigeria\Anaesthetic Nurses,,,A,2010,30
6898919,6898919,6902419,6902419,310,,Nursing And Midwifery Council of Nigeria\Anaesthetic Nurses,,,A,2011,22
6898919,6898919,6902519,6902519,311,,Nursing And Midwifery Council of Nigeria\Nurse Administrator,,,A,2007,3
6898919,6898919,6902519,6902519,311,,Nursing And Midwifery Council of Nigeria\Nurse Administrator,,,A,2008,3
6898919,6898919,6902519,6902519,311,,Nursing And Midwifery Council of Nigeria\Nurse Administrator,,,A,2011,1
6898919,6898919,6902719,6902719,313,,Nursing And Midwifery Council of Nigeria\Paediatric Nurses,,,A,2007,8
6898919,6898919,6902719,6902719,313,,Nursing And Midwifery Council of Nigeria\Paediatric Nurses,,,A,2008,8
6898919,6898919,6902719,6902719,313,,Nursing And Midwifery Council of Nigeria\Paediatric Nurses,,,A,2009,1
6898919,6898919,6902719,6902719,313,,Nursing And Midwifery Council of Nigeria\Paediatric Nurses,,,A,2010,3
6898919,6898919,6902719,6902719,313,,Nursing And Midwifery Council of Nigeria\Paediatric Nurses,,,A,2011,5
6898919,6898919,6902819,6902819,314,,Nursing And Midwifery Council of Nigeria\Nurse Educators,,,A,2007,8
6898919,6898919,6902819,6902819,314,,Nursing And Midwifery Council of Nigeria\Nurse Educators,,,A,2008,17
6898919,6898919,6902819,6902819,314,,Nursing And Midwifery Council of Nigeria\Nurse Educators,,,A,2009,15
6898919,6898919,6902819,6902819,314,,Nursing And Midwifery Council of Nigeria\Nurse Educators,,,A,2010,13
6898919,6898919,6902819,6902819,314,,Nursing And Midwifery Council of Nigeria\Nurse Educators,,,A,2011,30
6898919,6898919,6902919,6902919,315,,Nursing And Midwifery Council of Nigeria\Public Health Nurse Educators,,,A,2008,2
6898919,6898919,6903019,6903019,316,,Nursing And Midwifery Council of Nigeria\Psychiatric Nurses,,,A,2007,54
6898919,6898919,6903019,6903019,316,,Nursing And Midwifery Council of Nigeria\Psychiatric Nurses,,,A,2008,51
6898919,6898919,6903019,6903019,316,,Nursing And Midwifery Council of Nigeria\Psychiatric Nurses,,,A,2009,32
6898919,6898919,6903019,6903019,316,,Nursing And Midwifery Council of Nigeria\Psychiatric Nurses,,,A,2010,79
6898919,6898919,6903019,6903019,316,,Nursing And Midwifery Council of Nigeria\Psychiatric Nurses,,,A,2011,71
6898919,6898919,6903119,6903119,317,,Nursing And Midwifery Council of Nigeria\Ophthalmic Nurses,,,A,2007,56
6898919,6898919,6903119,6903119,317,,Nursing And Midwifery Council of Nigeria\Ophthalmic Nurses,,,A,2008,38
6898919,6898919,6903119,6903119,317,,Nursing And Midwifery Council of Nigeria\Ophthalmic Nurses,,,A,2009,8
6898919,6898919,6903119,6903119,317,,Nursing And Midwifery Council of Nigeria\Ophthalmic Nurses,,,A,2010,19
6898919,6898919,6903119,6903119,317,,Nursing And Midwifery Council of Nigeria\Ophthalmic Nurses,,,A,2011,41
6898919,6898919,6903219,6903219,318,,Nursing And Midwifery Council of Nigeria\Accident and Emergency Nurses,,,A,2007,35
6898919,6898919,6903219,6903219,318,,Nursing And Midwifery Council of Nigeria\Accident and Emergency Nurses,,,A,2008,52
6898919,6898919,6903219,6903219,318,,Nursing And Midwifery Council of Nigeria\Accident and Emergency Nurses,,,A,2009,44
6898919,6898919,6903219,6903219,318,,Nursing And Midwifery Council of Nigeria\Accident and Emergency Nurses,,,A,2010,48
6898919,6898919,6903219,6903219,318,,Nursing And Midwifery Council of Nigeria\Accident and Emergency Nurses,,,A,2011,41
6898919,6898919,6903319,6903319,319,,Nursing And Midwifery Council of Nigeria\Occupational Health Nurses,,,A,2007,5
6898919,6898919,6903319,6903319,319,,Nursing And Midwifery Council of Nigeria\Occupational Health Nurses,,,A,2008,6
6898919,6898919,6903319,6903319,319,,Nursing And Midwifery Council of Nigeria\Occupational Health Nurses,,,A,2009,2
6898919,6898919,6903319,6903319,319,,Nursing And Midwifery Council of Nigeria\Occupational Health Nurses,,,A,2010,2
6898919,6898919,6903319,6903319,319,,Nursing And Midwifery Council of Nigeria\Occupational Health Nurses,,,A,2011,6
6899019,6899019,6899819,6899819,101,,Veterinary Council of Nigeria\Nigerian,,,A,2007,91
6899019,6899019,6899819,6899819,101,,Veterinary Council of Nigeria\Nigerian,,,A,2008,85
6899019,6899019,6899819,6899819,101,,Veterinary Council of Nigeria\Nigerian,,,A,2009,37
6899019,6899019,6899819,6899819,101,,Veterinary Council of Nigeria\Nigerian,,,A,2010,118
6899019,6899019,6899819,6899819,101,,Veterinary Council of Nigeria\Nigerian,,,A,2011,90
6899019,6899019,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2007,3750
6899019,6899019,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2008,5638
6899019,6899019,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2009,7533
6899019,6899019,6900919,6900919,20101,,Nigerian\Medical Practitioners,,,A,2010,8292
