key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7,p8,v8,p9,v9,p10,v10,p11,v11
"Brasil, Região Integrada de Desenvolvimento, Grande Região e Município",observationAbout,{Data},age,[14 - Years],observationPeriod,P3M,,,YEAR,,MONTH,,Name1,,AlternateName1,,#End,#value,,,,
Pessoas de 14 anos ou mais de idade,populationType,Person,measuredProperty,count,Name1,People aged 14 or over,AlternateName1,Pessoas de 14 anos ou mais de idade,,,,,,,,,,,,,#Multiply,1000
Coeficiente de variação - Pessoas de 14 anos ou mais de idade,populationType,Person,measuredProperty,count,Name1,Coefficient of variation - People aged 14 and over,AlternateName1,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,unit,Percent,scalingFactor,100,,,statType,coefficientOfVariationValue,,,,,,
Distribuição percentual das pessoas de 14 anos ou mais de idade,populationType,Person,measuredProperty,count,Name1,Percentage distribution of people aged 14 and over,AlternateName1,Distribuição percentual das pessoas de 14 anos ou mais de idade,unit,Percent,scalingFactor,100,measurementDenominator,"-gender,-name,-alternateName",,,,,,,,
Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Percentage distribution of people aged 14 and over,AlternateName1,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,unit,Percent,scalingFactor,100,measurementDenominator,"-gender,-statType,-name,-alternateName",statType,coefficientOfVariationValue,,,,,,
"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",#ignore,"ignore, mapped in 6398",,,,,,,,,,,,,,,,,,,,
"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",#ignore,"ignore, mapped in 6398",,,,,,,,,,,,,,,,,,,,
"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",#ignore,"ignore, mapped in 6398",,,,,,,,,,,,,,,,,,,,
"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",#ignore,"ignore, mapped in 6398",,,,,,,,,,,,,,,,,,,,
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,populationType,Person,measuredProperty,count,Name1,Persons aged 14 or over employed in the reference week,AlternateName1,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,,,,,,,,employmentStatus,Employed,,,#Multiply,1000
Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,populationType,Person,measuredProperty,count,Name1,Coefficient of variation - People aged 14 or over employed in the reference week,AlternateName1,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,unit,Percent,scalingFactor,100,,,statType,coefficientOfVariationValue,employmentStatus,Employed,,,,
Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,populationType,Person,measuredProperty,count,Name1,Percentage distribution of people aged 14 or over employed in the reference week,AlternateName1,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,unit,Percent,scalingFactor,100,measurementDenominator,"-employmentStatus,-gender,-name,-alternateName",,,employmentStatus,Employed,,,,
Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Percentage distribution of people aged 14 or over employed in the reference week,AlternateName1,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,unit,Percent,scalingFactor,100,measurementDenominator,"-gender,-statType,-name,-alternateName",statType,coefficientOfVariationValue,employmentStatus,Employed,,,,
"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",#ignore,"ignore, mapped in 6398",,,,,,,,,,,,,,,,,,,,
"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",#ignore,"ignore, mapped in 6398",,,,,,,,,,,,,,,,,,,,
"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",#ignore,"ignore, mapped in 6398",,,,,,,,,,,,,,,,,,,,
"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",#ignore,"ignore, mapped in 6398",,,,,,,,,,,,,,,,,,,,
"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",populationType,Person,measuredProperty,count,Name1,Persons aged 14 years or older outside the labor force in the reference week,AlternateName1,Pessoas de 14 anos ou mais de idade fora da força de trabalho na semana de referência,,,,,,,,,employmentStatus,NotInLaborForce,,,#Multiply,1000
"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Persons aged 14 or over outside the labor force in the reference week,AlternateName1,Coeficiente de variação - Pessoas de 14 anos ou mais de idade fora da força de trabalho na semana de referência,unit,Percent,scalingFactor,100,,,statType,coefficientOfVariationValue,employmentStatus,NotInLaborForce,,,,
"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",populationType,Person,measuredProperty,count,Name1,Percentage distribution of people aged 14 and over outside the labor force in the reference week,AlternateName1,Distribuição percentual das pessoas de 14 anos ou mais de idade fora da força de trabalho na semana de referência,unit,Percent,scalingFactor,100,measurementDenominator,"-gender,-name,-alternateName",,,employmentStatus,NotInLaborForce,,,,
"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Percentage distribution of people aged 14 or over outside the labor force in the reference week,AlternateName1,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade fora da força de trabalho na semana de referência,unit,Percent,scalingFactor,100,measurementDenominator,"-gender,-statType,-name,-alternateName",statType,coefficientOfVariationValue,employmentStatus,NotInLaborForce,,,,
"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",populationType,Person,measuredProperty,count,Name1,Labor force participation rate in the reference week of persons aged 14 and over,AlternateName1,Taxa de participação na força de trabalho na semana de referência das pessoas de 14 anos ou mais de idade,unit,Percent,scalingFactor,100,measurementDenominator,"-employmentStatus,-name,-alternateName",,,employmentStatus,InLaborForce,,,,
"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Labor force participation rate in the reference week of people aged 14 or over,AlternateName1,Coeficiente de variação - Taxa de participação na força de trabalho na semana de referência das pessoas de 14 anos ou mais de idade,unit,Percent,scalingFactor,100,measurementDenominator,"-employmentStatus,-statType,-name,-alternateName",statType,coefficientOfVariationValue,employmentStatus,InLaborForce,,,,
"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",#ignore,ignore row,,,,,,,,,,,,,,,,,,,,
"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",#ignore,ignore row,,,,,,,,,,,,,,,,,,,,
"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",#ignore,ignore row,,,,,,,,,,,,,,,,,,,,
"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",#ignore,ignore row,,,,,,,,,,,,,,,,,,,,
"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",#ignore,"ignore, mapped in 6398",,,,,,,,,,,,,,,,,,,,
"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",#ignore,"ignore, mapped in 6398",,,,,,,,,,,,,,,,,,,,
Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,populationType,Person,measuredProperty,count,Name1,Informal employment rate in the reference week of people aged 14 or older who were employed,AlternateName1,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,unit,Percent,scalingFactor,100,measurementDenominator,"-employmentType,-name,-alternateName",,,employmentStatus,Employed,employmentType,InformalEmployment,,
Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Informality rate of people aged 14 or over employed in the reference week,AlternateName1,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,unit,Percent,scalingFactor,100,measurementDenominator,"-employmentType,-name,-alternateName",statType,coefficientOfVariationValue,employmentStatus,Employed,employmentType,InformalEmployment,,
"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",populationType,Person,measuredProperty,count,Name1,People aged 14 or over employed in an informal situation in the reference week,AlternateName1,Pessoas de 14 anos ou mais de idade ocupadas em situação de informalidade na semana de referência,,,,,,,,,employmentStatus,Employed,employmentType,InformalEmployment,#Multiply,1000
"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - People aged 14 or over employed in an informal situation in the reference week,AlternateName1,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas em situação de informalidade na semana de referência,unit,Percent,scalingFactor,100,,,statType,coefficientOfVariationValue,employmentStatus,Employed,employmentType,InformalEmployment,,
"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",populationType,Person,measuredProperty,count,Name1,Percentage distribution of people aged 14 or over employed in informal employment in the reference week,AlternateName1,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas em situação de informalidade na semana de referência,unit,Percent,scalingFactor,100,measurementDenominator,"-gender,-name,-alternateName",,,employmentStatus,Employed,employmentType,InformalEmployment,,
"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Percentage distribution of people aged 14 or over employed in an informal situation in the reference week,AlternateName1,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas em situação de informalidade na semana de referência,unit,Percent,scalingFactor,100,measurementDenominator,"-gender,-statType,-name,-alternateName",statType,coefficientOfVariationValue,employmentStatus,Employed,employmentType,InformalEmployment,,
Total,,,value,{Number},#ignore,"ignore, mapped in 8529",,,,,,,,,,,,,,,,
Homens,,,value,{Number},name,"""{Name1} Men""",alternateName,"""{AlternateName1} Homens@pt""",gender,Male,observationDate,{YEAR}-{MONTH},,,,,,,,,,
