key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7,p8,v8,p9,v9,p10,v10,p11,v11
"Brasil, Grande Região e Unidade da Federação",observationAbout,{Data},age,[14 - Years],observationPeriod,P3M,populationType,Person,employmentStatus,Underemployed,YEAR,,MONTH,,#End,#value,,,,,,
Trimestre																																																															,value,{Number},,,,,,,,,,,,,,,,,,,,
"Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",name,"""Composite rate of underutilization of the labor force  of people aged 14 years and over in the reference week""",alternateName,"""Taxa composta de subutilização da força de trabalho na semana de referência das pessoas de 14 anos ou mais de idade@pt""",,,measurementDenominator,"-employmentStatus,-name,-alternateName",,,,,unit,Percent,scalingFactor,100,observationDate,{YEAR}-{MONTH},,,,
"Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",name,"""Coefficient of variation - Composite rate of underutilization of the workforce  of people aged 14 years and over in the reference week""",alternateName,"""Coeficiente de variação - Taxa composta de subutilização da força de trabalho na semana de referência das pessoas de 14 anos ou mais de idade@pt""",,,measurementDenominator,"-employmentStatus,-statType,-name,-alternateName",statType,coefficientOfVariationValue,,,unit,Percent,scalingFactor,100,observationDate,{YEAR}-{MONTH},,,,
"Variação em relação ao trimestre anterior - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",name,"""Change in relation to the previous quarter - Composite rate of underutilization of the labor force  of people aged 14 years and over in the reference week""",alternateName,"""Variação em relação ao trimestre anterior - Taxa composta de subutilização da força de trabalho na semana de referência das pessoas de 14 anos ou mais de idade@pt""",measurementQualifier,Quarterly,measurementDenominator,"-employmentStatus,-statType,-name,-alternateName",statType,growthRate,,,,,,,observationDate,{YEAR}-{MONTH},,,,
"Situação da Variação em relação ao trimestre anterior - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",#ignore,ignore no data available,,,,,,,,,,,,,,,,,,,,
"Variação em relação ao mesmo trimestre do ano anterior - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",name,"""Variation in relation to the same quarter of the previous year - Composite rate of underutilization of the workforce  of people aged 14 years and over in the reference week""",alternateName,"""Variação em relação ao mesmo trimestre do ano anterior - Taxa composta de subutilização da força de trabalho na semana de referência das pessoas de 14 anos ou mais de idade@pt""",measurementQualifier,Quarterly,measurementDenominator,"-employmentStatus,-statType,-name,-alternateName",statType,growthRate,comparisonPeriod,YearOverYear,,,,,observationDate,{YEAR}-{MONTH},,,,
"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",#ignore,ignore no data available,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
2012,YEAR,2012,,,,,,,,,,,,,,,,,,,,
2013,YEAR,2013,,,,,,,,,,,,,,,,,,,,
2014,YEAR,2014,,,,,,,,,,,,,,,,,,,,
2015,YEAR,2015,,,,,,,,,,,,,,,,,,,,
2016,YEAR,2016,,,,,,,,,,,,,,,,,,,,
2017,YEAR,2017,,,,,,,,,,,,,,,,,,,,
2018,YEAR,2018,,,,,,,,,,,,,,,,,,,,
2019,YEAR,2019,,,,,,,,,,,,,,,,,,,,
2020,YEAR,2020,,,,,,,,,,,,,,,,,,,,
2021,YEAR,2021,,,,,,,,,,,,,,,,,,,,
2022,YEAR,2022,,,,,,,,,,,,,,,,,,,,
2023,YEAR,2023,,,,,,,,,,,,,,,,,,,,
2024,YEAR,2024,,,,,,,,,,,,,,,,,,,,
1º trimestre,MONTH,03,,,,,,,,,,,,,,,,,,,,
2º trimestre,MONTH,06,,,,,,,,,,,,,,,,,,,,
3º trimestre,MONTH,09,,,,,,,,,,,,,,,,,,,,
4º trimestre,MONTH,12,,,,,,,,,,,,,,,,,,,,
