key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7,p8,v8,p9,v9,p10,v10,p11,v11
"Brasil, Região Integrada de Desenvolvimento, Grande Região e Município",observationAbout,{Data},age,[14 - Years],observationPeriod,P3M,populationType,Person,YEAR,,MONTH,,Name1,,AlternateName1,,#End,#value,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,populationType,Person,measuredProperty,count,Name1,Persons aged 14 or over employed in the reference week,AlternateName1,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,,,,employmentStatus,Employed,,,,,#Multiply,1000,,
Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,populationType,Person,measuredProperty,count,Name1,Coefficient of variation - People aged 14 or over employed in the reference week,AlternateName1,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,unit,Percent,scalingFactor,100,employmentStatus,Employed,,,statType,coefficientOfVariationValue,,,,
Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,populationType,Person,measuredProperty,count,Name1,Percentage distribution of people aged 14 or over employed in the reference week,AlternateName1,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,unit,Percent,scalingFactor,100,employmentStatus,Employed,measurementDenominator,"-workerClassification,-name,-alternateName",,,,,,
Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Percentage distribution of people aged 14 or over employed in the reference week,AlternateName1,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,unit,Percent,scalingFactor,100,employmentStatus,Employed,measurementDenominator,"-workerClassification,-statType,-name,-alternateName",statType,coefficientOfVariationValue,,,,
Total,,,value,{Number},#ignore,"ignore, mapped in 6465",,,,,,,,,,,,,,,,
Contribuintes,,,value,{Number},name,"""{Name1} Contributors""",alternateName,"""{AlternateName1} Contribuintes@pt""",workerClassification,TaxPayerEmployee,observationDate,{YEAR}-{MONTH},,,,,,,,,,
Não contribuintes,,,value,{Number},name,"""{Name1} Non-Contributors""",alternateName,"""{AlternateName1} Não contribuintes@pt""",workerClassification,NonTaxPayerEmployee,observationDate,{YEAR}-{MONTH},,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
2012,YEAR,2012,,,,,,,,,,,,,,,,,,,,
2013,YEAR,2013,,,,,,,,,,,,,,,,,,,,
2014,YEAR,2014,,,,,,,,,,,,,,,,,,,,
2015,YEAR,2015,,,,,,,,,,,,,,,,,,,,
2016,YEAR,2016,,,,,,,,,,,,,,,,,,,,
2017,YEAR,2017,,,,,,,,,,,,,,,,,,,,
2018,YEAR,2018,,,,,,,,,,,,,,,,,,,,
2019,YEAR,2019,,,,,,,,,,,,,,,,,,,,
2020,YEAR,2020,,,,,,,,,,,,,,,,,,,,
2021,YEAR,2021,,,,,,,,,,,,,,,,,,,,
2022,YEAR,2022,,,,,,,,,,,,,,,,,,,,
2023,YEAR,2023,,,,,,,,,,,,,,,,,,,,
2024,YEAR,2024,,,,,,,,,,,,,,,,,,,,
1º trimestre,MONTH,03,,,,,,,,,,,,,,,,,,,,
2º trimestre,MONTH,06,,,,,,,,,,,,,,,,,,,,
3º trimestre,MONTH,09,,,,,,,,,,,,,,,,,,,,
4º trimestre,MONTH,12,,,,,,,,,,,,,,,,,,,,
