key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7,p8,v8,p9,v9,p10,v10,p11,v11
"Brasil, Grande Região e Unidade da Federação",observationAbout,{Data},age,[14 - Years],observationPeriod,P3M,populationType,Person,employmentStatus,Underemployed,laborCondition,WorkedInsufficientHour,,,,,YEAR,,MONTH,,#End,#value
,,,,,,,,,,,,,,,,,,,,,,
Trimestre,value,{Number},,,,,,,,,,,,,,,,,,,,
"Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",name,"""Underemployment rate due to insufficient hours worked in the reference week of people aged 14 or over""",alternateName,"""Taxa de subocupação por insuficiência de horas trabalhadas na semana de referência das pessoas de 14 anos ou mais de idade@pt""",,,unit,Percent,scalingFactor,100,measurementDenominator,"-laborCondition,-name,-alternateName",observationDate,{YEAR}-{MONTH},,,,,,,,
"Coeficiente de variação - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",name,"""Coefficient of variation - Underemployment rate due to insufficient hours worked in the reference week of people aged 14 or over""",alternateName,"""Coeficiente de variação - Taxa de subocupação por insuficiência de horas trabalhadas na semana de referência das pessoas de 14 anos ou mais de idade@pt""",statType,coefficientOfVariationValue,unit,Percent,scalingFactor,100,measurementDenominator,"-laborCondition,-statType,-name,-alternateName",observationDate,{YEAR}-{MONTH},,,,,,,,
"Variação em relação ao trimestre anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",name,"""Change in relation to the previous quarter - Underemployment rate due to insufficient hours worked in the reference week of people aged 14 or over""",alternateName,"""Variação em relação ao trimestre anterior - Taxa de subocupação por insuficiência de horas trabalhadas na semana de referência das pessoas de 14 anos ou mais de idade@pt""",measurementQualifier,Quarterly,statType,growthRate,,,measurementDenominator,"-laborCondition,-statType,-name,-alternateName",observationDate,{YEAR}-{MONTH},,,,,,,,
"Situação da Variação em relação ao trimestre anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",#ignore,ignore no data available,,,,,,,,,,,,,,,,,,,,
"Variação em relação ao mesmo trimestre do ano anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",name,"""Variation in relation to the same quarter of the previous year - Underemployment rate due to insufficient hours worked in the reference week of people aged 14 or over""",alternateName,"""Variação em relação ao mesmo trimestre do ano anterior - Taxa de subocupação por insuficiência de horas trabalhadas na semana de referência das pessoas de 14 anos ou mais de idade@pt""",measurementQualifier,Quarterly,statType,growthRate,comparisonPeriod,YearOverYear,measurementDenominator,"-laborCondition,-statType,-name,-alternateName",observationDate,{YEAR}-{MONTH},,,,,,,,
"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",#ignore,ignore no data available,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
2012,YEAR,2012,,,,,,,,,,,,,,,,,,,,
2013,YEAR,2013,,,,,,,,,,,,,,,,,,,,
2014,YEAR,2014,,,,,,,,,,,,,,,,,,,,
2015,YEAR,2015,,,,,,,,,,,,,,,,,,,,
2016,YEAR,2016,,,,,,,,,,,,,,,,,,,,
2017,YEAR,2017,,,,,,,,,,,,,,,,,,,,
2018,YEAR,2018,,,,,,,,,,,,,,,,,,,,
2019,YEAR,2019,,,,,,,,,,,,,,,,,,,,
2020,YEAR,2020,,,,,,,,,,,,,,,,,,,,
2021,YEAR,2021,,,,,,,,,,,,,,,,,,,,
2022,YEAR,2022,,,,,,,,,,,,,,,,,,,,
2023,YEAR,2023,,,,,,,,,,,,,,,,,,,,
2024,YEAR,2024,,,,,,,,,,,,,,,,,,,,
1º trimestre,MONTH,03,,,,,,,,,,,,,,,,,,,,
2º trimestre,MONTH,06,,,,,,,,,,,,,,,,,,,,
3º trimestre,MONTH,09,,,,,,,,,,,,,,,,,,,,
4º trimestre,MONTH,12,,,,,,,,,,,,,,,,,,,,
