key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7,p8,v8,p9,v9,p10,v10,p11,v11
"Brasil, Região Integrada de Desenvolvimento, Grande Região e Município",observationAbout,{Data},age,[14 - Years],observationPeriod,P3M,,,YEAR,,MONTH,,Name1,,AlternateName1,,#End,#value,,,,
"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",populationType,Person,measuredProperty,count,Name1,People aged 14 or over unemployed in the reference week,AlternateName1,Pessoas de 14 anos ou mais de idade desocupadas na semana de referência@pt,,,,,employmentStatus,Unemployed,,,,,#Multiply,1000,,
"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - People aged 14 or over unemployed in the reference week,AlternateName1,Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas na semana de referência@pt,unit,Percent,scalingFactor,100,employmentStatus,Unemployed,,,statType,coefficientOfVariationValue,,,,
"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",populationType,Person,measuredProperty,count,Name1,Percentage distribution of people aged 14 or over unemployed in the reference week,AlternateName1,Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas na semana de referência@pt,unit,Percent,scalingFactor,100,employmentStatus,Unemployed,measurementDenominator,"-gender,-name,-alternateName",,,,,,
"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Percentage distribution of people aged 14 or over unemployed in the reference week,AlternateName1,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas na semana de referência@pt,unit,Percent,scalingFactor,100,employmentStatus,Unemployed,measurementDenominator,"-gender,-statType,-name,-alternateName",statType,coefficientOfVariationValue,,,,
"Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas",populationType,Person,measuredProperty,count,Name1,People aged 14 or over who are underemployed due to insufficient working hours,AlternateName1,Pessoas de 14 anos ou mais de idade subocupadas por insuficiência de horas trabalhadas@pt,,,,,employmentStatus,Underemployed,,,,,#Multiply,1000,laborCondition,WorkedInsufficientHour
"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - People aged 14 or over underemployed due to insufficient hours worked,AlternateName1,Coeficiente de variação - Pessoas de 14 anos ou mais de idade subocupadas por insuficiência de horas trabalhadas@pt,unit,Percent,scalingFactor,100,employmentStatus,Underemployed,,,statType,coefficientOfVariationValue,,,laborCondition,WorkedInsufficientHour
"Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas",populationType,Person,measuredProperty,count,Name1,Percentage distribution of people aged 14 or over who are underemployed due to insufficient hours worked,AlternateName1,Distribuição percentual das pessoas de 14 anos ou mais de idade subocupadas por insuficiência de horas trabalhadas@pt,unit,Percent,scalingFactor,100,employmentStatus,Underemployed,measurementDenominator,"-gender,-name,-alternateName",,,,,laborCondition,WorkedInsufficientHour
"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Percentage distribution of people aged 14 or over who are underemployed due to insufficient hours worked,AlternateName1,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade subocupadas por insuficiência de horas trabalhadas@pt,unit,Percent,scalingFactor,100,employmentStatus,Underemployed,measurementDenominator,"-gender,-statType,-name,-alternateName",statType,coefficientOfVariationValue,,,laborCondition,WorkedInsufficientHour
"Pessoas de 14 anos ou mais de idade, na força de trabalho potencial",populationType,Person,measuredProperty,count,Name1,Persons 14 years of age or older in the potential labor force,AlternateName1,Pessoas de 14 anos ou mais de idade na força de trabalho potencial@pt,,,,,employmentStatus,InLaborForce,,,,,#Multiply,1000,,
"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - People aged 14 and over in the potential workforce,AlternateName1,Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho potencial@pt,unit,Percent,scalingFactor,100,employmentStatus,InLaborForce,,,statType,coefficientOfVariationValue,,,,
"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial",populationType,Person,measuredProperty,count,Name1,Percentage distribution of people aged 14 and over in the potential labor force,AlternateName1,Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho potencial@pt,unit,Percent,scalingFactor,100,employmentStatus,InLaborForce,measurementDenominator,"-gender,-name,-alternateName",,,,,,
"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial",populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Percentage distribution of people aged 14 and over in the potential workforce,AlternateName1,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho potencial@pt,unit,Percent,scalingFactor,100,employmentStatus,InLaborForce,measurementDenominator,"-gender,-statType,-name,-alternateName",statType,coefficientOfVariationValue,,,,
Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial,populationType,Person,measuredProperty,count,Name1,Persons aged 14 or over who are unemployed or in the potential workforce,AlternateName1,Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial@pt,,,,,employmentStatus,Unemployed__InLaborForce,,,,,#Multiply,1000,,
Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial,populationType,Person,measuredProperty,count,Name1,Coefficient of variation - People aged 14 and over who are unemployed or in the potential labor force,AlternateName1,Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial@pt,unit,Percent,scalingFactor,100,employmentStatus,Unemployed__InLaborForce,,,statType,coefficientOfVariationValue,,,,
Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial,populationType,Person,measuredProperty,count,Name1,Percentage distribution of people aged 14 and over who are unemployed or in the potential labor force,AlternateName1,Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial@pt,unit,Percent,scalingFactor,100,employmentStatus,Unemployed__InLaborForce,measurementDenominator,"-gender,-name,-alternateName",,,,,,
Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial,populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Percentage distribution of people aged 14 or over who are unemployed or in the potential labor force,AlternateName1,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial@pt,unit,Percent,scalingFactor,100,employmentStatus,Unemployed__InLaborForce,measurementDenominator,"-gender,-statType,-name,-alternateName",statType,coefficientOfVariationValue,,,,
Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas,populationType,Person,measuredProperty,count,Name1,People aged 14 or over who are unemployed or underemployed due to insufficient hours worked,AlternateName1,Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas@pt,,,,,employmentStatus,Unemployed__Underemployed,,,,,#Multiply,1000,laborCondition,WorkedInsufficientHour
Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas,populationType,Person,measuredProperty,count,Name1,Coefficient of variation - People aged 14 or over who are unemployed or underemployed due to insufficient hours worked,AlternateName1,Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas@pt,unit,Percent,scalingFactor,100,employmentStatus,Unemployed__Underemployed,,,statType,coefficientOfVariationValue,,,laborCondition,WorkedInsufficientHour
Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas,populationType,Person,measuredProperty,count,Name1,Percentage distribution of people aged 14 or over who are unemployed or underemployed due to insufficient hours worked,AlternateName1,Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas@pt,unit,Percent,scalingFactor,100,employmentStatus,Unemployed__Underemployed,measurementDenominator,"-gender,-name,-alternateName",,,,,laborCondition,WorkedInsufficientHour
Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas,populationType,Person,measuredProperty,count,Name1,Coefficient of variation - Percentage distribution of people aged 14 or over who are unemployed or underemployed due to insufficient hours worked,AlternateName1,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas@pt,unit,Percent,scalingFactor,100,employmentStatus,Unemployed__Underemployed,measurementDenominator,"-gender,-statType,-name,-alternateName",statType,coefficientOfVariationValue,,,laborCondition,WorkedInsufficientHour
