observationAbout,observationDate,value,variableMeasured,unit,scalingFactor
dcid:country/UGA,2006,114,dcid:Count_HealthEstablishment_Hospital,,
dcid:country/UGA,2006,3123,dcid:Count_HealthEstablishment_HealthCenter,,
dcid:country/UGA,2007,3123,dcid:Count_HealthEstablishment_HealthCenter,,
dcid:country/UGA,2009,3123,dcid:Count_HealthEstablishment_HealthCenter,,
dcid:country/UGA,2010,4450,dcid:Count_HealthEstablishment_HealthCenter,,
dcid:country/UGA,2009,13285,dcid:Count_HealthEstablishment,,
dcid:country/UGA,2010,13285,dcid:Count_HealthEstablishment,,
dcid:country/UGA,2013,5205,dcid:Count_HealthEstablishment,,
dcid:country/UGA,2009,5983,dcid:Count_HealthEstablishment_GovernmentOwnedEstablishment_HealthFacility,,
dcid:country/UGA,2010,5983,dcid:Count_HealthEstablishment_GovernmentOwnedEstablishment_HealthFacility,,
dcid:country/UGA,2013,2843,dcid:Count_HealthEstablishment_GovernmentOwnedEstablishment_HealthFacility,,
dcid:country/UGA,2009,6822,dcid:Count_HealthEstablishment_PrivatelyOwnedNotForProfitEstablishment,,
dcid:country/UGA,2010,6822,dcid:Count_HealthEstablishment_PrivatelyOwnedNotForProfitEstablishment,,
dcid:country/UGA,2009,480,dcid:Count_HealthEstablishment_PartialHospitalizationProgram,,
dcid:country/UGA,2013,874,dcid:Count_HealthEstablishment_NonGovernmentalOrganizationEstablishment,,
dcid:country/UGA,2013,1488,dcid:Count_HealthEstablishment_PrivatelyOwnedEstablishment_HealthFacility,,
dcid:country/UGA,2007,32,dcid:Count_BirthEvent_HealthFacility,,
dcid:country/UGA,2008,33,dcid:Count_BirthEvent_HealthFacility,,
dcid:country/UGA,2009,34,dcid:Count_BirthEvent_HealthFacility,,
dcid:country/UGA,2010,33,dcid:Count_BirthEvent_HealthFacility,,
dcid:country/UGA,2011,39,dcid:Count_BirthEvent_HealthFacility,,
dcid:country/UGA,2012,38,dcid:Count_BirthEvent_GovernmentOwnedOrPrivatelyOwnedNotForProfitEstablishment_HealthFacility_AsAFractionOf_Count_BirthEvent,Percent,100
dcid:country/UGA,2013,39,dcid:Count_BirthEvent_GovernmentOwnedOrPrivatelyOwnedNotForProfitEstablishment_HealthFacility_AsAFractionOf_Count_BirthEvent,Percent,100
