Year,Place,StatVar,Quantity
2018,geoId/01,dcid:Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino,193403.0
2018,geoId/01,dcid:MarginOfError_Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino,579.0
2018,geoId/01,dcid:Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInSchool,171542.0
2018,geoId/01,dcid:MarginOfError_Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInSchool,1202.0
2018,geoId/01,dcid:Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInPublicSchool,146325.326
2018,geoId/01,dcid:MarginOfError_Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInPublicSchool,1200.794
2018,geoId/01,dcid:Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInPrivateSchool,25216.674
2018,geoId/01,dcid:MarginOfError_Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInPrivateSchool,1200.794
2018,geoId/01,dcid:Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_NotEnrolledInSchool,21861.0
2018,geoId/01,dcid:MarginOfError_Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_NotEnrolledInSchool,1087.0
2018,geoId/01,dcid:Count_Person_15To19Years_Male_WhiteAloneNotHispanicOrLatino,97812.0
2018,geoId/01,dcid:MarginOfError_Count_Person_15To19Years_Male_WhiteAloneNotHispanicOrLatino,308.0
2018,geoId/01,dcid:Count_Person_15To19Years_Male_EverMarried_WhiteAloneNotHispanicOrLatino,978.12
2018,geoId/01,dcid:MarginOfError_Count_Person_15To19Years_Male_EverMarried_WhiteAloneNotHispanicOrLatino,195.624
2018,geoId/01,dcid:Count_Person_15To19Years_Female_WhiteAloneNotHispanicOrLatino,95591.0
2018,geoId/01,dcid:MarginOfError_Count_Person_15To19Years_Female_WhiteAloneNotHispanicOrLatino,530.0
2018,geoId/01,dcid:Count_Person_15To19Years_Female_EverMarried_WhiteAloneNotHispanicOrLatino,1625.047
2018,geoId/01,dcid:MarginOfError_Count_Person_15To19Years_Female_EverMarried_WhiteAloneNotHispanicOrLatino,286.773
