Year,Place,StatVar,Quantity
2021,country/USA,dcid:Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino,11197752.0
2021,geoId/01,dcid:Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino,192368.0
2021,geoId/02,dcid:Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino,22188.0
2021,country/USA,dcid:MarginOfError_Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino,3628.0
2021,geoId/01,dcid:MarginOfError_Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino,613.0
2021,geoId/02,dcid:MarginOfError_Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino,350.0
2021,country/USA,dcid:Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInSchool,9912863.0
2021,geoId/01,dcid:Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInSchool,169732.0
2021,geoId/02,dcid:Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInSchool,18042.0
2021,country/USA,dcid:MarginOfError_Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInSchool,12865.0
2021,geoId/01,dcid:MarginOfError_Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInSchool,1247.0
2021,geoId/02,dcid:MarginOfError_Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInSchool,517.0
2021,country/USA,dcid:Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInPublicSchool,8247502.016
2021,geoId/01,dcid:Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInPublicSchool,142574.88
2021,geoId/02,dcid:Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInPublicSchool,14884.65
2021,country/USA,dcid:MarginOfError_Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInPublicSchool,9912.863
2021,geoId/01,dcid:MarginOfError_Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInPublicSchool,1357.856
2021,geoId/02,dcid:MarginOfError_Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInPublicSchool,414.966
2021,country/USA,dcid:Count_Person_15To19Years_WhiteAloneNotHispanicOrLatino_EnrolledInPrivateSchool,1665360.984
