Year,StatVar,Quantity
2019,Count_CriminalIncidents_IsHateCrime,7314
2019,Offense_Count_CriminalIncidents_IsHateCrime,8559
2019,Victim_Count_CriminalIncidents_IsHateCrime,8812
2019,Offender_Count_CriminalIncidents_IsHateCrime_KnownOffender,6406
2019,Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime,7103
2019,Offense_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime,8302
2019,Victim_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime,8552
2019,Offender_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_KnownOffender,6268
2019,Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_IsHateCrime,3963
2019,Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_IsHateCrime,4784
2019,Victim_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_IsHateCrime,4930
2019,Offender_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_IsHateCrime_KnownOffender,3550
2019,Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_WhiteAlone,666
2019,Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_WhiteAlone,755
2019,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_WhiteAlone,775
2019,Offender_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_KnownOffender_WhiteAlone,645
2019,Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_BlackOrAfricanAmericanAlone,1930
2019,Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_BlackOrAfricanAmericanAlone,2314
2019,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_BlackOrAfricanAmericanAlone,2391
2019,Offender_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_KnownOffender_BlackOrAfricanAmericanAlone,1682
2019,Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,119
2019,Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,126
2019,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AmericanIndianOrAlaskaNativeAlone,135
2019,Offender_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_KnownOffender_AmericanIndianOrAlaskaNativeAlone,101
2019,Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AsianAlone,158
2019,Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AsianAlone,205
2019,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AsianAlone,215
2019,Offender_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_KnownOffender_AsianAlone,153
2019,Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,21
2019,Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,25
2019,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone,26
2019,Offender_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_KnownOffender_NativeHawaiianOrOtherPacificIslanderAlone,26
2019,Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_TwoOrMoreRaces,134
2019,Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_TwoOrMoreRaces,171
2019,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_TwoOrMoreRaces,173
2019,Offender_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_KnownOffender_TwoOrMoreRaces,82
2019,Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_Arab,95
2019,Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_Arab,122
2019,Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_Arab,126
2019,Offender_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_KnownOffender_Arab,86
