observationAbout,observationDate,value,variableMeasured,unit
dcid:country/USA,2001,14230726000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2002,14472712000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2003,14877312000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2004,15449757000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2005,15987957000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2006,16433148000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2007,16762445000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2008,16781485000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2009,16349110000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2010,16789750000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2011,17052410000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2012,17442759000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2013,17812167000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2014,18261714000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2015,18799622000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2016,19141672000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2017,19612102000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2018,20193896000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2019,20715671000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2020,20267585000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2021,21494798000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2022,22034828000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2023,22671096000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2001,127095000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2002,131323000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2003,141451000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2004,153419000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2005,159554000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2006,161687000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2007,144468000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2008,144066000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2009,159975000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2010,155952000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2011,150224000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2012,145700000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2013,160433000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2014,158986000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2015,171593000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
dcid:country/USA,2016,181537000000,dcid:Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,ChainedUSDollarBaseYr2017
