key,prop,value,,,,,,,,
YEAR,observationDate,{Data},populationType,PublicSchool,measuredProperty,count,statType,measuredValue,medicalCondition,COVID19
LEA_STATE,observationAbout,{Data},,,,,,,,
SCH_DIND_INSTRUCTIONTYPE:A,instructionMode,InstructionInPerson ,,,,,,,,
SCH_DIND_INSTRUCTIONTYPE:B,instructionMode,InstructionInRemote ,,,,,,,,
SCH_DIND_INSTRUCTIONTYPE:C,instructionMode,InstructionInHybrid,,,,,,,,
SCH_DIND_INSTRUCTIONTYPE:D,instructionMode,NoEffect,,,,,,,,
SCH_DIND_REMOTETYPE:A,studentAvailabilityMode,StudentInPerson,"teacherInstructionMode
",TeachersInRemote,#Aggregate,sum,value,1,,
SCH_DIND_REMOTETYPE:B,studentAvailabilityMode,StudentInRemote,"teacherInstructionMode
",TeachersInRemote,#Aggregate,sum,value,1,,
SCH_DIND_REMOTETYPE:C,studentAvailabilityMode,StudentInPersonAndRemote,"teacherInstructionMode
",TeachersInRemote,#Aggregate,sum,value,1,,
