Year,Place,StatVar,Quantity
2021,country/USA,dcid:Count_Person_Civilian_NonInstitutionalized,324818565
2021,geoId/01,dcid:Count_Person_Civilian_NonInstitutionalized,4920010
2021,geoId/02,dcid:Count_Person_Civilian_NonInstitutionalized,709438
2021,country/USA,dcid:MarginOfError_Count_Person_Civilian_NonInstitutionalized,10001
2021,geoId/01,dcid:MarginOfError_Count_Person_Civilian_NonInstitutionalized,1113
2021,geoId/02,dcid:MarginOfError_Count_Person_Civilian_NonInstitutionalized,936
2021,country/USA,dcid:Count_Person_6OrLessYears_Civilian_NonInstitutionalized,23365564
2021,geoId/01,dcid:Count_Person_6OrLessYears_Civilian_NonInstitutionalized,353934
2021,geoId/02,dcid:Count_Person_6OrLessYears_Civilian_NonInstitutionalized,62067
2021,country/USA,dcid:MarginOfError_Count_Person_6OrLessYears_Civilian_NonInstitutionalized,15710
2021,geoId/01,dcid:MarginOfError_Count_Person_6OrLessYears_Civilian_NonInstitutionalized,2213
2021,geoId/02,dcid:MarginOfError_Count_Person_6OrLessYears_Civilian_NonInstitutionalized,719
2021,country/USA,dcid:Count_Person_6To18Years_Civilian_NonInstitutionalized,55247400
2021,geoId/01,dcid:Count_Person_6To18Years_Civilian_NonInstitutionalized,836489
2021,geoId/02,dcid:Count_Person_6To18Years_Civilian_NonInstitutionalized,129215
2021,country/USA,dcid:MarginOfError_Count_Person_6To18Years_Civilian_NonInstitutionalized,23517
2021,geoId/01,dcid:MarginOfError_Count_Person_6To18Years_Civilian_NonInstitutionalized,3035
2021,geoId/02,dcid:MarginOfError_Count_Person_6To18Years_Civilian_NonInstitutionalized,925
2021,country/USA,dcid:Count_Person_19To25Years_Civilian_NonInstitutionalized,29539058
2021,geoId/01,dcid:Count_Person_19To25Years_Civilian_NonInstitutionalized,452850
2021,geoId/02,dcid:Count_Person_19To25Years_Civilian_NonInstitutionalized,62588
2021,country/USA,dcid:MarginOfError_Count_Person_19To25Years_Civilian_NonInstitutionalized,27055
2021,geoId/01,dcid:MarginOfError_Count_Person_19To25Years_Civilian_NonInstitutionalized,3252
2021,geoId/02,dcid:MarginOfError_Count_Person_19To25Years_Civilian_NonInstitutionalized,971
2021,country/USA,dcid:Count_Person_26To34Years_Civilian_NonInstitutionalized,39765359
2021,geoId/01,dcid:Count_Person_26To34Years_Civilian_NonInstitutionalized,561235
2021,geoId/02,dcid:Count_Person_26To34Years_Civilian_NonInstitutionalized,96019
2021,country/USA,dcid:MarginOfError_Count_Person_26To34Years_Civilian_NonInstitutionalized,23108
2021,geoId/01,dcid:MarginOfError_Count_Person_26To34Years_Civilian_NonInstitutionalized,3008
2021,geoId/02,dcid:MarginOfError_Count_Person_26To34Years_Civilian_NonInstitutionalized,926
2021,country/USA,dcid:Count_Person_35To44Years_Civilian_NonInstitutionalized,41591662
2021,geoId/01,dcid:Count_Person_35To44Years_Civilian_NonInstitutionalized,598145
2021,geoId/02,dcid:Count_Person_35To44Years_Civilian_NonInstitutionalized,91964
2021,country/USA,dcid:MarginOfError_Count_Person_35To44Years_Civilian_NonInstitutionalized,9592
2021,geoId/01,dcid:MarginOfError_Count_Person_35To44Years_Civilian_NonInstitutionalized,1626
2021,geoId/02,dcid:MarginOfError_Count_Person_35To44Years_Civilian_NonInstitutionalized,843
2021,country/USA,dcid:Count_Person_45To54Years_Civilian_NonInstitutionalized,41140463
2021,geoId/01,dcid:Count_Person_45To54Years_Civilian_NonInstitutionalized,624285
2021,geoId/02,dcid:Count_Person_45To54Years_Civilian_NonInstitutionalized,86137
2021,country/USA,dcid:MarginOfError_Count_Person_45To54Years_Civilian_NonInstitutionalized,8422
2021,geoId/01,dcid:MarginOfError_Count_Person_45To54Years_Civilian_NonInstitutionalized,1294
2021,geoId/02,dcid:MarginOfError_Count_Person_45To54Years_Civilian_NonInstitutionalized,682
2021,country/USA,dcid:Count_Person_55To64Years_Civilian_NonInstitutionalized,42463333
2021,geoId/01,dcid:Count_Person_55To64Years_Civilian_NonInstitutionalized,666530
2021,geoId/02,dcid:Count_Person_55To64Years_Civilian_NonInstitutionalized,92700
