Year,Geo,StatVar,Quantity
2010,country/USA,Count_CriminalIncidents_IsHateCrime,6628
2010,geoId/01,Count_CriminalIncidents_IsHateCrime,19
2010,geoId/02,Count_CriminalIncidents_IsHateCrime,7
2010,geoId/04,Count_CriminalIncidents_IsHateCrime,236
2010,geoId/05,Count_CriminalIncidents_IsHateCrime,63
2010,geoId/06,Count_CriminalIncidents_IsHateCrime,1092
2010,geoId/08,Count_CriminalIncidents_IsHateCrime,154
2010,geoId/09,Count_CriminalIncidents_IsHateCrime,147
2010,geoId/10,Count_CriminalIncidents_IsHateCrime,20
2010,geoId/11,Count_CriminalIncidents_IsHateCrime,57
2010,geoId/12,Count_CriminalIncidents_IsHateCrime,136
2010,geoId/13,Count_CriminalIncidents_IsHateCrime,17
2010,geoId/16,Count_CriminalIncidents_IsHateCrime,28
2010,geoId/17,Count_CriminalIncidents_IsHateCrime,94
2010,geoId/18,Count_CriminalIncidents_IsHateCrime,94
2010,geoId/19,Count_CriminalIncidents_IsHateCrime,17
2010,geoId/20,Count_CriminalIncidents_IsHateCrime,58
2010,geoId/21,Count_CriminalIncidents_IsHateCrime,173
2010,geoId/22,Count_CriminalIncidents_IsHateCrime,13
2010,geoId/23,Count_CriminalIncidents_IsHateCrime,61
2010,geoId/24,Count_CriminalIncidents_IsHateCrime,80
2010,geoId/25,Count_CriminalIncidents_IsHateCrime,316
2010,geoId/26,Count_CriminalIncidents_IsHateCrime,304
2010,geoId/27,Count_CriminalIncidents_IsHateCrime,127
2010,geoId/28,Count_CriminalIncidents_IsHateCrime,11
2010,geoId/29,Count_CriminalIncidents_IsHateCrime,142
2010,geoId/30,Count_CriminalIncidents_IsHateCrime,31
2010,geoId/31,Count_CriminalIncidents_IsHateCrime,61
2010,geoId/32,Count_CriminalIncidents_IsHateCrime,68
2010,geoId/33,Count_CriminalIncidents_IsHateCrime,31
2010,geoId/34,Count_CriminalIncidents_IsHateCrime,543
2010,geoId/35,Count_CriminalIncidents_IsHateCrime,24
2010,geoId/36,Count_CriminalIncidents_IsHateCrime,699
2010,geoId/37,Count_CriminalIncidents_IsHateCrime,94
2010,geoId/38,Count_CriminalIncidents_IsHateCrime,8
2010,geoId/39,Count_CriminalIncidents_IsHateCrime,247
2010,geoId/40,Count_CriminalIncidents_IsHateCrime,49
2010,geoId/41,Count_CriminalIncidents_IsHateCrime,134
2010,geoId/42,Count_CriminalIncidents_IsHateCrime,57
2010,geoId/44,Count_CriminalIncidents_IsHateCrime,20
2010,geoId/45,Count_CriminalIncidents_IsHateCrime,109
2010,geoId/46,Count_CriminalIncidents_IsHateCrime,51
2010,geoId/47,Count_CriminalIncidents_IsHateCrime,147
2010,geoId/48,Count_CriminalIncidents_IsHateCrime,174
2010,geoId/49,Count_CriminalIncidents_IsHateCrime,63
2010,geoId/50,Count_CriminalIncidents_IsHateCrime,17
2010,geoId/51,Count_CriminalIncidents_IsHateCrime,175
2010,geoId/53,Count_CriminalIncidents_IsHateCrime,232
2010,geoId/54,Count_CriminalIncidents_IsHateCrime,33
2010,geoId/55,Count_CriminalIncidents_IsHateCrime,93
2010,geoId/56,Count_CriminalIncidents_IsHateCrime,2
