Year,Place,StatVar,Quantity,Unit
2014,geoId/01,dcid:Count_Person_16To64Years,3129538.0,
2014,geoId/01,dcid:MarginOfError_Count_Person_16To64Years,1603.0,
2014,geoId/01,dcid:Count_Person_WorkPerYear50To52Week,1608582.532,
2014,geoId/01,dcid:MarginOfError_Count_Person_WorkPerYear50To52Week,6259.076,
2014,geoId/01,dcid:Count_Person_WorkPerYear40To49Week,150217.824,
2014,geoId/01,dcid:MarginOfError_Count_Person_WorkPerYear40To49Week,3129.538,
2014,geoId/01,dcid:Count_Person_WorkPerYear27To39Week,137699.672,
2014,geoId/01,dcid:MarginOfError_Count_Person_WorkPerYear27To39Week,3129.538,
2014,geoId/01,dcid:Count_Person_WorkPerYear14To26Week,118922.444,
2014,geoId/01,dcid:MarginOfError_Count_Person_WorkPerYear14To26Week,3129.538,
2014,geoId/01,dcid:Count_Person_WorkPerYear1To13Week,165865.514,
2014,geoId/01,dcid:MarginOfError_Count_Person_WorkPerYear1To13Week,3129.538,
2014,geoId/01,dcid:Count_Person_DidNotWork,951379.552,
2014,geoId/01,dcid:MarginOfError_Count_Person_DidNotWork,6259.076,
2014,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour,1696209.596,
2014,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour,6259.076,
2014,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear40OrMoreWeek,1502178.24,
2014,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear40OrMoreWeek,6259.076,
2014,geoId/01,dcid:Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear50To52Week,1405162.562,
2014,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek35OrMoreHour_WorkPerYear50To52Week,6259.076,
2014,geoId/01,dcid:Count_Person_WorkPerWeek15To34Hour,394321.788,
2014,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour,3129.538,
2014,geoId/01,dcid:Count_Person_WorkPerWeek15To34Hour_WorkPerYear40OrMoreWeek,225326.736,
2014,geoId/01,dcid:MarginOfError_Count_Person_WorkPerWeek15To34Hour_WorkPerYear40OrMoreWeek,3129.538,
