observationAbout,observationDate,value,variableMeasured
country/USA,1994-11,99708018,dcid:Count_Household_NonInstitutionalized
country/USA,1994-11,65545071,dcid:Count_Household_Employed_NonInstitutionalized
country/USA,1994-11,2939228,dcid:Count_Household_Unemployed_NonInstitutionalized
country/USA,1994-11,30486580,dcid:Count_Household_NotInLaborForce_NonInstitutionalized
country/USA,1994-11,19363957,dcid:Count_Household_HouseholderEducationalAttainmentNoDiploma_NonInstitutionalized
country/USA,1994-11,32022931,dcid:Count_Household_HouseholderEducationalAttainmentHighSchoolGraduate_NonInstitutionalized
country/USA,1994-11,25134148,dcid:Count_Household_HouseholderEducationalAttainmentSomeCollegeOrAssociatesDegree_NonInstitutionalized
country/USA,1994-11,23186983,dcid:Count_Household_HouseholderEducationalAttainmentCollegeGraduate_NonInstitutionalized
country/USA,1994-11,62988898,dcid:Count_Household_Male_NonInstitutionalized
country/USA,1994-11,36719120,dcid:Count_Household_Female_NonInstitutionalized
country/USA,1994-11,77096018,dcid:Count_Household_HouseholderRaceWhiteAloneNotHispanicOrLatino_NonInstitutionalized
country/USA,1994-11,11820843,dcid:Count_Household_HouseholderRaceBlackOrAfricanAmericanAlone_NonInstitutionalized
country/USA,1994-11,7956251,dcid:Count_Household_HispanicOrLatino_NonInstitutionalized
country/USA,1994-11,2027535,dcid:Count_Household_HouseholderRaceAsian_NonInstitutionalized
country/USA,1994-11,544756,dcid:Count_Household_HouseholderRaceAmericanIndianOrAlaskaNative_NonInstitutionalized
country/USA,1994-11,262614,dcid:Count_Household_NotHispanicOrLatino_HouseholderRaceNTIAOtherRace_NonInstitutionalized
country/USA,1994-11,22028761,dcid:Count_Household_NonInstitutionalized_Rural
country/USA,1994-11,76906846,dcid:Count_Household_NonInstitutionalized_Urban
country/USA,1994-11,772412,dcid:Count_Household_NonInstitutionalized_UnknownPlaceOfResidence
country/USA,1994-11,57413314,dcid:Count_Household_NonInstitutionalized_NotEnrolledInSchool
country/USA,1994-11,42294704,dcid:Count_Household_NonInstitutionalized_EnrolledInSchool
country/USA,1994-11,77980419,dcid:Count_Household_NonInstitutionalized_Nonveteran
country/USA,1994-11,20947215,dcid:Count_Household_NonInstitutionalized_Veteran
geoId/01,1994-11,1668675,dcid:Count_Household_NonInstitutionalized
geoId/02,1994-11,208595,dcid:Count_Household_NonInstitutionalized
geoId/04,1994-11,1610328,dcid:Count_Household_NonInstitutionalized
geoId/05,1994-11,952203,dcid:Count_Household_NonInstitutionalized
geoId/06,1994-11,11432345,dcid:Count_Household_NonInstitutionalized
geoId/08,1994-11,1435110,dcid:Count_Household_NonInstitutionalized
geoId/09,1994-11,1285592,dcid:Count_Household_NonInstitutionalized
geoId/10,1994-11,274567,dcid:Count_Household_NonInstitutionalized
geoId/11,1994-11,267663,dcid:Count_Household_NonInstitutionalized
geoId/12,1994-11,5657096,dcid:Count_Household_NonInstitutionalized
geoId/13,1994-11,2673673,dcid:Count_Household_NonInstitutionalized
geoId/15,1994-11,408744,dcid:Count_Household_NonInstitutionalized
geoId/16,1994-11,411766,dcid:Count_Household_NonInstitutionalized
