Year,Place,StatVar,Quantity
2021,country/USA,dcid:Count_Person_Civilian_Employed,157510982.0
2021,geoId/09,dcid:Count_Person_Civilian_Employed,1822995.0
2021,geoId/17,dcid:Count_Person_Civilian_Employed,6273473.0
2021,country/USA,dcid:MarginOfError_Count_Person_Civilian_Employed,152056.0
2021,geoId/09,dcid:MarginOfError_Count_Person_Civilian_Employed,6801.0
2021,geoId/17,dcid:MarginOfError_Count_Person_Civilian_Employed,14871.0
2021,country/USA,dcid:Count_Person_SOCManagementBusinessScienceArtsOccupation,63469480.0
2021,geoId/09,dcid:Count_Person_SOCManagementBusinessScienceArtsOccupation,821971.0
2021,geoId/17,dcid:Count_Person_SOCManagementBusinessScienceArtsOccupation,2555193.0
2021,country/USA,dcid:MarginOfError_Count_Person_SOCManagementBusinessScienceArtsOccupation,277871.0
2021,geoId/09,dcid:MarginOfError_Count_Person_SOCManagementBusinessScienceArtsOccupation,7169.0
2021,geoId/17,dcid:MarginOfError_Count_Person_SOCManagementBusinessScienceArtsOccupation,14310.0
2021,country/USA,dcid:Count_Person_SOCServiceOccupation,26826595.0
2021,geoId/09,dcid:Count_Person_SOCServiceOccupation,310205.0
2021,geoId/17,dcid:Count_Person_SOCServiceOccupation,1038968.0
2021,country/USA,dcid:MarginOfError_Count_Person_SOCServiceOccupation,82881.0
2021,geoId/09,dcid:MarginOfError_Count_Person_SOCServiceOccupation,4631.0
2021,geoId/17,dcid:MarginOfError_Count_Person_SOCServiceOccupation,8986.0
2021,country/USA,dcid:Count_Person_SOCSalesOfficeOccupation,32862044.0
2021,geoId/09,dcid:Count_Person_SOCSalesOfficeOccupation,369209.0
2021,geoId/17,dcid:Count_Person_SOCSalesOfficeOccupation,1310129.0
2021,country/USA,dcid:MarginOfError_Count_Person_SOCSalesOfficeOccupation,50899.0
2021,geoId/09,dcid:MarginOfError_Count_Person_SOCSalesOfficeOccupation,4881.0
2021,geoId/17,dcid:MarginOfError_Count_Person_SOCSalesOfficeOccupation,8369.0
2021,country/USA,dcid:Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,13719271.0
2021,geoId/09,dcid:Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,132262.0
2021,geoId/17,dcid:Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,450520.0
2021,country/USA,dcid:MarginOfError_Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,61497.0
2021,geoId/09,dcid:MarginOfError_Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,3491.0
2021,geoId/17,dcid:MarginOfError_Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,5287.0
2021,country/USA,dcid:Count_Person_SOCProductionTransportationMaterialMovingOccupation,20633592.0
2021,geoId/09,dcid:Count_Person_SOCProductionTransportationMaterialMovingOccupation,189348.0
2021,geoId/17,dcid:Count_Person_SOCProductionTransportationMaterialMovingOccupation,918663.0
2021,country/USA,dcid:MarginOfError_Count_Person_SOCProductionTransportationMaterialMovingOccupation,52809.0
2021,geoId/09,dcid:MarginOfError_Count_Person_SOCProductionTransportationMaterialMovingOccupation,3812.0
2021,geoId/17,dcid:MarginOfError_Count_Person_SOCProductionTransportationMaterialMovingOccupation,7605.0
2021,country/USA,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_PaidEmployee,106477423.832
2021,geoId/09,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_PaidEmployee,1223229.645
2021,geoId/17,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_PaidEmployee,4366337.208
2021,country/USA,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_PaidEmployee,157510.982
2021,geoId/09,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_PaidEmployee,5468.985
2021,geoId/17,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_PaidEmployee,12546.946
2021,country/USA,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_SOCManagementBusinessScienceArtsOccupation_PaidEmployee,35415969.84
2021,geoId/09,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_SOCManagementBusinessScienceArtsOccupation_PaidEmployee,475921.209
2021,geoId/17,dcid:Count_Person_PrivatelyOwnedForProfitEstablishment_SOCManagementBusinessScienceArtsOccupation_PaidEmployee,1507563.87
2021,country/USA,dcid:MarginOfError_Count_Person_PrivatelyOwnedForProfitEstablishment_SOCManagementBusinessScienceArtsOccupation_PaidEmployee,63469.48
